Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.001246,10.420454,[17 11] ; [ 7 27],[10.83870968 17.16129032] ; [13.16129032 20.83870968],0
s8,1,0.006908,7.296782,[15 13] ; [ 7 27],[ 9.93548387 18.06451613] ; [12.06451613 21.93548387],0
p4,1,0.01124,6.426913,[22  6] ; [16 18],[17.16129032 10.83870968] ; [20.83870968 13.16129032],0
p7,1,0.020264,5.389016,[24  4] ; [20 14],[19.87096774  8.12903226] ; [24.12903226  9.87096774],0
p1,1,0.024664,5.047356,[ 6 22] ; [ 1 32],[ 3.21311475 24.78688525] ; [ 3.78688525 29.21311475],0
b1,1,0.025537,4.987068,[17 11] ; [11 23],[12.64516129 15.35483871] ; [15.35483871 18.64516129],0
u2,1,0.076823,3.130856,[8 7] ; [ 3 11],[5.68965517 9.31034483] ; [5.31034483 8.68965517],0
d2,1,0.085365,2.959678,[16 12] ; [12 22],[12.64516129 15.35483871] ; [15.35483871 18.64516129],0
b3,1,0.094962,2.788175,[ 7 11] ; [ 3 17],[ 4.73684211 13.26315789] ; [ 5.26315789 14.73684211],0
b2,1,0.094962,2.788175,[ 7 11] ; [ 3 17],[ 4.73684211 13.26315789] ; [ 5.26315789 14.73684211],0
a5,1,0.097663,2.743292,[14 14] ; [24 10],[17.16129032 10.83870968] ; [20.83870968 13.16129032],0
n5,1,0.100235,2.701801,[19  9] ; [16 18],[15.80645161 12.19354839] ; [19.19354839 14.80645161],0
s2,1,0.148605,2.086515,[15 13] ; [12 22],[12.19354839 15.80645161] ; [14.80645161 19.19354839],0
p11,1,0.174957,1.839948,[18 10] ; [16 18],[15.35483871 12.64516129] ; [18.64516129 15.35483871],0
p5,1,0.265375,1.240496,[ 4 24] ; [ 2 32],[ 2.70967742 25.29032258] ; [ 3.29032258 30.70967742],0
b5,1,0.267236,1.230882,[21  7] ; [21 13],[18.96774194  9.03225806] ; [23.03225806 10.96774194],0
a3,1,0.268165,1.226107,[13 15] ; [20 13],[15.14754098 12.85245902] ; [17.85245902 15.14754098],0
a6,1,0.270832,1.212529,[16 12] ; [24 10],[18.06451613  9.93548387] ; [21.93548387 12.06451613],0
u1,1,0.303203,1.060052,[ 6 22] ; [ 4 30],[ 4.51612903 23.48387097] ; [ 5.48387097 28.51612903],0
a4,1,0.319266,0.99195,[11 17] ; [ 9 24],[ 9.18032787 18.81967213] ; [10.81967213 22.18032787],0
n4,1,0.335371,0.928046,[19  9] ; [19 15],[17.16129032 10.83870968] ; [20.83870968 13.16129032],0
u3,1,0.340405,0.908906,[8 7] ; [5 9],[6.72413793 8.27586207] ; [6.27586207 7.72413793],0
v4,1,0.349047,0.876918,[26  2] ; [29  5],[24.83870968  3.16129032] ; [30.16129032  3.83870968],0
b4,1,0.373771,0.791088,[15 13] ; [22 12],[16.70967742 11.29032258] ; [20.29032258 13.70967742],0
r3,1,0.402183,0.701789,[27  1] ; [31  3],[26.19354839  1.80645161] ; [31.80645161  2.19354839],0
s1,1,0.423003,0.641957,[ 2 25] ; [ 1 33],[ 1.32786885 25.67213115] ; [ 1.67213115 32.32786885],0
d1,1,0.429118,0.62521,[16 12] ; [16 18],[14.4516129 13.5483871] ; [17.5483871 16.4516129],0
n6,1,0.43234,0.616528,[22  6] ; [23 10],[20.6557377  7.3442623] ; [24.3442623  8.6557377],0
s5,1,0.448198,0.575205,[ 6 21] ; [ 5 29],[ 4.86885246 22.13114754] ; [ 6.13114754 27.86885246],0
n3,1,0.456605,0.554205,[5 3] ; [4 5],[4.23529412 3.76470588] ; [4.76470588 4.23529412],0
s4,1,0.465865,0.531766,[ 4 23] ; [ 3 31],[ 3.09836066 23.90163934] ; [ 3.90163934 30.09836066],0
p3,1,0.515285,0.423319,[13 15] ; [13 21],[11.74193548 16.25806452] ; [14.25806452 19.74193548],0
r4,1,0.517976,0.417921,[24  4] ; [27  7],[23.03225806  4.96774194] ; [27.96774194  6.03225806],0
v3,1,0.533349,0.388007,[ 7 20] ; [11 22],[ 8.1 18.9] ; [ 9.9 23.1],0
r2,1,0.540156,0.37525,[26  2] ; [30  4],[25.29032258  2.70967742] ; [30.70967742  3.29032258],0
r1,1,0.597361,0.278995,[22  6] ; [24  9],[21.1147541  6.8852459] ; [24.8852459  8.1147541],0
a8,1,0.605806,0.266328,[ 4 21] ; [ 3 24],[ 3.36538462 21.63461538] ; [ 3.63461538 23.36538462],0
n1,1,0.614295,0.253968,[5 3] ; [4 4],[4.5 3.5] ; [4.5 3.5],0
s3,1,0.627327,0.235704,[17 11] ; [18 15],[16.06557377 11.93442623] ; [18.93442623 14.06557377],0
d3,1,0.69837,0.150173,[21  7] ; [24 10],[20.32258065  7.67741935] ; [24.67741935  9.32258065],0
n2,1,0.70663,0.141667,[6 2] ; [6 3],[5.64705882 2.35294118] ; [6.35294118 2.64705882],0
v1,1,0.71198,0.136307,[12 16] ; [13 21],[11.29032258 16.70967742] ; [13.70967742 20.29032258],0
a7,1,0.747894,0.103309,[20  8] ; [23 11],[19.41935484  8.58064516] ; [23.58064516 10.41935484],0
a2,1,0.786484,0.073375,[ 5 23] ; [ 7 27],[ 5.41935484 22.58064516] ; [ 6.58064516 27.41935484],0
v2,1,0.817609,0.053186,[14 14] ; [16 18],[13.5483871 14.4516129] ; [16.4516129 17.5483871],0
p2,1,0.843914,0.038766,[22  6] ; [26  8],[21.67741935  6.32258065] ; [26.32258065  7.67741935],0
p9,1,0.861108,0.030612,[12 16] ; [13 19],[11.66666667 16.33333333] ; [13.33333333 18.66666667],0
a1,1,0.888836,0.019538,[ 1 27] ; [ 1 33],[ 0.90322581 27.09677419] ; [ 1.09677419 32.90322581],0
d4,1,0.892961,0.018106,[21  7] ; [26  8],[21.22580645  6.77419355] ; [25.77419355  8.22580645],0
d5,1,0.895226,0.017343,[21  7] ; [25  9],[20.77419355  7.22580645] ; [25.22580645  8.77419355],0
s6,1,0.932655,0.007141,[17 11] ; [21 13],[17.16129032 10.83870968] ; [20.83870968 13.16129032],0
