Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000369,12.682217,[ 5 21] ; [20 10],[11.60714286 14.39285714] ; [13.39285714 16.60714286],1
s3,1,0.00079,11.263932,[ 2 23] ; [15 15],[ 7.72727273 17.27272727] ; [ 9.27272727 20.72727273],1
p3,1,0.001283,10.367179,[ 2 24] ; [14 16],[ 7.42857143 18.57142857] ; [ 8.57142857 21.42857143],0
s6,1,0.004227,8.183848,[ 5 21] ; [17 13],[10.21428571 15.78571429] ; [11.78571429 18.21428571],0
p8,1,0.00616,7.502944,[ 5 21] ; [16 13],[ 9.92727273 16.07272727] ; [11.07272727 17.92727273],0
p6,1,0.006769,7.333333,[ 1 24] ; [10 20],[ 5. 20.] ; [ 6. 24.],0
n3,1,0.012983,6.171429,[4 8] ; [10  2],[7. 5.] ; [7. 5.],0
b3,1,0.017663,5.629314,[7 6] ; [ 3 17],[3.93939394 9.06060606] ; [ 6.06060606 13.93939394],0
b2,1,0.017663,5.629314,[7 6] ; [ 3 17],[3.93939394 9.06060606] ; [ 6.06060606 13.93939394],0
p11,1,0.01859,5.539651,[11 15] ; [22  8],[15.32142857 10.67857143] ; [17.67857143 12.32142857],0
u3,1,0.028427,4.80197,[ 2 15] ; [7 8],[ 4.78125 12.21875] ; [ 4.21875 10.78125],0
p2,1,0.037804,4.313835,[12 14] ; [22  8],[15.78571429 10.21428571] ; [18.21428571 11.78571429],0
b4,1,0.051868,3.780023,[18  8] ; [13 17],[14.39285714 11.60714286] ; [16.60714286 13.39285714],0
a5,1,0.051868,3.780023,[ 8 18] ; [17 13],[11.60714286 14.39285714] ; [13.39285714 16.60714286],0
r4,1,0.054031,3.711756,[ 3 23] ; [10 20],[ 6.03571429 19.96428571] ; [ 6.96428571 23.03571429],0
s2,1,0.054031,3.711756,[ 3 23] ; [10 20],[ 6.03571429 19.96428571] ; [ 6.96428571 23.03571429],0
v1,1,0.072883,3.216877,[ 4 22] ; [11 19],[ 6.96428571 19.03571429] ; [ 8.03571429 21.96428571],0
a6,1,0.077821,3.109831,[ 7 19] ; [15 15],[10.21428571 15.78571429] ; [11.78571429 18.21428571],0
d3,1,0.091835,2.841907,[ 5 21] ; [12 18],[ 7.89285714 18.10714286] ; [ 9.10714286 20.89285714],0
n6,1,0.112176,2.523297,[17  8] ; [14 16],[14.09090909 10.90909091] ; [16.90909091 13.09090909],0
v2,1,0.122251,2.388236,[ 4 21] ; [10 19],[ 6.48148148 18.51851852] ; [ 7.51851852 21.48148148],0
u2,1,0.130995,2.28067,[8 9] ; [11  4],[10.09375  6.90625] ; [8.90625 6.09375],0
d5,1,0.1446,2.128306,[ 8 18] ; [15 15],[10.67857143 15.32142857] ; [12.32142857 17.67857143],0
a4,1,0.155286,2.019539,[ 3 23] ; [ 8 22],[ 5.10714286 20.89285714] ; [ 5.89285714 24.10714286],0
v3,1,0.189297,1.723077,[ 2 24] ; [ 6 24],[ 3.71428571 22.28571429] ; [ 4.28571429 25.71428571],0
p5,1,0.200155,1.641247,[ 1 25] ; [ 4 25],[ 2.36363636 23.63636364] ; [ 2.63636364 26.36363636],0
s5,1,0.250408,1.321026,[ 3 23] ; [ 7 23],[ 4.64285714 21.35714286] ; [ 5.35714286 24.64285714],0
r3,1,0.294025,1.101101,[15 10] ; [22  8],[16.81818182  8.18181818] ; [20.18181818  9.81818182],0
a3,1,0.297205,1.086694,[ 9 16] ; [15 15],[10.90909091 14.09090909] ; [13.09090909 16.90909091],0
r1,1,0.30264,1.062523,[ 7 19] ; [12 18],[ 8.82142857 17.17857143] ; [10.17857143 19.82142857],0
s8,1,0.353309,0.861538,[ 5 21] ; [ 9 21],[ 6.5 19.5] ; [ 7.5 22.5],0
p12,1,0.372512,0.795266,[ 1 25] ; [ 3 27],[ 1.85714286 24.14285714] ; [ 2.14285714 27.85714286],0
p10,1,0.373496,0.792,[12 13] ; [18 12],[13.63636364 11.36363636] ; [16.36363636 13.63636364],0
s7,1,0.40731,0.68664,[ 6 20] ; [ 9 18],[ 7.35849057 18.64150943] ; [ 7.64150943 19.35849057],0
p9,1,0.417504,0.65733,[14 11] ; [20 10],[15.45454545  9.54545455] ; [18.54545455 11.45454545],0
v4,1,0.452808,0.563613,[13 13] ; [18 12],[14.39285714 11.60714286] ; [16.60714286 13.39285714],0
s4,1,0.455255,0.557534,[ 4 22] ; [ 7 23],[ 5.10714286 20.89285714] ; [ 5.89285714 24.10714286],0
n4,1,0.536052,0.382906,[16 10] ; [16 14],[14.85714286 11.14285714] ; [17.14285714 12.85714286],0
d4,1,0.617859,0.248889,[13 13] ; [17 13],[13.92857143 12.07142857] ; [16.07142857 13.92857143],0
d2,1,0.652891,0.202274,[ 4 22] ; [ 6 24],[ 4.64285714 21.35714286] ; [ 5.35714286 24.64285714],0
b1,1,0.666417,0.185822,[15 11] ; [19 11],[15.78571429 10.21428571] ; [18.21428571 11.78571429],0
n1,1,0.67329,0.177778,[4 8] ; [5 7],[4.5 7.5] ; [4.5 7.5],0
a7,1,0.743482,0.10709,[11 15] ; [14 16],[11.60714286 14.39285714] ; [13.39285714 16.60714286],0
b5,1,0.832304,0.044837,[14 12] ; [17 13],[14.39285714 11.60714286] ; [16.60714286 13.39285714],0
a1,1,0.852729,0.034462,[ 3 23] ; [ 3 27],[ 2.78571429 23.21428571] ; [ 3.21428571 26.78571429],0
n5,1,0.873061,0.025527,[17  9] ; [19 11],[16.71428571  9.28571429] ; [19.28571429 10.71428571],0
s1,1,0.881846,0.022091,[ 2 24] ; [ 2 28],[ 1.85714286 24.14285714] ; [ 2.14285714 27.85714286],0
u1,1,0.917858,0.010636,[ 1 25] ; [ 1 29],[ 0.92857143 25.07142857] ; [ 1.07142857 28.92857143],0
a8,1,0.955765,0.003077,[ 4 20] ; [ 5 24],[ 4.0754717 19.9245283] ; [ 4.9245283 24.0754717],0
n2,1,1.0,0.0,[7 5] ; [7 5],[7. 5.] ; [7. 5.],0
