Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1e-06,23.442773,[46 13] ; [19 38],[33.06034483 25.93965517] ; [31.93965517 25.06034483],1
a4,1,3e-06,21.847146,[31 28] ; [ 7 51],[19.16239316 39.83760684] ; [18.83760684 39.16239316],1
d5,1,3.7e-05,17.017566,[48 12] ; [25 33],[37.11864407 22.88135593] ; [35.88135593 22.11864407],1
d1,1,0.001019,10.792298,[31 29] ; [13 45],[22.37288136 37.62711864] ; [21.62711864 36.37288136],0
d2,1,0.001089,10.66931,[32 27] ; [14 43],[23.39655172 35.60344828] ; [22.60344828 34.39655172],0
d3,1,0.001247,10.419389,[40 20] ; [21 36],[31.28205128 28.71794872] ; [29.71794872 27.28205128],0
a6,1,0.005791,7.614266,[38 22] ; [22 36],[30.50847458 29.49152542] ; [29.49152542 28.50847458],0
a7,1,0.009396,6.745994,[37 22] ; [22 35],[30.00862069 28.99137931] ; [28.99137931 28.00862069],0
d4,1,0.0117,6.355827,[45 15] ; [30 27],[38.46153846 21.53846154] ; [36.53846154 20.46153846],0
u1,1,0.01754,5.641525,[ 8 52] ; [ 1 57],[ 4.57627119 55.42372881] ; [ 4.42372881 53.57627119],0
b4,1,0.039211,4.251705,[28 32] ; [38 20],[33.55932203 26.44067797] ; [32.44067797 25.55932203],0
p4,1,0.054796,3.688278,[22 37] ; [12 45],[17.29310345 41.70689655] ; [16.70689655 40.29310345],0
s7,1,0.073273,3.208143,[14 40] ; [ 7 49],[10.30909091 43.69090909] ; [10.69090909 45.30909091],0
b1,1,0.099436,2.714567,[37 23] ; [27 31],[32.54237288 27.45762712] ; [31.45762712 26.54237288],0
a1,1,0.100844,2.69215,[10 50] ; [ 4 54],[ 7.11864407 52.88135593] ; [ 6.88135593 51.11864407],0
a8,1,0.107149,2.595773,[ 5 51] ; [ 1 52],[ 3.08256881 52.91743119] ; [ 2.91743119 50.08256881],0
u3,1,0.111719,2.52973,[6 7] ; [ 9 30],[3.75 9.25] ; [11.25 27.75],0
n4,1,0.115259,2.480589,[38 21] ; [29 29],[33.78632479 25.21367521] ; [33.21367521 24.78632479],0
u2,1,0.124502,2.359746,[ 3 10] ; [18 20],[5.35294118 7.64705882] ; [15.64705882 22.35294118],0
p2,1,0.133455,2.251852,[26 31] ; [34 23],[30. 27.] ; [30. 27.],0
p5,1,0.149674,2.075573,[ 6 52] ; [ 2 55],[ 4.03478261 53.96521739] ; [ 3.96521739 53.03478261],0
p3,1,0.174907,1.840376,[17 40] ; [11 47],[13.87826087 43.12173913] ; [14.12173913 43.87826087],0
r1,1,0.212609,1.553571,[19 39] ; [13 45],[16. 42.] ; [16. 42.],0
v1,1,0.226685,1.461538,[21 36] ; [15 42],[18. 39.] ; [18. 39.],0
v2,1,0.288153,1.12823,[22 35] ; [16 39],[19.33928571 37.66071429] ; [18.66071429 36.33928571],0
n1,1,0.294176,1.100412,[10 17] ; [ 7 22],[ 8.19642857 18.80357143] ; [ 8.80357143 20.19642857],0
v4,1,0.301261,1.068604,[30 26] ; [36 21],[32.7079646 23.2920354] ; [33.2920354 23.7079646],0
p10,1,0.44462,0.584331,[29 29] ; [24 32],[26.96491228 31.03508772] ; [26.03508772 29.96491228],0
