Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,27.478007,[42 10] ; [15 36],[28.77669903 23.22330097] ; [28.22330097 22.77669903],1
a4,1,3e-06,21.739778,[25 26] ; [ 4 48],[14.3592233 36.6407767] ; [14.6407767 37.3592233],1
d5,1,1.1e-05,19.330261,[42 10] ; [20 32],[31. 21.] ; [31. 21.],1
d1,1,0.0001,15.144816,[28 24] ; [ 9 43],[18.5 33.5] ; [18.5 33.5],1
a6,1,0.000411,12.48,[36 16] ; [18 34],[27. 25.] ; [27. 25.],1
d2,1,0.000461,12.266034,[29 22] ; [12 40],[20.30097087 30.69902913] ; [20.69902913 31.30097087],1
d4,1,0.00846,6.933333,[39 13] ; [26 26],[32.5 19.5] ; [32.5 19.5],0
n4,1,0.009637,6.700724,[37 15] ; [24 28],[30.5 21.5] ; [30.5 21.5],0
s7,1,0.012631,6.22009,[20 29] ; [ 9 41],[14.35353535 34.64646465] ; [14.64646465 35.35353535],0
n5,1,0.028856,4.776163,[38 13] ; [28 24],[32.67961165 18.32038835] ; [33.32038835 18.67961165],0
p4,1,0.056745,3.630057,[24 27] ; [15 37],[19.31067961 31.68932039] ; [19.68932039 32.31067961],0
d3,1,0.060672,3.518925,[30 22] ; [20 31],[25.24271845 26.75728155] ; [24.75728155 26.24271845],0
p2,1,0.089293,2.887073,[25 25] ; [34 17],[29.20792079 20.79207921] ; [29.79207921 21.20792079],0
u1,1,0.092522,2.829932,[ 5 47] ; [ 1 51],[ 3. 49.] ; [ 3. 49.],0
p3,1,0.101405,2.683306,[19 31] ; [12 40],[15.19607843 34.80392157] ; [15.80392157 36.19607843],0
a8,1,0.113077,2.510684,[ 5 47] ; [ 1 47],[ 3.12 48.88] ; [ 2.88 45.12],0
b4,1,0.116664,2.461538,[22 30] ; [30 22],[26. 26.] ; [26. 26.],0
s8,1,0.135479,2.228571,[13 39] ; [ 7 45],[10. 42.] ; [10. 42.],0
p9,1,0.202133,1.626897,[33 16] ; [28 23],[29.89 19.11] ; [31.11 19.89],0
s2,1,0.209756,1.573109,[20 32] ; [14 38],[17. 35.] ; [17. 35.],0
v3,1,0.22118,1.496698,[12 40] ; [ 7 44],[ 9.59223301 42.40776699] ; [ 9.40776699 41.59223301],0
s6,1,0.221779,1.492823,[22 30] ; [16 36],[19. 33.] ; [19. 33.],0
s4,1,0.221956,1.491681,[ 8 44] ; [13 39],[10.5 41.5] ; [10.5 41.5],0
n6,1,0.266957,1.232318,[32 19] ; [27 25],[29.21359223 21.78640777] ; [29.78640777 22.21359223],0
v2,1,0.272589,1.203671,[21 31] ; [15 35],[18.35294118 33.64705882] ; [17.64705882 32.35294118],0
b1,1,0.324553,0.970511,[31 21] ; [26 26],[28.5 23.5] ; [28.5 23.5],0
u3,1,0.398361,0.713268,[4 5] ; [11 26],[2.93478261 6.06521739] ; [12.06521739 24.93478261],0
p11,1,0.42968,0.623688,[31 21] ; [27 25],[29. 23.] ; [29. 23.],0
p6,1,0.42969,0.623662,[12 37] ; [ 9 41],[10.39393939 38.60606061] ; [10.60606061 39.39393939],0
p8,1,0.430826,0.620595,[14 36] ; [18 33],[15.84158416 34.15841584] ; [16.15841584 34.84158416],0
b5,1,0.431401,0.619048,[30 22] ; [26 26],[28. 24.] ; [28. 24.],0
a7,1,0.432427,0.616296,[27 25] ; [23 29],[25. 27.] ; [25. 27.],0
p7,1,0.490092,0.476325,[19 32] ; [22 28],[20.7029703 30.2970297] ; [20.2970297 29.7029703],0
u2,1,0.503657,0.447222,[3 7] ; [15 21],[3.91304348 6.08695652] ; [14.08695652 21.91304348],0
a1,1,0.505893,0.442553,[ 6 46] ; [ 4 48],[ 5. 47.] ; [ 5. 47.],0
s5,1,0.564351,0.332226,[ 6 44] ; [ 8 42],[ 7. 43.] ; [ 7. 43.],0
s3,1,0.639424,0.219497,[20 32] ; [17 33],[18.8627451 33.1372549] ; [18.1372549 31.8627451],0
v1,1,0.669673,0.181985,[17 31] ; [16 35],[16. 32.] ; [17. 34.],0
n3,1,0.697168,0.151435,[11  9] ; [14  9],[11.62790698  8.37209302] ; [13.37209302  9.62790698],0
r2,1,0.721721,0.12685,[28 19] ; [28 22],[27.13402062 19.86597938] ; [28.86597938 21.13402062],0
n1,1,0.738514,0.111437,[ 6 14] ; [ 8 15],[ 6.51162791 13.48837209] ; [ 7.48837209 15.51162791],0
r3,1,0.749523,0.101932,[31 20] ; [30 22],[30.2038835 20.7961165] ; [30.7961165 21.2038835],0
p1,1,0.750142,0.101412,[ 5 47] ; [ 4 47],[ 4.54368932 47.45631068] ; [ 4.45631068 46.54368932],0
v4,1,0.797143,0.066073,[32 20] ; [32 18],[32.62745098 19.37254902] ; [31.37254902 18.62745098],0
n2,1,0.817622,0.053179,[12  8] ; [13 10],[11.62790698  8.37209302] ; [13.37209302  9.62790698],0
p10,1,0.91913,0.010308,[25 25] ; [24 25],[24.74747475 25.25252525] ; [24.25252525 24.74747475],0
p12,1,0.977653,0.000785,[ 1 49] ; [ 1 51],[ 0.98039216 49.01960784] ; [ 1.01960784 50.98039216],0
s1,1,1.0,0.0,[ 3 49] ; [ 3 49],[ 3. 49.] ; [ 3. 49.],0
p5,1,1.0,0.0,[ 3 48] ; [ 3 48],[ 3. 48.] ; [ 3. 48.],0
b2,1,1.0,0.0,[11 22] ; [10 20],[11. 22.] ; [10. 20.],0
b3,1,1.0,0.0,[11 22] ; [10 20],[11. 22.] ; [10. 20.],0
