Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,50.030324,[ 5 84] ; [25 15],[20.69767442 68.30232558] ; [ 9.30232558 30.69767442],1
s2,1,0.0,46.948221,[14 76] ; [31  9],[31.15384615 58.84615385] ; [13.84615385 26.15384615],1
s6,1,0.0,28.764062,[26 63] ; [32  8],[40.01550388 48.98449612] ; [17.98449612 22.01550388],1
s3,1,0.0,25.683866,[24 64] ; [30 10],[37.125 50.875] ; [16.875 23.125],1
u1,1,0.000146,14.421417,[ 4 86] ; [11 29],[10.38461538 79.61538462] ; [ 4.61538462 35.38461538],1
r1,1,0.000195,13.882194,[47 41] ; [35  5],[56.375 31.625] ; [25.625 14.375],1
v2,1,0.000393,12.563349,[23 62] ; [23 15],[31.78861789 53.21138211] ; [14.21138211 23.78861789],1
s5,1,0.001149,10.570279,[13 75] ; [15 21],[19.87096774 68.12903226] ; [ 8.12903226 27.87096774],0
r4,1,0.001539,10.030864,[48 42] ; [33  7],[56.07692308 33.92307692] ; [24.92307692 15.07692308],0
r3,1,0.00409,8.243325,[58 31] ; [35  4],[64.6640625 24.3359375] ; [28.3359375 10.6640625],0
p10,1,0.006049,7.535783,[35 52] ; [26 13],[42.11904762 44.88095238] ; [18.88095238 20.11904762],0
p6,1,0.008419,6.942025,[10 77] ; [12 27],[15.19047619 71.80952381] ; [ 6.80952381 32.19047619],0
a6,1,0.008621,6.899645,[47 43] ; [30  9],[53.72093023 36.27906977] ; [23.27906977 15.72093023],0
p9,1,0.009692,6.690597,[39 46] ; [27 11],[45.6097561 39.3902439] ; [20.3902439 17.6097561],0
v4,1,0.022111,5.237057,[67 22] ; [37  3],[71.75193798 17.24806202] ; [32.24806202  7.75193798],0
n2,1,0.025726,4.974316,[23 18] ; [17  3],[26.8852459 14.1147541] ; [13.1147541  6.8852459],0
d3,1,0.03658,4.369873,[41 47] ; [26 13],[46.42519685 41.57480315] ; [20.57480315 18.42519685],0
s4,1,0.037798,4.314074,[13 77] ; [12 28],[17.30769231 72.69230769] ; [ 7.69230769 32.30769231],0
v1,1,0.043917,4.059769,[28 61] ; [20 20],[33.11627907 55.88372093] ; [14.88372093 25.11627907],0
d1,1,0.048813,3.881771,[35 55] ; [23 17],[40.15384615 49.84615385] ; [17.84615385 22.15384615],0
a3,1,0.051124,3.804206,[52 35] ; [31  9],[56.85826772 30.14173228] ; [26.14173228 13.85826772],0
a2,1,0.057395,3.611111,[14 76] ; [12 28],[18. 72.] ; [ 8. 32.],0
a7,1,0.064122,3.427438,[56 32] ; [32  8],[60.5 27.5] ; [27.5 12.5],0
r2,1,0.08016,3.061654,[73 14] ; [38  2],[76.03937008 10.96062992] ; [34.96062992  5.03937008],0
d4,1,0.080586,3.053038,[63 27] ; [33  6],[66.97674419 23.02325581] ; [29.02325581  9.97674419],0
u3,1,0.090635,2.86306,[10 28] ; [5 4],[12.12765957 25.87234043] ; [2.87234043 6.12765957],0
s1,1,0.162239,1.95323,[ 5 84] ; [ 5 34],[ 6.953125 82.046875] ; [ 3.046875 35.953125],0
a5,1,0.163267,1.9437,[49 41] ; [27 13],[52.61538462 37.38461538] ; [23.38461538 16.61538462],0
d5,1,0.165545,1.922827,[60 29] ; [31  8],[63.2734375 25.7265625] ; [27.7265625 11.2734375],0
n4,1,0.203,1.620658,[51 38] ; [27 12],[54.234375 34.765625] ; [23.765625 15.234375],0
n6,1,0.215842,1.531801,[48 41] ; [25 13],[51.15748031 37.84251969] ; [21.84251969 16.15748031],0
a8,1,0.288974,1.124396,[ 8 76] ; [ 6 31],[ 9.71900826 74.28099174] ; [ 4.28099174 32.71900826],0
p2,1,0.347854,0.881271,[41 48] ; [22 18],[43.46511628 45.53488372] ; [19.53488372 20.46511628],0
a4,1,0.353267,0.861688,[32 56] ; [18 22],[34.375 53.625] ; [15.625 24.375],0
p1,1,0.356866,0.848893,[ 5 85] ; [ 4 36],[ 6.23076923 83.76923077] ; [ 2.76923077 37.23076923],0
p3,1,0.463652,0.537063,[15 73] ; [ 9 31],[16.5 71.5] ; [ 7.5 32.5],0
v3,1,0.522523,0.408911,[20 65] ; [11 27],[21.42276423 63.57723577] ; [ 9.57723577 28.42276423],0
n3,1,0.524913,0.404229,[22 17] ; [13  7],[23.13559322 15.86440678] ; [11.86440678  8.13559322],0
p5,1,0.56421,0.332468,[ 1 87] ; [ 1 39],[ 1.375 86.625] ; [ 0.625 39.375],0
n1,1,0.57615,0.3125,[15 25] ; [ 9 11],[16. 24.] ; [ 8. 12.],0
b1,1,0.619148,0.247067,[43 47] ; [21 19],[44.30769231 45.69230769] ; [19.69230769 20.30769231],0
b4,1,0.74672,0.104308,[50 40] ; [21 19],[49.15384615 40.84615385] ; [21.84615385 18.15384615],0
d2,1,0.782095,0.076502,[41 48] ; [19 20],[41.71875 47.28125] ; [18.28125 20.71875],0
u2,1,0.899173,0.016055,[13 24] ; [3 5],[13.15555556 23.84444444] ; [2.84444444 5.15555556],0
p8,1,0.915072,0.011373,[19 70] ; [ 8 31],[18.7734375 70.2265625] ; [ 8.2265625 30.7734375],0
b5,1,0.927597,0.008257,[57 33] ; [25 15],[56.76923077 33.23076923] ; [25.23076923 14.76923077],0
b3,1,0.943203,0.005076,[18 27] ; [ 9 13],[18.13432836 26.86567164] ; [ 8.86567164 13.13432836],0
b2,1,0.943203,0.005076,[18 27] ; [ 9 13],[18.13432836 26.86567164] ; [ 8.86567164 13.13432836],0
n5,1,0.951284,0.003732,[53 36] ; [23 16],[52.84375 36.15625] ; [23.15625 15.84375],0
p7,1,0.994853,4.2e-05,[32 55] ; [14 24],[32.016 54.984] ; [13.984 24.016],0
a1,1,1.0,0.0,[ 9 81] ; [ 4 36],[ 9. 81.] ; [ 4. 36.],0
