Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,24.814079,[22 32] ; [92 24],[36.21176471 17.78823529] ; [77.78823529 38.21176471],1
n6,1,0.00012,14.79858,[27 27] ; [91 24],[37.70414201 16.29585799] ; [80.29585799 34.70414201],1
p10,1,0.000139,14.52001,[20 34] ; [77 36],[31.36526946 22.63473054] ; [65.63473054 47.36526946],1
p9,1,0.000371,12.673302,[25 29] ; [84 29],[35.24550898 18.75449102] ; [73.75449102 39.24550898],1
p5,1,0.027797,4.8406,[ 1 53] ; [ 14 101],[ 4.79289941 49.20710059] ; [ 10.20710059 104.79289941],0
s6,1,0.050359,3.82945,[16 38] ; [51 61],[21.79518072 32.20481928] ; [45.20481928 66.79518072],0
s3,1,0.085036,2.965915,[24 27] ; [38 77],[19.04819277 31.95180723] ; [42.95180723 72.04819277],0
u2,1,0.118113,2.442163,[13 11] ; [16 30],[ 9.94285714 14.05714286] ; [19.05714286 26.94285714],0
v1,1,0.124541,2.359265,[16 37] ; [49 66],[20.50595238 32.49404762] ; [44.49404762 70.50595238],0
a2,1,0.127548,2.322098,[ 1 53] ; [  9 107],[ 3.17647059 50.82352941] ; [  6.82352941 109.17647059],0
p2,1,0.16983,1.884443,[33 21] ; [81 32],[36.86227545 17.13772455] ; [77.13772455 35.86227545],0
d2,1,0.201255,1.633242,[19 35] ; [52 62],[22.82142857 31.17857143] ; [48.17857143 65.82142857],0
p11,1,0.213965,1.544395,[32 22] ; [80 36],[35.57647059 18.42352941] ; [76.42352941 39.57647059],0
a8,1,0.234313,1.414488,[ 2 49] ; [10 98],[ 3.8490566 47.1509434] ; [ 8.1509434 99.8490566],0
v3,1,0.241033,1.374545,[ 9 40] ; [31 84],[11.95121951 37.04878049] ; [28.04878049 86.95121951],0
d3,1,0.252901,1.307205,[25 29] ; [43 73],[21.6 32.4] ; [46.4 69.6],0
s1,1,0.273653,1.198343,[ 4 50] ; [  4 109],[ 2.58682635 51.41317365] ; [  5.41317365 107.58682635],0
v4,1,0.279246,1.170756,[40 13] ; [95 20],[42.58928571 10.41071429] ; [92.41071429 22.58928571],0
a1,1,0.31325,1.016921,[ 5 49] ; [  6 110],[ 3.49411765 50.50588235] ; [  7.50588235 108.49411765],0
u3,1,0.316837,1.001959,[10 14] ; [14 33],[ 8.11267606 15.88732394] ; [15.88732394 31.11267606],0
d4,1,0.323637,0.974192,[38 16] ; [72 43],[35.14792899 18.85207101] ; [74.85207101 40.14792899],0
s2,1,0.334933,0.92973,[15 39] ; [24 90],[12.53571429 41.46428571] ; [26.46428571 87.53571429],0
b1,1,0.343512,0.897281,[27 27] ; [49 67],[24.14117647 29.85882353] ; [51.85882353 64.14117647],0
p3,1,0.349869,0.873933,[20 34] ; [34 80],[17.35714286 36.64285714] ; [36.64285714 77.35714286],0
d5,1,0.425079,0.636231,[31 23] ; [74 42],[33.35294118 20.64705882] ; [71.64705882 44.35294118],0
a6,1,0.466446,0.530382,[21 33] ; [52 64],[23.18823529 30.81176471] ; [49.81176471 66.18823529],0
r3,1,0.484038,0.489752,[44 10] ; [89 27],[42.24705882 11.75294118] ; [90.75294118 25.24705882],0
