Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,5e-06,20.868633,[12 37] ; [62 34],[25.00689655 23.99310345] ; [48.99310345 47.00689655],1
s7,1,2.2e-05,18.040804,[12 34] ; [61 34],[23.81560284 22.18439716] ; [49.18439716 45.81560284],1
s2,1,4.5e-05,16.667438,[13 36] ; [61 37],[24.66666667 24.33333333] ; [49.33333333 48.66666667],1
s5,1,0.000252,13.395958,[ 3 44] ; [34 64],[11.99310345 35.00689655] ; [25.00689655 72.99310345],1
s8,1,0.000436,12.370405,[12 37] ; [55 45],[22.03355705 26.96644295] ; [44.96644295 55.03355705],1
n6,1,0.001893,9.650038,[35 14] ; [91  9],[41.43624161  7.56375839] ; [84.56375839 15.43624161],0
p4,1,0.005504,7.706025,[13 36] ; [50 49],[20.85810811 28.14189189] ; [42.14189189 56.85810811],0
b5,1,0.03091,4.657929,[26 23] ; [71 29],[31.89932886 17.10067114] ; [65.10067114 34.89932886],0
u1,1,0.036995,4.350627,[ 7 42] ; [30 70],[12.16778523 36.83221477] ; [24.83221477 75.16778523],0
a2,1,0.042539,4.113639,[ 8 41] ; [32 68],[13.15436242 35.84563758] ; [26.84563758 73.15436242],0
v1,1,0.050787,3.815279,[22 26] ; [61 36],[27.47586207 20.52413793] ; [55.52413793 41.47586207],0
d5,1,0.051363,3.796398,[37 12] ; [88 12],[41.10738255  7.89261745] ; [83.89261745 16.10738255],0
r3,1,0.053787,3.719304,[42  6] ; [96  4],[44.75675676  3.24324324] ; [93.24324324  6.75675676],0
p9,1,0.059921,3.539558,[32 17] ; [78 20],[36.66666667 12.33333333] ; [73.33333333 24.66666667],0
r4,1,0.064207,3.425228,[38 11] ; [89 11],[41.76510067  7.23489933] ; [85.23489933 14.76510067],0
n5,1,0.112561,2.517897,[34 15] ; [81 19],[37.81879195 11.18120805] ; [77.18120805 22.81879195],0
p10,1,0.130362,2.288188,[33 16] ; [78 21],[36.75 12.25] ; [74.25 24.75],0
d1,1,0.131588,2.273674,[23 26] ; [60 40],[27.29530201 21.70469799] ; [55.70469799 44.29530201],0
v4,1,0.135326,2.230318,[44  5] ; [96  4],[46.04026846  2.95973154] ; [93.95973154  6.04026846],0
p3,1,0.136499,2.216994,[16 33] ; [45 54],[20.19594595 28.80405405] ; [40.80405405 58.19594595],0
a5,1,0.177189,1.821041,[31 18] ; [74 26],[34.53020134 14.46979866] ; [70.46979866 29.53020134],0
r2,1,0.207066,1.591819,[48  1] ; [93  7],[46.36912752  2.63087248] ; [94.63087248  5.36912752],0
b2,1,0.245504,1.348706,[15 16] ; [23 41],[12.4 18.6] ; [25.6 38.4],0
b3,1,0.245504,1.348706,[15 16] ; [23 41],[12.4 18.6] ; [25.6 38.4],0
r1,1,0.277986,1.17691,[37 12] ; [83 17],[39.46308725  9.53691275] ; [80.53691275 19.46308725],0
d3,1,0.284085,1.147443,[30 19] ; [70 30],[32.88590604 16.11409396] ; [67.11409396 32.88590604],0
p1,1,0.289517,1.121867,[ 4 45] ; [ 4 96],[ 2.63087248 46.36912752] ; [ 5.36912752 94.63087248],0
a3,1,0.381596,0.765553,[39 10] ; [73 27],[36.83221477 12.16778523] ; [75.16778523 24.83221477],0
u2,1,0.39638,0.719281,[5 5] ; [17  9],[6.11111111 3.88888889] ; [15.88888889 10.11111111],0
a6,1,0.474322,0.511889,[33 16] ; [73 27],[34.8590604 14.1409396] ; [71.1409396 28.8590604],0
n4,1,0.51931,0.415264,[38 11] ; [82 18],[39.46308725  9.53691275] ; [80.53691275 19.46308725],0
n2,1,0.574103,0.315865,[8 3] ; [19 11],[7.24390244 3.75609756] ; [19.75609756 10.24390244],0
d2,1,0.608391,0.262525,[25 23] ; [56 43],[26.44897959 21.55102041] ; [54.55102041 44.44897959],0
p5,1,0.616339,0.251047,[ 2 47] ; [ 6 93],[ 2.64864865 46.35135135] ; [ 5.35135135 93.64864865],0
v2,1,0.660344,0.193106,[35 13] ; [68 30],[33.8630137 14.1369863] ; [69.1369863 28.8630137],0
p6,1,0.6642,0.188462,[ 9 40] ; [21 77],[10. 39.] ; [20. 78.],0
u3,1,0.705998,0.142308,[6 4] ; [18  9],[6.48648649 3.51351351] ; [17.51351351  9.48648649],0
b1,1,0.740465,0.109718,[20 29] ; [38 62],[19.0738255 29.9261745] ; [38.9261745 61.0738255],0
s4,1,0.750787,0.100871,[ 6 43] ; [14 85],[ 6.62162162 42.37837838] ; [13.37837838 85.62162162],0
p11,1,0.752952,0.099067,[36 13] ; [71 29],[35.18791946 13.81208054] ; [71.81208054 28.18791946],0
n1,1,0.753801,0.098365,[4 6] ; [10 19],[3.58974359 6.41025641] ; [10.41025641 18.58974359],0
a8,1,0.777113,0.080137,[ 6 39] ; [10 76],[ 5.49618321 39.50381679] ; [10.50381679 75.49618321],0
p7,1,0.80135,0.063302,[22 27] ; [41 55],[21.28965517 27.71034483] ; [41.71034483 54.28965517],0
b4,1,0.835387,0.04318,[31 18] ; [65 35],[31.5704698 17.4295302] ; [64.4295302 35.5704698],0
d4,1,0.841843,0.039815,[40  8] ; [82 18],[39.56756757  8.43243243] ; [82.43243243 17.56756757],0
a7,1,0.917303,0.010781,[34 14] ; [70 30],[33.72972973 14.27027027] ; [70.27027027 29.72972973],0
p2,1,0.930911,0.007517,[34 15] ; [68 31],[33.77027027 15.22972973] ; [68.22972973 30.77027027],0
n3,1,0.969044,0.001506,[8 3] ; [22  8],[8.04878049 2.95121951] ; [21.95121951  8.04878049],0
a1,1,0.972553,0.001184,[ 4 45] ; [ 8 92],[ 3.94630872 45.05369128] ; [ 8.05369128 91.94630872],0
s1,1,0.990249,0.000149,[ 2 46] ; [ 4 93],[ 1.9862069 46.0137931] ; [ 4.0137931 92.9862069],0
a4,1,0.990615,0.000138,[22 27] ; [45 55],[22.03355705 26.96644295] ; [44.96644295 55.03355705],0
