Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,3e-06,22.059538,[81 15] ; [36 35],[67.25748503 28.74251497] ; [49.74251497 21.25748503],1
d1,1,4e-06,21.322793,[54 42] ; [15 57],[39.42857143 56.57142857] ; [29.57142857 42.42857143],1
a3,1,1.6e-05,18.628385,[71 25] ; [29 42],[57.48502994 38.51497006] ; [42.51497006 28.48502994],1
a4,1,1.7e-05,18.484375,[45 51] ; [11 61],[32. 64.] ; [24. 48.],1
d2,1,4.8e-05,16.529419,[46 49] ; [13 59],[33.56287425 61.43712575] ; [25.43712575 46.56287425],1
d4,1,0.00032,12.952431,[79 17] ; [41 31],[68.57142857 27.42857143] ; [51.42857143 20.57142857],1
a6,1,0.000344,12.814645,[64 32] ; [28 44],[52.57142857 43.42857143] ; [39.42857143 32.57142857],1
p3,1,0.003361,8.6001,[52 43] ; [23 49],[42.66467066 52.33532934] ; [32.33532934 39.66467066],0
s6,1,0.014918,5.926171,[59 34] ; [31 39],[51.34969325 41.65030675] ; [38.65030675 31.34969325],0
n5,1,0.019248,5.478811,[75 20] ; [45 27],[68.26347305 26.73652695] ; [51.73652695 20.26347305],0
n4,1,0.022076,5.239766,[72 24] ; [42 30],[65.14285714 30.85714286] ; [48.85714286 23.14285714],0
s7,1,0.031505,4.625231,[42 50] ; [20 49],[35.42857143 56.57142857] ; [26.57142857 42.42857143],0
p4,1,0.043869,4.0616,[54 40] ; [30 42],[47.56626506 46.43373494] ; [36.43373494 35.56626506],0
s5,1,0.052436,3.761799,[29 60] ; [13 56],[23.65822785 65.34177215] ; [18.34177215 50.65822785],0
s8,1,0.073855,3.195195,[38 58] ; [19 53],[32.57142857 63.42857143] ; [24.42857143 47.57142857],0
s2,1,0.080962,3.045481,[49 47] ; [27 45],[43.42857143 52.57142857] ; [32.57142857 39.42857143],0
s1,1,0.088411,2.903067,[ 1 95] ; [ 4 68],[ 2.85714286 93.14285714] ; [ 2.14285714 69.85714286],0
n1,1,0.096594,2.760902,[16 16] ; [ 5 14],[13.17647059 18.82352941] ; [ 7.82352941 11.17647059],0
a1,1,0.133518,2.251117,[10 86] ; [ 3 69],[ 7.42857143 88.57142857] ; [ 5.57142857 66.42857143],0
p10,1,0.14367,2.138201,[83 11] ; [56 14],[79.67073171 14.32926829] ; [59.32926829 10.67073171],0
n6,1,0.174795,1.84133,[79 17] ; [53 19],[75.42857143 20.57142857] ; [56.57142857 15.42857143],0
n2,1,0.180472,1.793731,[27  5] ; [13  6],[25.09803922  6.90196078] ; [14.90196078  4.09803922],0
p6,1,0.20725,1.590532,[35 57] ; [20 50],[31.2345679 60.7654321] ; [23.7654321 46.2345679],0
u1,1,0.295642,1.09375,[ 6 90] ; [ 2 70],[ 4.57142857 91.42857143] ; [ 3.42857143 68.57142857],0
b2,1,0.350332,0.872255,[22 34] ; [13 30],[19.7979798 36.2020202] ; [15.2020202 27.7979798],0
b3,1,0.350332,0.872255,[22 34] ; [13 30],[19.7979798 36.2020202] ; [15.2020202 27.7979798],0
u3,1,0.40713,0.687165,[12 12] ; [17 26],[10.3880597 13.6119403] ; [18.6119403 24.3880597],0
p11,1,0.420153,0.649887,[77 19] ; [54 18],[74.85714286 21.14285714] ; [56.14285714 15.85714286],0
p12,1,0.448289,0.574974,[ 4 90] ; [ 5 67],[ 5.09638554 88.90361446] ; [ 3.90361446 68.09638554],0
b4,1,0.465607,0.532383,[56 40] ; [46 26],[58.28571429 37.71428571] ; [43.71428571 28.28571429],0
a7,1,0.534492,0.385844,[60 36] ; [41 30],[58.05988024 37.94011976] ; [42.94011976 28.05988024],0
d3,1,0.538076,0.379117,[54 42] ; [36 34],[52.04819277 43.95180723] ; [37.95180723 32.04819277],0
r2,1,0.543315,0.369431,[77 15] ; [56 14],[75.5308642 16.4691358] ; [57.4691358 12.5308642],0
r4,1,0.547124,0.362494,[63 33] ; [44 28],[61.14285714 34.85714286] ; [45.85714286 26.14285714],0
v4,1,0.553859,0.350449,[82 14] ; [62  8],[83.27710843 12.72289157] ; [60.72289157  9.27710843],0
v2,1,0.568541,0.325129,[40 53] ; [27 43],[38.22699387 54.77300613] ; [28.77300613 41.22699387],0
s3,1,0.605751,0.266408,[48 47] ; [33 38],[46.35542169 48.64457831] ; [34.64457831 36.35542169],0
p2,1,0.637138,0.222505,[74 20] ; [58 13],[75.2 18.8] ; [56.8 14.2],0
v3,1,0.643453,0.214254,[29 63] ; [20 51],[27.65644172 64.34355828] ; [21.34355828 49.65644172],0
p7,1,0.655515,0.199018,[51 43] ; [35 34],[49.59509202 44.40490798] ; [36.40490798 32.59509202],0
r3,1,0.690783,0.158239,[85 10] ; [63  9],[84.19161677 10.80838323] ; [63.80838323  8.19161677],0
b5,1,0.707845,0.140439,[64 32] ; [46 26],[62.85714286 33.14285714] ; [47.14285714 24.85714286],0
b1,1,0.716609,0.131765,[40 56] ; [28 44],[38.85714286 57.14285714] ; [29.14285714 42.85714286],0
p1,1,0.741815,0.108538,[11 85] ; [ 7 64],[10.34730539 85.65269461] ; [ 7.65269461 63.34730539],0
v1,1,0.751787,0.100036,[42 49] ; [31 40],[41.00617284 49.99382716] ; [31.99382716 39.00617284],0
p5,1,0.829897,0.046154,[11 84] ; [ 9 62],[11.44578313 83.55421687] ; [ 8.55421687 62.44578313],0
a8,1,0.836701,0.042483,[11 82] ; [ 7 58],[10.59493671 82.40506329] ; [ 7.40506329 57.59493671],0
s4,1,0.909685,0.012868,[18 78] ; [14 58],[18.28571429 77.71428571] ; [13.71428571 58.28571429],0
n3,1,0.916974,0.010867,[24  8] ; [14  5],[23.84313725  8.15686275] ; [14.15686275  4.84313725],0
u2,1,0.946897,0.004436,[12 13] ; [21 22],[12.13235294 12.86764706] ; [20.86764706 22.13235294],0
p8,1,0.956761,0.00294,[41 52] ; [31 40],[40.82926829 52.17073171] ; [31.17073171 39.82926829],0
