Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,25.308309,[ 9 66] ; [21 16],[20.08928571 54.91071429] ; [ 9.91071429 27.08928571],1
s8,1,9.9e-05,15.152982,[ 5 71] ; [13 24],[12.10619469 63.89380531] ; [ 5.89380531 31.10619469],1
s7,1,0.000271,13.261256,[ 9 59] ; [16 19],[16.50485437 51.49514563] ; [ 8.49514563 26.50485437],1
s3,1,0.001097,10.656032,[19 56] ; [21 16],[26.78571429 48.21428571] ; [13.21428571 23.78571429],0
n6,1,0.001424,10.174174,[35 40] ; [29  8],[42.85714286 32.14285714] ; [21.14285714 15.85714286],0
b5,1,0.002928,8.852024,[35 41] ; [28  9],[42.37168142 33.62831858] ; [20.62831858 16.37168142],0
s5,1,0.014106,6.02484,[ 7 68] ; [10 27],[11.38392857 63.61607143] ; [ 5.61607143 31.38392857],0
b1,1,0.031502,4.625373,[35 41] ; [25 12],[40.3539823 35.6460177] ; [19.6460177 17.3539823],0
n5,1,0.035658,4.413373,[37 38] ; [26 11],[42.1875 32.8125] ; [20.8125 16.1875],0
r4,1,0.05253,3.7588,[41 35] ; [27 10],[45.73451327 30.26548673] ; [22.26548673 14.73451327],0
v2,1,0.080099,3.062888,[22 51] ; [17 19],[26.11926606 46.88073394] ; [12.88073394 23.11926606],0
v3,1,0.087653,2.916964,[15 57] ; [13 23],[18.66666667 53.33333333] ; [ 9.33333333 26.66666667],0
r3,1,0.092864,2.824012,[51 23] ; [31  6],[54.66666667 19.33333333] ; [27.33333333  9.66666667],0
v4,1,0.113293,2.507679,[51 22] ; [31  6],[54.41818182 18.58181818] ; [27.58181818  9.41818182],0
b2,1,0.113881,2.49952,[16 24] ; [ 5 19],[13.125 26.875] ; [ 7.875 16.125],0
b3,1,0.113881,2.49952,[16 24] ; [ 5 19],[13.125 26.875] ; [ 7.875 16.125],0
u3,1,0.116806,2.459627,[15 18] ; [8 3],[17.25 15.75] ; [5.75 5.25],0
a8,1,0.120217,2.414496,[ 4 67] ; [ 5 29],[ 6.08571429 64.91428571] ; [ 2.91428571 31.08571429],0
s4,1,0.126156,2.339181,[ 7 69] ; [ 7 29],[ 9.5 66.5] ; [ 4.5 31.5],0
a2,1,0.136374,2.218406,[10 66] ; [ 9 28],[12.77876106 63.22123894] ; [ 6.22123894 30.77876106],0
a7,1,0.137849,2.201803,[37 37] ; [24 13],[40.66666667 33.33333333] ; [20.33333333 16.66666667],0
v1,1,0.166939,1.910219,[21 55] ; [15 22],[24.21238938 51.78761062] ; [11.78761062 25.21238938],0
p10,1,0.174119,1.847118,[14 62] ; [11 26],[16.81415929 59.18584071] ; [ 8.18584071 28.81415929],0
a3,1,0.185478,1.75318,[43 32] ; [26 11],[46.20535714 28.79464286] ; [22.79464286 14.20535714],0
n3,1,0.208096,1.584621,[15 18] ; [8 4],[16.86666667 16.13333333] ; [6.13333333 5.86666667],0
u1,1,0.223224,1.483526,[ 5 71] ; [ 5 32],[ 6.72566372 69.27433628] ; [ 3.27433628 33.72566372],0
d4,1,0.235878,1.405063,[50 24] ; [29  8],[52.66666667 21.33333333] ; [26.33333333 10.66666667],0
n2,1,0.242936,1.363478,[17 19] ; [8 4],[18.75 17.25] ; [6.25 5.75],0
n4,1,0.278579,1.17401,[47 28] ; [27 10],[49.55357143 25.44642857] ; [24.44642857 12.55357143],0
a6,1,0.288338,1.127367,[47 29] ; [19 18],[44.38938053 31.61061947] ; [21.61061947 15.38938053],0
p7,1,0.317955,0.99734,[24 51] ; [15 21],[26.35135135 48.64864865] ; [12.64864865 23.35135135],0
n1,1,0.333871,0.933826,[12 23] ; [6 6],[13.40425532 21.59574468] ; [4.59574468 7.40425532],0
