Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,89.199456,[50 39] ; [301  16],[76.94334975 12.05665025] ; [274.05665025  42.94334975],1
r2,1,0.0,41.09495,[63 20] ; [304  10],[76.7279597  6.2720403] ; [290.2720403  23.7279597],1
s6,1,0.00014,14.505587,[42 47] ; [217  97],[57.19851117 31.80148883] ; [201.80148883 112.19851117],1
v4,1,0.000214,13.702755,[75 14] ; [301  14],[82.83168317  6.16831683] ; [293.16831683  21.83168317],1
a2,1,0.000466,12.245406,[ 9 80] ; [ 89 228],[21.48275862 67.51724138] ; [ 76.51724138 240.48275862],1
r3,1,0.000635,11.671009,[75 13] ; [300  14],[82.08955224  5.91044776] ; [292.91044776  21.08955224],1
d1,1,0.001303,10.338312,[36 53] ; [189 128],[49.3226601 39.6773399] ; [175.6773399 141.3226601],0
a4,1,0.001707,9.841116,[23 66] ; [140 176],[35.81975309 53.18024691] ; [127.18024691 188.81975309],0
a5,1,0.00265,9.033788,[53 36] ; [240  77],[64.22906404 24.77093596] ; [228.77093596  88.22906404],0
v2,1,0.005027,7.86973,[26 63] ; [140 165],[37.49746193 51.50253807] ; [128.50253807 176.49746193],0
n4,1,0.006108,7.518165,[53 36] ; [236  81],[63.35221675 25.64778325] ; [225.64778325  91.35221675],0
u1,1,0.006586,7.382453,[ 8 81] ; [ 69 248],[16.87931034 72.12068966] ; [ 60.12068966 256.87931034],0
d3,1,0.007706,7.100474,[55 33] ; [243  74],[64.75061728 23.24938272] ; [233.24938272  83.75061728],0
d2,1,0.007719,7.097638,[28 61] ; [150 167],[39.01970443 49.98029557] ; [138.98029557 178.01970443],0
a3,1,0.011434,6.396643,[51 38] ; [225  90],[60.8019802 28.1980198] ; [215.1980198  99.8019802],0
s8,1,0.013546,6.096354,[22 67] ; [123 193],[31.86419753 57.13580247] ; [113.13580247 202.86419753],0
d4,1,0.015054,5.91019,[66 23] ; [270  47],[73.65517241 15.34482759] ; [262.34482759  54.65517241],0
a1,1,0.018247,5.57231,[ 7 82] ; [  8 309],[ 3.28817734 85.71182266] ; [ 11.71182266 305.28817734],0
p8,1,0.020959,5.330208,[33 54] ; [162 150],[42.51879699 44.48120301] ; [152.48120301 159.51879699],0
d5,1,0.028824,4.778066,[66 23] ; [267  50],[72.99753695 16.00246305] ; [260.00246305  56.99753695],0
v1,1,0.040074,4.214737,[28 56] ; [143 169],[36.27272727 47.72727273] ; [134.72727273 177.27272727],0
s7,1,0.043683,4.068765,[26 57] ; [133 172],[34.0128866 48.9871134] ; [124.9871134 180.0128866],0
p2,1,0.05088,3.812207,[67 22] ; [267  50],[73.21674877 15.78325123] ; [260.78325123  56.21674877],0
p7,1,0.055384,3.67048,[43 43] ; [190 119],[50.72911392 35.27088608] ; [182.27088608 126.72911392],0
n6,1,0.055668,3.661964,[64 24] ; [259  57],[70.35643564 17.64356436] ; [252.64356436  63.35643564],0
a6,1,0.067699,3.337949,[61 28] ; [247  70],[67.51724138 21.48275862] ; [240.48275862  76.51724138],0
s1,1,0.088242,2.906159,[ 6 83] ; [  9 305],[ 3.31265509 85.68734491] ; [ 11.68734491 302.31265509],0
p6,1,0.109331,2.56386,[24 63] ; [116 199],[30.29850746 56.70149254] ; [109.70149254 205.29850746],0
u3,1,0.115124,2.482432,[18 19] ; [58 33],[21.96875 15.03125] ; [54.03125 36.96875],0
s3,1,0.119243,2.427236,[40 49] ; [171 144],[46.48267327 42.51732673] ; [164.51732673 150.48267327],0
n5,1,0.152972,2.042358,[54 34] ; [218  96],[59.54228856 28.45771144] ; [212.45771144 101.54228856],0
n1,1,0.217344,1.521823,[ 7 18] ; [33 46],[ 9.61538462 15.38461538] ; [30.38461538 48.61538462],0
n2,1,0.248455,1.331969,[20  5] ; [53 25],[17.7184466  7.2815534] ; [55.2815534 22.7184466],0
s2,1,0.264682,1.244102,[37 52] ; [152 163],[41.63613861 47.36386139] ; [147.36386139 167.63613861],0
s4,1,0.30139,1.068032,[21 68] ; [ 58 253],[17.5775 71.4225] ; [ 61.4225 249.5775],0
s5,1,0.335836,0.926262,[20 64] ; [ 90 219],[23.51145038 60.48854962] ; [ 86.48854962 222.51145038],0
b5,1,0.343241,0.898289,[61 28] ; [200 117],[57.21428571 31.78571429] ; [203.78571429 113.21428571],0
