Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,29.023681,[ 5 42] ; [26 13],[16.94186047 30.05813953] ; [14.05813953 24.94186047],1
d3,1,1.3e-05,18.945809,[18 29] ; [33  6],[27.87209302 19.12790698] ; [23.12790698 15.87209302],1
d5,1,1.7e-05,18.467635,[27 20] ; [38  1],[35.52325581 11.47674419] ; [29.47674419  9.52325581],1
d4,1,3.5e-05,17.119103,[28 19] ; [38  1],[36.06976744 10.93023256] ; [29.93023256  9.06976744],1
a5,1,0.000666,11.582183,[19 28] ; [30  9],[26.77906977 20.22093023] ; [22.22093023 16.77906977],1
a3,1,0.003523,8.514679,[23 24] ; [31  8],[29.51162791 17.48837209] ; [24.48837209 14.51162791],0
p6,1,0.003529,8.511496,[10 36] ; [19 17],[16.26829268 29.73170732] ; [12.73170732 23.26829268],0
a4,1,0.007367,7.181234,[10 37] ; [19 20],[15.84883721 31.15116279] ; [13.15116279 25.84883721],0
v2,1,0.010009,6.633296,[24 23] ; [29  8],[29.6547619 17.3452381] ; [23.3452381 13.6547619],0
s8,1,0.025785,4.970379,[12 35] ; [19 20],[16.94186047 30.05813953] ; [14.05813953 24.94186047],0
s6,1,0.027518,4.858017,[24 19] ; [30  8],[28.66666667 14.33333333] ; [25.33333333 12.66666667],0
p11,1,0.030159,4.700213,[30 17] ; [33  6],[34.43023256 12.56976744] ; [28.56976744 10.43023256],0
p3,1,0.030995,4.653249,[22 25] ; [26 11],[26.85714286 20.14285714] ; [21.14285714 15.85714286],0
n3,1,0.032489,4.572511,[11  3] ; [4 7],[8.4 5.6] ; [6.6 4.4],0
s5,1,0.069036,3.305785,[10 34] ; [15 21],[13.75 30.25] ; [11.25 24.75],0
p1,1,0.076909,3.129044,[ 2 45] ; [ 6 33],[ 4.37209302 42.62790698] ; [ 3.62790698 35.37209302],0
s2,1,0.079523,3.074628,[20 27] ; [24 15],[24.04651163 22.95348837] ; [19.95348837 19.04651163],0
v3,1,0.101196,2.686587,[17 30] ; [20 17],[20.70238095 26.29761905] ; [16.29761905 20.70238095],0
n6,1,0.115504,2.47725,[33 14] ; [33  6],[36.06976744 10.93023256] ; [29.93023256  9.06976744],0
r3,1,0.154957,2.022761,[36 10] ; [35  4],[38.42352941  7.57647059] ; [32.57647059  6.42352941],0
a2,1,0.174577,1.843192,[ 3 44] ; [ 6 33],[ 4.91860465 42.08139535] ; [ 4.08139535 34.91860465],0
v4,1,0.184343,1.762262,[38  8] ; [36  3],[40.04705882  5.95294118] ; [33.95294118  5.04705882],0
r4,1,0.186592,1.744322,[26 21] ; [27 12],[28.96511628 18.03488372] ; [24.03488372 14.96511628],0
p4,1,0.24065,1.37678,[25 22] ; [25 13],[27.64705882 19.35294118] ; [22.35294118 15.64705882],0
a1,1,0.240721,1.376366,[ 4 43] ; [ 1 38],[ 2.73255814 44.26744186] ; [ 2.26744186 36.73255814],0
s1,1,0.240721,1.376366,[ 4 43] ; [ 1 38],[ 2.73255814 44.26744186] ; [ 2.26744186 36.73255814],0
s3,1,0.352821,0.863284,[23 24] ; [23 16],[25.13953488 21.86046512] ; [20.86046512 18.13953488],0
a6,1,0.375182,0.786429,[22 25] ; [22 17],[24.04651163 22.95348837] ; [19.95348837 19.04651163],0
a8,1,0.409418,0.680489,[ 3 41] ; [ 1 35],[ 2.2 41.8] ; [ 1.8 34.2],0
p8,1,0.422159,0.644296,[20 27] ; [19 18],[21.82142857 25.17857143] ; [17.17857143 19.82142857],0
n5,1,0.483987,0.489867,[33 14] ; [30  9],[34.43023256 12.56976744] ; [28.56976744 10.43023256],0
n1,1,0.495354,0.464876,[7 7] ; [4 7],[6.16 7.84] ; [4.84 6.16],0
u1,1,0.497721,0.459793,[ 2 45] ; [ 3 36],[ 2.73255814 44.26744186] ; [ 2.26744186 36.73255814],0
p5,1,0.504151,0.446187,[ 6 41] ; [ 7 32],[ 7.10465116 39.89534884] ; [ 5.89534884 33.10465116],0
u3,1,0.539498,0.376471,[12 12] ; [5 3],[12.75 11.25] ; [4.25 3.75],0
p2,1,0.628353,0.234301,[35 12] ; [30  8],[35.94117647 11.05882353] ; [29.05882353  8.94117647],0
s7,1,0.635913,0.224127,[17 26] ; [17 21],[18.04938272 24.95061728] ; [15.95061728 22.04938272],0
p10,1,0.706371,0.141929,[36 10] ; [31  7],[36.69047619  9.30952381] ; [30.30952381  7.69047619],0
n4,1,0.709209,0.139069,[32 15] ; [28 11],[32.79069767 14.20930233] ; [27.20930233 11.79069767],0
b4,1,0.733228,0.116168,[26 21] ; [23 16],[26.77906977 20.22093023] ; [22.22093023 16.77906977],0
n2,1,0.734139,0.115345,[11  3] ; [8 3],[10.64  3.36] ; [8.36 2.64],0
r2,1,0.750207,0.101357,[37  8] ; [31  8],[36.42857143  8.57142857] ; [31.57142857  7.42857143],0
p7,1,0.811784,0.056704,[26 21] ; [22 16],[26.54117647 20.45882353] ; [21.45882353 16.54117647],0
b5,1,0.818658,0.052565,[29 18] ; [25 14],[29.51162791 17.48837209] ; [24.48837209 14.51162791],0
a7,1,0.826767,0.047895,[30 17] ; [24 15],[29.51162791 17.48837209] ; [24.48837209 14.51162791],0
p12,1,0.827307,0.047592,[ 3 44] ; [ 2 36],[ 2.76470588 44.23529412] ; [ 2.23529412 35.76470588],0
b2,1,0.839955,0.040784,[ 9 16] ; [ 9 18],[ 8.65384615 16.34615385] ; [ 9.34615385 17.65384615],0
b3,1,0.839955,0.040784,[ 9 16] ; [ 9 18],[ 8.65384615 16.34615385] ; [ 9.34615385 17.65384615],0
b1,1,0.859903,0.031151,[22 25] ; [19 20],[22.40697674 24.59302326] ; [18.59302326 20.40697674],0
s4,1,0.886771,0.020275,[ 9 38] ; [ 7 32],[ 8.74418605 38.25581395] ; [ 7.25581395 31.74418605],0
u2,1,0.915598,0.011232,[12 11] ; [4 4],[11.87096774 11.12903226] ; [4.12903226 3.87096774],0
p9,1,0.949542,0.004005,[40  7] ; [33  6],[39.89534884  7.10465116] ; [33.10465116  5.89534884],0
