Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000147,14.415778,[22 26] ; [ 8 53],[13.21100917 34.78899083] ; [16.78899083 44.21100917],1
d4,1,0.004244,8.176252,[45  5] ; [41 20],[38.73873874 11.26126126] ; [47.26126126 13.73873874],0
v1,1,0.005912,7.576836,[33 16] ; [25 36],[25.83636364 23.16363636] ; [32.16363636 28.83636364],0
a8,1,0.017706,5.625,[ 6 39] ; [ 1 59],[ 3. 42.] ; [ 4. 56.],0
a7,1,0.085759,2.952236,[38 12] ; [37 24],[33.78378378 16.21621622] ; [41.21621622 19.78378378],0
a4,1,0.086017,2.94738,[27 23] ; [23 38],[22.52252252 27.47747748] ; [27.47747748 33.52252252],0
b4,1,0.128295,2.313017,[31 19] ; [29 32],[27.02702703 22.97297297] ; [32.97297297 28.02702703],0
p9,1,0.133832,2.247481,[45  4] ; [50 11],[42.31818182  6.68181818] ; [52.68181818  8.31818182],0
r4,1,0.159186,1.98194,[45  5] ; [49 12],[42.34234234  7.65765766] ; [51.65765766  9.34234234],0
r1,1,0.183485,1.769168,[40 10] ; [42 19],[36.93693694 13.06306306] ; [45.06306306 15.93693694],0
d5,1,0.192722,1.696687,[42  8] ; [45 16],[39.18918919 10.81081081] ; [47.81081081 13.18918919],0
p7,1,0.19457,1.682671,[36 12] ; [38 22],[32.88888889 15.11111111] ; [41.11111111 18.88888889],0
r3,1,0.213768,1.545725,[46  3] ; [52  8],[44.05504587  4.94495413] ; [53.94495413  6.05504587],0
a1,1,0.220038,1.504121,[ 3 47] ; [ 1 60],[ 1.8018018 48.1981982] ; [ 2.1981982 58.8018018],0
s5,1,0.222396,1.488842,[26 19] ; [26 31],[22.94117647 22.05882353] ; [29.05882353 27.94117647],0
p1,1,0.236827,1.399381,[ 2 48] ; [ 6 55],[ 3.6036036 46.3963964] ; [ 4.3963964 56.6036036],0
d1,1,0.255096,1.295178,[30 20] ; [30 31],[27.02702703 22.97297297] ; [32.97297297 28.02702703],0
n4,1,0.266575,1.234284,[42  8] ; [46 15],[39.63963964 10.36036036] ; [48.36036036 12.63963964],0
n1,1,0.29001,1.119576,[1 7] ; [ 7 15],[2.13333333 5.86666667] ; [ 5.86666667 16.13333333],0
p2,1,0.330186,0.948169,[41  9] ; [54  7],[42.79279279  7.20720721] ; [52.20720721  8.79279279],0
p3,1,0.33344,0.93549,[30 20] ; [31 30],[27.47747748 22.52252252] ; [33.52252252 27.47747748],0
d3,1,0.337958,0.918163,[37 13] ; [40 21],[34.68468468 15.31531532] ; [42.31531532 18.68468468],0
p10,1,0.342343,0.901639,[42  7] ; [48 13],[40.09090909  8.90909091] ; [49.90909091 11.09090909],0
d2,1,0.437779,0.602097,[25 25] ; [26 35],[22.97297297 27.02702703] ; [28.02702703 32.97297297],0
a3,1,0.468463,0.525598,[36 14] ; [40 21],[34.23423423 15.76576577] ; [41.76576577 19.23423423],0
a6,1,0.501519,0.45172,[28 22] ; [38 23],[29.72972973 20.27027027] ; [36.27027027 24.72972973],0
p11,1,0.521978,0.409984,[41  9] ; [47 14],[39.63963964 10.36036036] ; [48.36036036 12.63963964],0
b1,1,0.523109,0.407758,[21 29] ; [22 39],[19.36936937 30.63063063] ; [23.63063063 37.36936937],0
