Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,4.7e-05,16.558727,[18  9] ; [21 66],[ 9.23684211 17.76315789] ; [29.76315789 57.23684211],1
p7,1,0.002261,9.324961,[16 10] ; [24 60],[ 9.45454545 16.54545455] ; [30.54545455 53.45454545],0
n6,1,0.00735,7.185401,[21  5] ; [44 42],[15.08928571 10.91071429] ; [49.91071429 36.08928571],0
p2,1,0.018714,5.528051,[20  7] ; [42 45],[14.68421053 12.31578947] ; [47.31578947 39.68421053],0
d4,1,0.020505,5.36841,[22  5] ; [50 38],[16.90434783 10.09565217] ; [55.09565217 32.90434783],0
p8,1,0.024464,5.061454,[13 14] ; [22 65],[ 8.28947368 18.71052632] ; [26.71052632 60.28947368],0
s2,1,0.036628,4.367639,[11 16] ; [18 69],[ 6.86842105 20.13157895] ; [22.13157895 64.86842105],0
p6,1,0.062619,3.466619,[ 8 19] ; [12 74],[ 4.77876106 22.22123894] ; [15.22123894 70.77876106],0
a5,1,0.067899,3.333098,[18  9] ; [41 47],[13.85217391 13.14782609] ; [45.14782609 42.85217391],0
b3,1,0.084085,2.984127,[ 3 14] ; [20 29],[ 5.92424242 11.07575758] ; [17.07575758 31.92424242],0
b2,1,0.084085,2.984127,[ 3 14] ; [20 29],[ 5.92424242 11.07575758] ; [17.07575758 31.92424242],0
p11,1,0.111447,2.533583,[17 10] ; [40 48],[13.3826087 13.6173913] ; [43.6173913 44.3826087],0
b4,1,0.116486,2.463942,[11 16] ; [51 37],[14.55652174 12.44347826] ; [47.44347826 40.55652174],0
s3,1,0.165079,1.927078,[11 15] ; [24 62],[ 8.125 17.875] ; [26.875 59.125],0
p9,1,0.177193,1.821014,[18  9] ; [43 40],[14.97272727 12.02727273] ; [46.02727273 36.97272727],0
s8,1,0.181058,1.788914,[ 7 20] ; [13 75],[ 4.69565217 22.30434783] ; [15.30434783 72.69565217],0
d3,1,0.189857,1.718726,[16 11] ; [39 48],[13.02631579 13.97368421] ; [41.97368421 45.02631579],0
a1,1,0.190919,1.71051,[ 1 26] ; [11 77],[ 2.8173913 24.1826087] ; [ 9.1826087 78.8173913],0
a6,1,0.209336,1.57601,[16 11] ; [40 48],[13.14782609 13.85217391] ; [42.85217391 45.14782609],0
n4,1,0.230954,1.434979,[19  8] ; [50 37],[16.34210526 10.65789474] ; [52.65789474 34.34210526],0
s7,1,0.25293,1.307047,[ 9 16] ; [20 62],[ 6.77570093 18.22429907] ; [22.22429907 59.77570093],0
d5,1,0.26521,1.241356,[18  9] ; [48 40],[15.49565217 11.50434783] ; [50.50434783 37.49565217],0
v1,1,0.272171,1.205774,[11 16] ; [25 60],[ 8.67857143 18.32142857] ; [27.32142857 57.67857143],0
s4,1,0.28279,1.153633,[ 6 21] ; [12 76],[ 4.22608696 22.77391304] ; [13.77391304 74.22608696],0
r1,1,0.292237,1.109287,[ 5 22] ; [25 62],[ 7.10526316 19.89473684] ; [22.89473684 64.10526316],0
u2,1,0.299358,1.077054,[3 8] ; [17 21],[4.48979592 6.51020408] ; [15.51020408 22.48979592],0
n3,1,0.330712,0.946109,[7 3] ; [25 22],[5.61403509 4.38596491] ; [26.38596491 20.61403509],0
s6,1,0.330755,0.94594,[10 17] ; [24 64],[ 7.9826087 19.0173913] ; [26.0173913 61.9826087],0
p1,1,0.332039,0.940929,[ 3 24] ; [ 5 83],[ 1.87826087 25.12173913] ; [ 6.12173913 81.87826087],0
v3,1,0.33346,0.935415,[ 8 19] ; [18 69],[ 6.15789474 20.84210526] ; [19.84210526 67.15789474],0
n1,1,0.342151,0.902356,[5 5] ; [16 31],[3.68421053 6.31578947] ; [17.31578947 29.68421053],0
d1,1,0.391618,0.733914,[11 16] ; [28 60],[ 9.15652174 17.84347826] ; [29.84347826 58.15652174],0
b1,1,0.459414,0.547321,[16 11] ; [45 43],[14.32173913 12.67826087] ; [46.67826087 41.32173913],0
s1,1,0.478037,0.503339,[ 3 24] ; [ 6 81],[ 2.13157895 24.86842105] ; [ 6.86842105 80.13157895],0
p10,1,0.49155,0.473131,[15 11] ; [43 43],[13.46428571 12.53571429] ; [44.53571429 41.46428571],0
d2,1,0.56574,0.329863,[ 8 19] ; [31 56],[ 9.23684211 17.76315789] ; [29.76315789 57.23684211],0
a8,1,0.585151,0.29798,[ 2 24] ; [ 4 78],[ 1.44444444 24.55555556] ; [ 4.55555556 77.44444444],0
p12,1,0.690347,0.15871,[ 1 26] ; [ 2 85],[ 0.71052632 26.28947368] ; [ 2.28947368 84.71052632],0
v2,1,0.692911,0.155952,[ 8 19] ; [28 55],[ 8.83636364 18.16363636] ; [27.16363636 55.83636364],0
b5,1,0.726504,0.122346,[14 13] ; [49 39],[14.79130435 12.20869565] ; [48.20869565 39.79130435],0
p5,1,0.753573,0.098553,[ 2 25] ; [ 5 82],[ 1.65789474 25.34210526] ; [ 5.34210526 81.65789474],0
a2,1,0.754719,0.097608,[ 4 23] ; [11 77],[ 3.52173913 23.47826087] ; [11.47826087 76.52173913],0
r3,1,0.769219,0.086082,[15 12] ; [45 41],[14.33628319 12.66371681] ; [45.66371681 40.33628319],0
u3,1,0.784933,0.074472,[3 8] ; [12 26],[3.36734694 7.63265306] ; [11.63265306 26.36734694],0
a4,1,0.822372,0.050398,[ 9 18] ; [27 60],[ 8.52631579 18.47368421] ; [27.47368421 59.52631579],0
a3,1,0.860562,0.030856,[15 12] ; [50 37],[15.39473684 11.60526316] ; [49.60526316 37.39473684],0
n2,1,0.881953,0.02205,[6 4] ; [27 20],[5.78947368 4.21052632] ; [27.21052632 19.78947368],0
u1,1,0.916159,0.011082,[ 2 25] ; [ 6 82],[ 1.87826087 25.12173913] ; [ 6.12173913 81.87826087],0
n5,1,0.92421,0.00905,[17  9] ; [56 31],[16.79646018  9.20353982] ; [56.20353982 30.79646018],0
r2,1,0.973593,0.001096,[14 12] ; [45 38],[14.0733945 11.9266055] ; [44.9266055 38.0733945],0
a7,1,0.990743,0.000135,[13 14] ; [42 45],[13.02631579 13.97368421] ; [41.97368421 45.02631579],0
v4,1,0.996829,1.6e-05,[16 11] ; [51 35],[16.00884956 10.99115044] ; [50.99115044 35.00884956],0
