Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.993002,[24 30] ; [355 110],[39.43352601 14.56647399] ; [339.56647399 125.43352601],1
n4,1,1.5e-05,18.725047,[33 22] ; [393  75],[44.79923518 10.20076482] ; [381.20076482  86.79923518],1
p8,1,4.9e-05,16.469858,[21 34] ; [308 158],[34.73128599 20.26871401] ; [294.26871401 171.73128599],1
p10,1,7.9e-05,15.58495,[37 18] ; [405  59],[46.84007707  8.15992293] ; [395.15992293  68.84007707],1
d3,1,0.000437,12.36599,[29 26] ; [352 117],[39.99045802 15.00954198] ; [341.00954198 127.99045802],1
n5,1,0.000512,12.071102,[34 21] ; [381  85],[43.80998081 11.19001919] ; [371.19001919  94.80998081],1
p9,1,0.000575,11.855632,[40 15] ; [415  51],[48.03262956  6.96737044] ; [406.96737044  59.03262956],1
a7,1,0.000899,11.02509,[31 24] ; [360 108],[41.11854685 13.88145315] ; [349.88145315 118.11854685],1
p11,1,0.00805,7.022278,[38 17] ; [392  77],[45.13358779  9.86641221] ; [384.86641221  84.13358779],0
a6,1,0.010619,6.527961,[29 26] ; [327 142],[37.36641221 17.63358779] ; [318.63358779 150.36641221],0
a3,1,0.015112,5.903394,[32 23] ; [345 123],[39.64627151 15.35372849] ; [337.35372849 130.64627151],0
d4,1,0.021997,5.246013,[40 15] ; [397  71],[45.95602294  9.04397706] ; [391.04397706  76.95602294],0
p6,1,0.033884,4.500549,[19 35] ; [235 231],[26.37692308 27.62307692] ; [227.62307692 238.37692308],0
a2,1,0.041344,4.161872,[ 8 47] ; [128 341],[14.27480916 40.72519084] ; [121.72519084 347.27480916],0
n6,1,0.0473,3.934703,[43 12] ; [409  57],[47.7159309  7.2840691] ; [404.2840691  61.7159309],0
v1,1,0.066855,3.358603,[25 27] ; [281 178],[31.13894325 20.86105675] ; [274.86105675 184.13894325],0
d5,1,0.069297,3.29959,[42 13] ; [401  67],[46.58699809  8.41300191] ; [396.41300191  71.58699809],0
s7,1,0.072393,3.227917,[22 28] ; [255 190],[27.97979798 22.02020202] ; [249.02020202 195.97979798],0
