Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.008396,6.947076,[80 24] ; [70 46],[70.90909091 33.09090909] ; [79.09090909 36.90909091],0
s8,1,0.016466,5.752453,[52 52] ; [41 79],[43.17857143 60.82142857] ; [49.82142857 70.17857143],0
b4,1,0.031134,4.645551,[71 33] ; [65 55],[63.14285714 40.85714286] ; [72.85714286 47.14285714],0
s7,1,0.042451,4.117117,[56 44] ; [48 66],[48.59813084 51.40186916] ; [55.40186916 58.59813084],0
b1,1,0.049227,3.8676,[31 73] ; [51 69],[38.07142857 65.92857143] ; [43.92857143 76.07142857],0
a2,1,0.063399,3.446154,[32 72] ; [24 96],[26. 78.] ; [30. 90.],0
p10,1,0.064479,3.418262,[86 18] ; [86 33],[80.21524664 23.78475336] ; [91.78475336 27.21524664],0
a3,1,0.083188,3.001489,[81 23] ; [81 39],[75.21428571 28.78571429] ; [86.78571429 33.21428571],0
r4,1,0.085489,2.957338,[92 12] ; [96 24],[87.28571429 16.71428571] ; [100.71428571  19.28571429],0
v4,1,0.090778,2.860519,[99  5] ; [105  13],[95.56756757  8.43243243] ; [108.43243243   9.56756757],0
p12,1,0.092422,2.831682,[ 9 95] ; [  4 115],[ 6.06278027 97.93721973] ; [  6.93721973 112.06278027],0
r2,1,0.097728,2.742231,[100   4] ; [105  11],[96.90909091  7.09090909] ; [108.09090909   7.90909091],0
n3,1,0.10222,2.670556,[19  9] ; [29  5],[21.67741935  6.32258065] ; [26.32258065  7.67741935],0
p11,1,0.126341,2.336894,[79 25] ; [80 40],[73.82142857 30.17857143] ; [85.17857143 34.82142857],0
n6,1,0.131228,2.277921,[90 14] ; [93 25],[85.72972973 18.27027027] ; [97.27027027 20.72972973],0
s5,1,0.154942,2.022906,[25 74] ; [39 75],[29.74647887 69.25352113] ; [34.25352113 79.74647887],0
p3,1,0.181327,1.786714,[44 60] ; [40 79],[39.17488789 64.82511211] ; [44.82511211 74.17488789],0
r1,1,0.182413,1.777852,[87 17] ; [91 28],[83.01345291 20.98654709] ; [94.98654709 24.01345291],0
a6,1,0.182865,1.774189,[77 27] ; [79 41],[72.42857143 31.57142857] ; [83.57142857 36.42857143],0
u2,1,0.188214,1.731541,[14  8] ; [17 20],[11.55932203 10.44067797] ; [19.44067797 17.55932203],0
v1,1,0.208796,1.579757,[63 38] ; [62 53],[58.44907407 42.55092593] ; [66.55092593 48.44907407],0
b2,1,0.223657,1.48075,[25 38] ; [23 54],[21.6 41.4] ; [26.4 50.6],0
b3,1,0.223657,1.48075,[25 38] ; [23 54],[21.6 41.4] ; [26.4 50.6],0
u1,1,0.225234,1.470707,[26 78] ; [22 98],[22.28571429 81.71428571] ; [25.71428571 94.28571429],0
d4,1,0.242381,1.36669,[90 13] ; [98 22],[86.83408072 16.16591928] ; [101.16591928  18.83408072],0
n4,1,0.255658,1.292116,[82 22] ; [86 33],[78.34977578 25.65022422] ; [89.65022422 29.34977578],0
