Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.000494,12.137346,[7 5] ; [ 2 25],[2.76923077 9.23076923] ; [ 6.23076923 20.76923077],1
v1,1,0.027258,4.874416,[10  3] ; [13 19],[6.64444444 6.35555556] ; [16.35555556 15.64444444],0
s3,1,0.030549,4.678112,[12  1] ; [19 13],[8.95555556 4.04444444] ; [22.04444444  9.95555556],0
s2,1,0.030549,4.678112,[12  1] ; [19 13],[8.95555556 4.04444444] ; [22.04444444  9.95555556],0
s7,1,0.045548,3.998243,[12  1] ; [20 12],[9.24444444 3.75555556] ; [22.75555556  9.24444444],0
a4,1,0.05064,3.820143,[8 5] ; [10 23],[5.08695652 7.91304348] ; [12.91304348 20.08695652],0
v2,1,0.065976,3.380409,[10  3] ; [15 17],[7.22222222 5.77777778] ; [17.77777778 14.22222222],0
p5,1,0.095011,2.787356,[ 3 10] ; [ 2 31],[ 1.41304348 11.58695652] ; [ 3.58695652 29.41304348],0
n4,1,0.129393,2.299769,[11  1] ; [23 10],[9.06666667 2.93333333] ; [24.93333333  8.06666667],0
a7,1,0.136349,2.218689,[6 7] ; [23 10],[8.19565217 4.80434783] ; [20.80434783 12.19565217],0
p7,1,0.202462,1.624528,[8 5] ; [13 19],[6.06666667 6.93333333] ; [14.93333333 17.06666667],0
u2,1,0.217832,1.518595,[2 2] ; [9 2],[2.93333333 1.06666667] ; [8.06666667 2.93333333],0
a5,1,0.223474,1.48192,[11  2] ; [22 11],[9.32608696 3.67391304] ; [23.67391304  9.32608696],0
a2,1,0.229258,1.445459,[4 9] ; [ 5 28],[ 2.54347826 10.45652174] ; [ 6.45652174 26.54347826],0
p9,1,0.275121,1.191035,[9 4] ; [17 16],[7.34782609 5.65217391] ; [18.65217391 14.34782609],0
b4,1,0.295454,1.0946,[10  3] ; [20 13],[8.47826087 4.52173913] ; [21.52173913 11.47826087],0
s4,1,0.351613,0.867628,[ 3 10] ; [ 4 29],[ 1.97826087 11.02173913] ; [ 5.02173913 27.97826087],0
r1,1,0.372485,0.795358,[12  1] ; [27  6],[11.02173913  1.97826087] ; [27.97826087  5.02173913],0
v3,1,0.401088,0.705061,[7 6] ; [12 18],[5.74418605 7.25581395] ; [13.25581395 16.74418605],0
d1,1,0.417292,0.657929,[7 6] ; [22 11],[8.19565217 4.80434783] ; [20.80434783 12.19565217],0
p8,1,0.424851,0.636858,[5 8] ; [17 16],[6.2173913 6.7826087] ; [15.7826087 17.2173913],0
b2,1,0.453255,0.5625,[5 7] ; [ 7 17],[4. 8.] ; [ 8. 16.],0
b3,1,0.453255,0.5625,[5 7] ; [ 7 17],[4. 8.] ; [ 8. 16.],0
s1,1,0.485093,0.487391,[ 1 12] ; [ 1 32],[ 0.56521739 12.43478261] ; [ 1.43478261 31.56521739],0
u1,1,0.511942,0.430096,[ 2 11] ; [ 8 25],[ 2.82608696 10.17391304] ; [ 7.17391304 25.82608696],0
b5,1,0.585294,0.297754,[9 4] ; [20 13],[8.19565217 4.80434783] ; [20.80434783 12.19565217],0
n5,1,0.593353,0.285138,[9 3] ; [22 11],[8.26666667 3.73333333] ; [22.73333333 10.26666667],0
d3,1,0.595082,0.282477,[8 5] ; [23 10],[8.76086957 4.23913043] ; [22.23913043 10.76086957],0
p6,1,0.668999,0.182775,[4 9] ; [12 20],[4.62222222 8.37777778] ; [11.37777778 20.62222222],0
n1,1,0.706879,0.141414,[1 2] ; [5 6],[1.28571429 1.71428571] ; [4.71428571 6.28571429],0
a6,1,0.719814,0.128671,[9 4] ; [21 12],[8.47826087 4.52173913] ; [21.52173913 11.47826087],0
a3,1,0.719814,0.128671,[9 4] ; [21 12],[8.47826087 4.52173913] ; [21.52173913 11.47826087],0
b1,1,0.743325,0.107226,[7 6] ; [16 17],[6.5 6.5] ; [16.5 16.5],0
d5,1,0.767292,0.087568,[11  2] ; [29  4],[11.30434783  1.69565217] ; [28.69565217  4.30434783],0
p4,1,0.805855,0.060406,[8 5] ; [19 14],[7.63043478 5.36956522] ; [19.36956522 13.63043478],0
p11,1,0.805855,0.060406,[8 5] ; [19 14],[7.63043478 5.36956522] ; [19.36956522 13.63043478],0
p2,1,0.812545,0.056237,[9 4] ; [24  9],[9.32608696 3.67391304] ; [23.67391304  9.32608696],0
d4,1,0.821692,0.050791,[11  2] ; [27  6],[10.73913043  2.26086957] ; [27.26086957  5.73913043],0
r4,1,0.840061,0.040729,[12  1] ; [31  2],[12.15217391  0.84782609] ; [30.84782609  2.15217391],0
p3,1,0.88668,0.020308,[6 7] ; [16 17],[6.2173913 6.7826087] ; [15.7826087 17.2173913],0
n6,1,0.906415,0.013821,[10  2] ; [27  6],[9.86666667 2.13333333] ; [27.13333333  5.86666667],0
d2,1,0.953475,0.003404,[8 5] ; [20 13],[7.91304348 5.08695652] ; [20.08695652 12.91304348],0
