Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,5.6e-05,16.246782,[ 7 22] ; [38 16],[15.72289157 13.27710843] ; [29.27710843 24.72289157],1
s8,1,5.6e-05,16.217655,[ 6 26] ; [36 21],[15.1011236 16.8988764] ; [26.8988764 30.1011236],1
s6,1,0.003058,8.772405,[16 15] ; [45 10],[21.98837209  9.01162791] ; [39.01162791 15.98837209],0
p10,1,0.036184,4.388413,[19 12] ; [45 10],[23.06976744  7.93023256] ; [40.93023256 14.06976744],0
a3,1,0.048634,3.887943,[11 21] ; [32 25],[15.46067416 16.53932584] ; [27.53932584 29.46067416],0
s4,1,0.064723,3.412017,[ 4 28] ; [17 40],[ 7.5505618 24.4494382] ; [13.4494382 43.5505618],0
n2,1,0.074791,3.174603,[4 2] ; [17  1],[5.25 0.75] ; [15.75  2.25],0
p9,1,0.093385,2.81503,[20 12] ; [45 12],[23.37078652  8.62921348] ; [41.62921348 15.37078652],0
n4,1,0.12471,2.357143,[27  5] ; [39 17],[24.  8.] ; [42. 14.],0
r4,1,0.1344,2.240927,[30  2] ; [47 10],[27.68539326  4.31460674] ; [49.31460674  7.68539326],0
d5,1,0.170001,1.882939,[12 20] ; [30 27],[15.1011236 16.8988764] ; [26.8988764 30.1011236],0
v4,1,0.210894,1.565278,[30  1] ; [49  6],[28.47674419  2.52325581] ; [50.52325581  4.47674419],0
r3,1,0.213247,1.549248,[31  1] ; [51  6],[29.48314607  2.51685393] ; [52.51685393  4.48314607],0
r2,1,0.233569,1.418997,[28  4] ; [53  3],[29.45454545  2.54545455] ; [51.54545455  4.45454545],0
d2,1,0.246245,1.344483,[ 5 27] ; [15 42],[ 7.19101124 24.80898876] ; [12.80898876 44.19101124],0
p3,1,0.253161,1.305776,[16 16] ; [21 35],[13.45454545 18.54545455] ; [23.54545455 32.45454545],0
n1,1,0.278493,1.174428,[1 5] ; [ 7 10],[2.08695652 3.91304348] ; [ 5.91304348 11.08695652],0
p2,1,0.303853,1.057208,[27  5] ; [42 14],[25.09090909  6.90909091] ; [43.90909091 12.09090909],0
n6,1,0.343075,0.898906,[25  7] ; [49  8],[26.60674157  5.39325843] ; [47.39325843  9.60674157],0
p6,1,0.417401,0.657622,[ 7 25] ; [17 40],[ 8.62921348 23.37078652] ; [15.37078652 41.62921348],0
a8,1,0.41947,0.651801,[ 3 28] ; [ 8 42],[ 4.20987654 26.79012346] ; [ 6.79012346 43.20987654],0
a7,1,0.447,0.578248,[17 15] ; [35 22],[18.69662921 13.30337079] ; [33.30337079 23.69662921],0
u2,1,0.466904,0.529294,[ 8 13] ; [ 7 18],[ 6.84782609 14.15217391] ; [ 8.15217391 16.84782609],0
b1,1,0.473729,0.513265,[11 21] ; [24 33],[12.58426966 19.41573034] ; [22.41573034 34.58426966],0
p7,1,0.515039,0.423815,[22 10] ; [34 21],[20.59770115 11.40229885] ; [35.40229885 19.59770115],0
a5,1,0.57706,0.311011,[16 16] ; [32 25],[17.25842697 14.74157303] ; [30.74157303 26.25842697],0
b4,1,0.57706,0.311011,[16 16] ; [32 25],[17.25842697 14.74157303] ; [30.74157303 26.25842697],0
r1,1,0.623995,0.240292,[20 11] ; [39 17],[21.02298851  9.97701149] ; [37.97701149 18.02298851],0
b5,1,0.626094,0.237394,[18 14] ; [29 28],[16.8988764 15.1011236] ; [30.1011236 26.8988764],0
a2,1,0.640353,0.218281,[ 1 31] ; [ 3 54],[ 1.43820225 30.56179775] ; [ 2.56179775 54.43820225],0
p1,1,0.649683,0.2063,[ 4 28] ; [ 9 47],[ 4.72727273 27.27272727] ; [ 8.27272727 47.72727273],0
v2,1,0.661742,0.191414,[11 18] ; [24 32],[11.94117647 17.05882353] ; [23.05882353 32.94117647],0
s1,1,0.68417,0.16547,[ 2 29] ; [ 5 51],[ 2.49425287 28.50574713] ; [ 4.50574713 51.49425287],0
p4,1,0.690822,0.158197,[16 16] ; [31 26],[16.8988764 15.1011236] ; [30.1011236 26.8988764],0
a4,1,0.70694,0.141352,[ 6 25] ; [13 44],[ 6.69318182 24.30681818] ; [12.30681818 44.69318182],0
p11,1,0.733758,0.115689,[23  9] ; [39 18],[22.29213483  9.70786517] ; [39.70786517 17.29213483],0
p8,1,0.759829,0.093456,[13 18] ; [22 35],[12.32954545 18.67045455] ; [22.67045455 34.32954545],0
d3,1,0.787106,0.072938,[11 21] ; [18 39],[10.42696629 21.57303371] ; [18.57303371 38.42696629],0
u3,1,0.806104,0.060249,[10 11] ; [11 14],[ 9.58695652 11.41304348] ; [11.41304348 13.58695652],0
n5,1,0.815126,0.054671,[24  8] ; [44 13],[24.4494382  7.5505618] ; [43.5505618 13.4494382],0
p5,1,0.879119,0.02313,[ 3 28] ; [ 6 50],[ 3.20689655 27.79310345] ; [ 5.79310345 50.20689655],0
a6,1,0.908822,0.013116,[17 15] ; [31 26],[17.25842697 14.74157303] ; [30.74157303 26.25842697],0
p12,1,0.92331,0.009267,[ 1 31] ; [ 2 55],[ 1.07865169 30.92134831] ; [ 1.92134831 55.07865169],0
b3,1,0.933475,0.006968,[ 3 15] ; [ 6 32],[ 2.89285714 15.10714286] ; [ 6.10714286 31.89285714],0
b2,1,0.933475,0.006968,[ 3 15] ; [ 6 32],[ 2.89285714 15.10714286] ; [ 6.10714286 31.89285714],0
v1,1,0.944784,0.004797,[13 16] ; [26 31],[13.15116279 15.84883721] ; [25.84883721 31.15116279],0
v3,1,0.982853,0.000462,[11 20] ; [20 36],[11.04597701 19.95402299] ; [19.95402299 36.04597701],0
