Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.00011,14.960853,[22 22] ; [38  5],[30.34482759 13.65517241] ; [29.65517241 13.34482759],1
a2,1,0.000908,11.007276,[ 4 40] ; [17 26],[10.62068966 33.37931034] ; [10.37931034 32.62068966],1
s6,1,0.001178,10.525014,[24 19] ; [36  5],[30.71428571 12.28571429] ; [29.28571429 11.71428571],0
s8,1,0.009491,6.727995,[12 32] ; [23 19],[17.90697674 26.09302326] ; [17.09302326 24.90697674],0
a4,1,0.013742,6.070962,[15 29] ; [26 17],[20.73563218 23.26436782] ; [20.26436782 22.73563218],0
v3,1,0.014669,5.955757,[10 33] ; [20 21],[15.35714286 27.64285714] ; [14.64285714 26.35714286],0
s2,1,0.016673,5.730501,[18 26] ; [28 14],[23.53488372 20.46511628] ; [22.46511628 19.53488372],0
p6,1,0.018095,5.586945,[15 29] ; [25 17],[20.46511628 23.53488372] ; [19.53488372 22.46511628],0
d2,1,0.021828,5.259471,[20 24] ; [30 13],[25.28735632 18.71264368] ; [24.71264368 18.28735632],0
v1,1,0.024261,5.075857,[17 27] ; [27 16],[22.25287356 21.74712644] ; [21.74712644 21.25287356],0
s5,1,0.024834,5.035438,[11 30] ; [20 19],[15.8875 25.1125] ; [15.1125 23.8875],0
p5,1,0.047894,3.913698,[ 8 36] ; [ 2 41],[ 5.05747126 38.94252874] ; [ 4.94252874 38.05747126],0
r2,1,0.052479,3.760431,[38  6] ; [42  1],[40.45977011  3.54022989] ; [39.54022989  3.45977011],0
p9,1,0.052973,3.744761,[24 20] ; [32 11],[28.32183908 15.67816092] ; [27.67816092 15.32183908],0
d1,1,0.056791,3.628716,[23 21] ; [31 12],[27.31034483 16.68965517] ; [26.68965517 16.31034483],0
a3,1,0.060333,3.528205,[26 17] ; [34  9],[30. 13.] ; [30. 13.],0
n2,1,0.062579,3.467692,[6 4] ; [12  1],[7.82608696 2.17391304] ; [10.17391304  2.82608696],0
r1,1,0.06389,3.433404,[28 16] ; [35  8],[31.86206897 12.13793103] ; [31.13793103 11.86206897],0
b2,1,0.088367,2.903878,[ 4 21] ; [ 9 15],[ 6.63265306 18.36734694] ; [ 6.36734694 17.63265306],0
b3,1,0.088367,2.903878,[ 4 21] ; [ 9 15],[ 6.63265306 18.36734694] ; [ 6.36734694 17.63265306],0
a6,1,0.102059,2.673069,[21 23] ; [28 15],[24.7816092 19.2183908] ; [24.2183908 18.7816092],0
p10,1,0.104769,2.631407,[20 24] ; [27 16],[23.77011494 20.22988506] ; [23.22988506 19.77011494],0
r3,1,0.106456,2.606061,[35  8] ; [40  3],[37.5  5.5] ; [37.5  5.5],0
d5,1,0.107475,2.590961,[33 11] ; [38  5],[35.90804598  8.09195402] ; [35.09195402  7.90804598],0
n3,1,0.161749,1.957794,[7 3] ; [12  1],[8.26086957 1.73913043] ; [10.73913043  2.26086957],0
u2,1,0.164725,1.930303,[ 6 12] ; [5 3],[ 7.61538462 10.38461538] ; [3.38461538 4.61538462],0
s7,1,0.166515,1.914044,[17 22] ; [22 15],[20.01315789 18.98684211] ; [18.98684211 18.01315789],0
s4,1,0.25732,1.28312,[13 31] ; [ 8 34],[10.74418605 33.25581395] ; [10.25581395 31.74418605],0
r4,1,0.262635,1.254816,[35  9] ; [38  5],[36.91954023  7.08045977] ; [36.08045977  6.91954023],0
n5,1,0.275247,1.190412,[25 19] ; [28 13],[27.43529412 16.56470588] ; [25.56470588 15.43529412],0
s1,1,0.305788,1.04878,[ 3 40] ; [ 1 42],[ 2. 41.] ; [ 2. 41.],0
p8,1,0.326434,0.962992,[22 22] ; [17 26],[19.72413793 24.27586207] ; [19.27586207 23.72413793],0
n1,1,0.348861,0.877595,[5 5] ; [9 4],[6.08695652 3.91304348] ; [7.91304348 5.08695652],0
u1,1,0.367873,0.810835,[ 6 38] ; [ 9 34],[ 7.5862069 36.4137931] ; [ 7.4137931 35.5862069],0
