Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.004213,8.189655,[18 78] ; [9 9],[22.73684211 73.26315789] ; [ 4.26315789 13.73684211],0
s6,1,0.008852,6.852389,[47 51] ; [16  4],[52.3220339 45.6779661] ; [10.6779661  9.3220339],0
a6,1,0.009363,6.752235,[73 23] ; [10 11],[68.1025641 27.8974359] ; [14.8974359  6.1025641],0
a2,1,0.011728,6.351592,[31 67] ; [ 1 20],[26.35294118 71.64705882] ; [ 5.64705882 15.35294118],0
n6,1,0.029499,4.738281,[64 32] ; [19  2],[68.1025641 27.8974359] ; [14.8974359  6.1025641],0
u2,1,0.037617,4.322251,[21 11] ; [2 6],[18.4 13.6] ; [4.6 3.4],0
n5,1,0.044832,4.024947,[69 29] ; [10 11],[65.05882353 32.94117647] ; [13.94117647  7.05882353],0
v2,1,0.045757,3.990522,[44 49] ; [15  6],[48.13157895 44.86842105] ; [10.86842105 10.13157895],0
s2,1,0.053579,3.725773,[36 62] ; [12  8],[39.86440678 58.13559322] ; [ 8.13559322 11.86440678],0
p9,1,0.082332,3.018254,[57 39] ; [16  4],[60.4137931 35.5862069] ; [12.5862069  7.4137931],0
r4,1,0.235572,1.406897,[72 26] ; [18  3],[74.11764706 23.88235294] ; [15.88235294  5.11764706],0
n4,1,0.236707,1.400097,[69 29] ; [12  9],[66.70588235 31.29411765] ; [14.29411765  6.70588235],0
a4,1,0.239243,1.38505,[46 51] ; [ 7 14],[43.56779661 53.43220339] ; [ 9.43220339 11.56779661],0
r2,1,0.261483,1.260888,[83 13] ; [20  1],[84.51282051 11.48717949] ; [18.48717949  2.51282051],0
a8,1,0.263138,1.252174,[13 79] ; [ 1 19],[11.5 80.5] ; [ 2.5 17.5],0
p4,1,0.26619,1.236274,[25 71] ; [ 8 13],[27.07692308 68.92307692] ; [ 5.92307692 15.07692308],0
d1,1,0.288995,1.1243,[59 39] ; [10 11],[56.82352941 41.17647059] ; [12.17647059  8.82352941],0
n3,1,0.321602,0.982422,[19 15] ; [6 2],[20.23809524 13.76190476] ; [4.76190476 3.23809524],0
r3,1,0.325344,0.96734,[80 18] ; [19  2],[81.52941176 16.47058824] ; [17.47058824  3.52941176],0
p10,1,0.345346,0.890483,[58 38] ; [15  6],[59.8974359 36.1025641] ; [13.1025641  7.8974359],0
v3,1,0.366278,0.816252,[36 56] ; [ 6 15],[34.19469027 57.80530973] ; [ 7.80530973 13.19469027],0
n1,1,0.396601,0.718609,[14 20] ; [2 6],[12.95238095 21.04761905] ; [3.04761905 4.95238095],0
n2,1,0.428427,0.627083,[21 14] ; [6 2],[21.97674419 13.02325581] ; [5.02325581 2.97674419],0
p1,1,0.434581,0.61055,[10 88] ; [ 1 20],[ 9.05882353 88.94117647] ; [ 1.94117647 19.05882353],0
a1,1,0.434581,0.61055,[10 88] ; [ 1 20],[ 9.05882353 88.94117647] ; [ 1.94117647 19.05882353],0
p8,1,0.459229,0.547774,[26 71] ; [ 4 17],[24.66101695 72.33898305] ; [ 5.33898305 15.66101695],0
b1,1,0.460089,0.545679,[46 52] ; [ 8 13],[44.47058824 53.52941176] ; [ 9.52941176 11.47058824],0
