Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.014311,5.99939,[ 3 12] ; [16 11],[6.78571429 8.21428571] ; [12.21428571 14.78571429],0
p4,1,0.042714,4.106667,[11  4] ; [11 16],[7.85714286 7.14285714] ; [14.14285714 12.85714286],0
d2,1,0.043896,4.060549,[ 3 12] ; [14 13],[6.07142857 8.92857143] ; [10.92857143 16.07142857],0
v4,1,0.059697,3.545788,[7 8] ; [19  6],[9.75 5.25] ; [16.25  8.75],0
s5,1,0.074791,3.174603,[ 2 13] ; [10 15],[ 4.5 10.5] ; [ 7.5 17.5],0
d5,1,0.100599,2.696021,[8 7] ; [21  6],[10.35714286  4.64285714] ; [18.64285714  8.35714286],0
b4,1,0.167064,1.909091,[ 5 10] ; [15 12],[7.14285714 7.85714286] ; [12.85714286 14.14285714],0
d1,1,0.167064,1.909091,[ 5 10] ; [15 12],[7.14285714 7.85714286] ; [12.85714286 14.14285714],0
n6,1,0.186664,1.743751,[11  3] ; [15 11],[9.1 4.9] ; [16.9  9.1],0
d3,1,0.20577,1.600941,[7 8] ; [18  9],[8.92857143 6.07142857] ; [16.07142857 10.92857143],0
n1,1,0.226023,1.465714,[2 3] ; [ 2 12],[1.05263158 3.94736842] ; [ 2.94736842 11.05263158],0
v1,1,0.241279,1.373108,[8 7] ; [ 9 17],[6.2195122 8.7804878] ; [10.7804878 15.2195122],0
u3,1,0.3017,1.066667,[2 4] ; [6 4],[3. 3.] ; [5. 5.],0
s3,1,0.311136,1.025848,[10  5] ; [21  5],[11.34146341  3.65853659] ; [19.65853659  6.34146341],0
b5,1,0.352567,0.864198,[10  5] ; [14 13],[8.57142857 6.42857143] ; [15.42857143 11.57142857],0
n4,1,0.352567,0.864198,[10  5] ; [14 13],[8.57142857 6.42857143] ; [15.42857143 11.57142857],0
a4,1,0.359397,0.84,[ 3 12] ; [ 9 18],[ 4.28571429 10.71428571] ; [ 7.71428571 19.28571429],0
p6,1,0.361714,0.831934,[ 4 11] ; [11 16],[5.35714286 9.64285714] ; [ 9.64285714 17.35714286],0
v2,1,0.392919,0.72989,[6 9] ; [14 12],[7.31707317 7.68292683] ; [12.68292683 13.31707317],0
s7,1,0.411868,0.673401,[7 8] ; [15 10],[8.25 6.75] ; [13.75 11.25],0
n2,1,0.418222,0.655306,[3 2] ; [11  3],[3.68421053 1.31578947] ; [10.31578947  3.68421053],0
b1,1,0.432075,0.617239,[8 7] ; [11 16],[6.78571429 8.21428571] ; [12.21428571 14.78571429],0
p9,1,0.494525,0.466667,[9 6] ; [19  8],[10.  5.] ; [18.  9.],0
u2,1,0.515305,0.42328,[2 4] ; [5 5],[2.625 3.375] ; [4.375 5.625],0
a1,1,0.530736,0.392982,[ 2 13] ; [ 2 25],[ 1.42857143 13.57142857] ; [ 2.57142857 24.42857143],0
s1,1,0.530736,0.392982,[ 2 13] ; [ 2 25],[ 1.42857143 13.57142857] ; [ 2.57142857 24.42857143],0
r3,1,0.537471,0.380247,[11  4] ; [22  5],[11.78571429  3.21428571] ; [21.21428571  5.78571429],0
p10,1,0.548262,0.36044,[9 6] ; [18  8],[9.87804878 5.12195122] ; [17.12195122  8.87804878],0
n5,1,0.570435,0.321955,[10  5] ; [15 11],[9.14634146 5.85365854] ; [15.85365854 10.14634146],0
p3,1,0.580483,0.305455,[8 7] ; [12 15],[7.14285714 7.85714286] ; [12.85714286 14.14285714],0
s6,1,0.598312,0.27755,[11  4] ; [17  9],[10.24390244  4.75609756] ; [17.75609756  8.24390244],0
a5,1,0.611202,0.258429,[9 6] ; [14 13],[8.21428571 6.78571429] ; [14.78571429 12.21428571],0
s8,1,0.635738,0.224359,[ 5 10] ; [11 16],[5.71428571 9.28571429] ; [10.28571429 16.71428571],0
s4,1,0.654293,0.200531,[ 4 11] ; [ 9 18],[ 4.64285714 10.35714286] ; [ 8.35714286 18.64285714],0
d4,1,0.665706,0.186667,[12  3] ; [20  7],[11.42857143  3.57142857] ; [20.57142857  6.42857143],0
p1,1,0.686333,0.163083,[ 1 14] ; [ 1 25],[ 0.73170732 14.26829268] ; [ 1.26829268 24.73170732],0
p5,1,0.686333,0.163083,[ 1 14] ; [ 1 25],[ 0.73170732 14.26829268] ; [ 1.26829268 24.73170732],0
n3,1,0.700668,0.147778,[2 3] ; [7 7],[2.36842105 2.63157895] ; [6.63157895 7.36842105],0
a6,1,0.710005,0.138272,[8 7] ; [16 11],[8.57142857 6.42857143] ; [15.42857143 11.57142857],0
b3,1,0.734139,0.115345,[3 8] ; [ 3 11],[2.64 8.36] ; [ 3.36 10.64],0
b2,1,0.734139,0.115345,[3 8] ; [ 3 11],[2.64 8.36] ; [ 3.36 10.64],0
v3,1,0.780941,0.077336,[ 4 11] ; [ 8 18],[ 4.3902439 10.6097561] ; [ 7.6097561 18.3902439],0
r1,1,0.79655,0.066468,[ 4 11] ; [ 6 20],[ 3.65853659 11.34146341] ; [ 6.34146341 19.65853659],0
p7,1,0.804326,0.061381,[9 6] ; [14 11],[8.625 6.375] ; [14.375 10.625],0
p11,1,0.810309,0.057613,[10  5] ; [17 10],[9.64285714 5.35714286] ; [17.35714286  9.64285714],0
a3,1,0.849727,0.035897,[9 6] ; [17 10],[9.28571429 5.71428571] ; [16.71428571 10.28571429],0
p8,1,0.885131,0.020871,[6 9] ; [11 15],[6.2195122 8.7804878] ; [10.7804878 15.2195122],0
p2,1,0.98576,0.000319,[11  4] ; [19  7],[10.97560976  4.02439024] ; [19.02439024  6.97560976],0
