Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,71.28883,[296  32] ; [32 35],[272.36455696  55.63544304] ; [55.63544304 11.36455696],1
n6,1,1e-06,24.680402,[300  27] ; [47 20],[287.99238579  39.00761421] ; [59.00761421  7.99238579],1
p4,1,2.5e-05,17.753187,[236  89] ; [31 36],[221.36479592 103.63520408] ; [45.63520408 21.36479592],1
p6,1,0.001782,9.761495,[153 167] ; [17 47],[141.66666667 178.33333333] ; [28.33333333 35.66666667],0
p3,1,0.005773,7.619975,[196 130] ; [28 39],[185.81170483 140.18829517] ; [38.18829517 28.81170483],0
d2,1,0.006894,7.300456,[172 156] ; [23 44],[161.92405063 166.07594937] ; [33.07594937 33.92405063],0
r4,1,0.008557,6.91295,[311  19] ; [57 10],[305.89420655  24.10579345] ; [62.10579345  4.89420655],0
s8,1,0.014655,5.957512,[175 151] ; [25 42],[165.90330789 160.09669211] ; [34.09669211 32.90330789],0
s7,1,0.024331,5.070873,[171 142] ; [26 40],[162.6939314 150.3060686] ; [34.3060686 31.6939314],0
a8,1,0.025597,4.983071,[ 50 242] ; [ 4 61],[ 44.16806723 247.83193277] ; [ 9.83193277 55.16806723],0
d1,1,0.029743,4.724067,[214 116] ; [34 33],[206.14609572 123.85390428] ; [41.85390428 25.14609572],0
u1,1,0.033554,4.517291,[ 72 258] ; [ 7 60],[ 65.6675063 264.3324937] ; [13.3324937 53.6675063],0
d5,1,0.036959,4.352279,[279  49] ; [50 17],[273.19493671  54.80506329] ; [55.80506329 11.19493671],0
p8,1,0.038327,4.290438,[205 114] ; [34 33],[197.51554404 121.48445596] ; [41.48445596 25.51554404],0
v3,1,0.040703,4.188338,[172 147] ; [26 39],[164.484375 154.515625] ; [33.515625 31.484375],0
p2,1,0.059218,3.559157,[290  36] ; [54 13],[285.35368957  40.64631043] ; [58.64631043  8.35368957],0
n1,1,0.059941,3.539017,[23 19] ; [ 7 16],[19.38461538 22.61538462] ; [10.61538462 12.38461538],0
a4,1,0.071208,3.254958,[162 166] ; [25 42],[155.28101266 172.71898734] ; [31.71898734 35.28101266],0
r2,1,0.078325,3.099323,[313  13] ; [60  6],[310.19897959  15.80102041] ; [62.80102041  3.19897959],0
p10,1,0.101224,2.686157,[292  31] ; [56 11],[288.21538462  34.78461538] ; [59.78461538  7.21538462],0
u3,1,0.107568,2.589598,[47 29] ; [14  3],[49.84946237 26.15053763] ; [11.15053763  5.84946237],0
p7,1,0.108712,2.57285,[232  86] ; [41 24],[226.66840731  91.33159269] ; [46.33159269 18.66840731],0
r1,1,0.111671,2.530413,[281  48] ; [52 15],[276.65909091  52.34090909] ; [56.34090909 10.65909091],0
s2,1,0.111935,2.52668,[179 144] ; [30 37],[173.09487179 149.90512821] ; [35.90512821 31.09487179],0
r3,1,0.123535,2.371926,[321   8] ; [63  4],[319.03030303   9.96969697] ; [64.96969697  2.03030303],0
p5,1,0.124094,2.36487,[ 54 272] ; [ 6 60],[ 49.89795918 276.10204082] ; [10.10204082 55.89795918],0
s6,1,0.129338,2.300437,[231  92] ; [41 25],[225.85089974  97.14910026] ; [46.14910026 19.85089974],0
n2,1,0.133166,2.255199,[32 10] ; [21  2],[34.24615385  7.75384615] ; [18.75384615  4.24615385],0
s3,1,0.144686,2.127401,[187 134] ; [32 34],[181.65116279 139.34883721] ; [37.34883721 28.65116279],0
a2,1,0.144816,2.126028,[ 87 243] ; [12 55],[ 82.29219144 247.70780856] ; [16.70780856 50.29219144],0
u2,1,0.155185,2.020531,[44 32] ; [13  4],[46.58064516 29.41935484] ; [10.41935484  6.58064516],0
p12,1,0.185048,1.756607,[ 37 287] ; [ 4 63],[ 33.97442455 290.02557545] ; [ 7.02557545 59.97442455],0
n3,1,0.194083,1.686352,[32 10] ; [14  9],[29.72307692 12.27692308] ; [16.27692308  6.72307692],0
s5,1,0.198481,1.653514,[126 191] ; [21 46],[121.3515625 195.6484375] ; [25.6484375 41.3515625],0
a5,1,0.232502,1.425486,[263  67] ; [49 18],[259.34508816  70.65491184] ; [52.65491184 14.34508816],0
p9,1,0.254181,1.300179,[300  25] ; [59  8],[297.64030612  27.35969388] ; [61.35969388  5.64030612],0
p1,1,0.294994,1.096688,[ 33 295] ; [ 4 63],[ 30.72405063 297.27594937] ; [ 6.27594937 60.72405063],0
v4,1,0.345671,0.889286,[319   8] ; [63  3],[317.84732824   9.15267176] ; [64.15267176  1.84732824],0
s4,1,0.3958,0.721048,[ 45 279] ; [12 55],[ 47.23273657 276.76726343] ; [ 9.76726343 57.23273657],0
a1,1,0.399467,0.70993,[ 18 312] ; [ 2 65],[ 16.62468514 313.37531486] ; [ 3.37531486 63.62468514],0
d3,1,0.402084,0.702085,[233  96] ; [44 23],[230.13383838  98.86616162] ; [46.86616162 20.13383838],0
b4,1,0.465661,0.532253,[196 134] ; [43 24],[198.66498741 131.33501259] ; [40.33501259 26.66498741],0
u4,1,0.484439,0.488854,[ 10 320] ; [ 1 66],[  9.14357683 320.85642317] ; [ 1.85642317 65.14357683],0
a7,1,0.576579,0.311797,[237  92] ; [46 21],[235.11868687  93.88131313] ; [47.88131313 19.11868687],0
v2,1,0.648587,0.207686,[225  94] ; [44 21],[223.46614583  95.53385417] ; [45.53385417 19.46614583],0
a3,1,0.648945,0.207233,[254  75] ; [50 17],[252.56565657  76.43434343] ; [51.43434343 15.56565657],0
s1,1,0.807603,0.059302,[  8 316] ; [ 2 65],[  8.28644501 315.71355499] ; [ 1.71355499 65.28644501],0
b2,1,0.808816,0.058542,[103 130] ; [16 22],[102.31365314 130.68634686] ; [16.68634686 21.31365314],0
b3,1,0.808816,0.058542,[103 130] ; [16 22],[102.31365314 130.68634686] ; [16.68634686 21.31365314],0
b1,1,0.823634,0.049673,[118 212] ; [23 44],[117.20403023 212.79596977] ; [23.79596977 43.20403023],0
d4,1,0.897612,0.016558,[277  51] ; [57 10],[277.34683544  50.65316456] ; [56.65316456 10.34683544],0
b5,1,0.930656,0.007572,[205 125] ; [42 25],[205.31486146 124.68513854] ; [41.68513854 25.31486146],0
a6,1,0.953445,0.003408,[224 104] ; [46 21],[224.20253165 103.79746835] ; [45.79746835 21.20253165],0
