Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,30.007877,[ 9 55] ; [15  4],[18.5060241 45.4939759] ; [ 5.4939759 13.5060241],1
s2,1,0.000247,13.437423,[23 47] ; [17  5],[30.43478261 39.56521739] ; [ 9.56521739 12.43478261],1
s5,1,0.000774,11.301742,[11 57] ; [11 10],[16.80898876 51.19101124] ; [ 5.19101124 15.80898876],1
p1,1,0.005586,7.679267,[ 3 67] ; [ 5 16],[ 6.15384615 63.84615385] ; [ 1.84615385 19.15384615],0
p9,1,0.0079,7.055999,[30 35] ; [16  4],[35.17647059 29.82352941] ; [10.82352941  9.17647059],0
s6,1,0.010287,6.584446,[31 39] ; [16  5],[36.15384615 33.84615385] ; [10.84615385 10.15384615],0
p2,1,0.01564,5.842932,[33 36] ; [17  5],[37.91208791 31.08791209] ; [12.08791209  9.91208791],0
s3,1,0.028437,4.801397,[29 41] ; [15  7],[33.47826087 36.52173913] ; [10.52173913 11.47826087],0
r4,1,0.029537,4.736054,[43 27] ; [19  3],[47.17391304 22.82608696] ; [14.82608696  7.17391304],0
v1,1,0.065826,3.384156,[21 48] ; [11 10],[24.53333333 44.46666667] ; [ 7.46666667 13.53333333],0
p10,1,0.068043,3.329611,[28 39] ; [13  7],[31.57471264 35.42528736] ; [ 9.42528736 10.57471264],0
n6,1,0.071991,3.237021,[31 39] ; [14  7],[34.61538462 35.38461538] ; [10.38461538 10.61538462],0
d5,1,0.119476,2.424175,[48 21] ; [19  3],[50.8021978 18.1978022] ; [16.1978022  5.8021978],0
p4,1,0.127818,2.318802,[25 44] ; [12 10],[28.05494505 40.94505495] ; [ 8.94505495 13.05494505],0
u1,1,0.128442,2.311236,[ 5 65] ; [ 4 18],[ 6.84782609 63.15217391] ; [ 2.15217391 19.84782609],0
s4,1,0.130921,2.281549,[17 53] ; [ 9 13],[19.7826087 50.2173913] ; [ 6.2173913 15.7826087],0
p6,1,0.132432,2.263757,[ 9 58] ; [ 6 16],[11.29213483 55.70786517] ; [ 3.70786517 18.29213483],0
p3,1,0.152415,2.047913,[17 51] ; [ 9 13],[19.64444444 48.35555556] ; [ 6.35555556 15.64444444],0
r3,1,0.18504,1.756675,[54 15] ; [20  2],[56.10989011 12.89010989] ; [17.89010989  4.10989011],0
a6,1,0.205951,1.59966,[37 33] ; [15  7],[39.56521739 30.43478261] ; [12.43478261  9.56521739],0
r1,1,0.232893,1.423106,[41 29] ; [16  6],[43.36956522 26.63043478] ; [13.63043478  8.36956522],0
v2,1,0.274534,1.193953,[24 42] ; [10 10],[26.09302326 39.90697674] ; [ 7.90697674 12.09302326],0
a5,1,0.328236,0.955844,[37 33] ; [ 9 13],[35. 35.] ; [11. 11.],0
v3,1,0.333273,0.936137,[17 50] ; [ 3 17],[15.40229885 51.59770115] ; [ 4.59770115 15.40229885],0
r2,1,0.35906,0.841178,[58 12] ; [20  2],[59.34782609 10.65217391] ; [18.65217391  3.34782609],0
p7,1,0.367481,0.812166,[29 39] ; [ 7 15],[27.2 40.8] ; [ 8.8 13.2],0
b2,1,0.391786,0.733391,[ 8 27] ; [3 5],[ 8.95348837 26.04651163] ; [2.04651163 5.95348837],0
b3,1,0.391786,0.733391,[ 8 27] ; [3 5],[ 8.95348837 26.04651163] ; [2.04651163 5.95348837],0
b5,1,0.396513,0.718874,[44 26] ; [16  6],[45.65217391 24.34782609] ; [14.34782609  7.65217391],0
d1,1,0.400172,0.70781,[31 39] ; [12 10],[32.7173913 37.2826087] ; [10.2826087 11.7173913],0
a4,1,0.411864,0.673413,[22 48] ; [ 9 13],[23.58695652 46.41304348] ; [ 7.41304348 14.58695652],0
d3,1,0.433832,0.612543,[40 28] ; [15  7],[41.55555556 26.44444444] ; [13.44444444  8.55555556],0
a2,1,0.449055,0.573035,[11 59] ; [ 5 17],[12.17391304 57.82608696] ; [ 3.82608696 18.17391304],0
n3,1,0.481456,0.495564,[19 14] ; [7 3],[19.95348837 13.04651163] ; [6.04651163 3.95348837],0
p8,1,0.518912,0.416055,[20 47] ; [ 5 17],[18.82022472 48.17977528] ; [ 6.17977528 15.82022472],0
u2,1,0.529249,0.395833,[15 15] ; [5 3],[15.78947368 14.21052632] ; [4.21052632 3.78947368],0
n1,1,0.56444,0.332075,[ 7 26] ; [3 7],[ 7.6744186 25.3255814] ; [2.3255814 7.6744186],0
n2,1,0.637458,0.222082,[17 16] ; [6 4],[17.65116279 15.34883721] ; [5.34883721 4.65116279],0
b4,1,0.692446,0.15645,[38 32] ; [13  9],[38.80434783 31.19565217] ; [12.19565217  9.80434783],0
d2,1,0.738896,0.111099,[29 41] ; [10 12],[29.67391304 40.32608696] ; [ 9.32608696 12.67391304],0
a7,1,0.777393,0.07993,[48 21] ; [16  6],[48.52747253 20.47252747] ; [15.47252747  6.52747253],0
n5,1,0.80441,0.061327,[17 52] ; [ 6 16],[17.43956044 51.56043956] ; [ 5.56043956 16.43956044],0
a3,1,0.832077,0.04496,[39 30] ; [13  9],[39.42857143 29.57142857] ; [12.57142857  9.42857143],0
a1,1,0.958441,0.002715,[ 3 67] ; [ 1 21],[ 3.04347826 66.95652174] ; [ 0.95652174 21.04347826],0
d4,1,0.964345,0.001998,[53 16] ; [17  5],[53.07692308 15.92307692] ; [16.92307692  5.07692308],0
b1,1,1.0,0.0,[35 35] ; [11 11],[35. 35.] ; [11. 11.],0
