Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,112.72197,[504  15] ; [79 39],[475.00313972  43.99686028] ; [107.99686028  10.00313972],1
r2,1,0.0,54.693686,[505  10] ; [92 21],[489.57802548  25.42197452] ; [107.42197452   5.57802548],1
v4,1,0.0,30.266291,[505  13] ; [101  17],[493.56603774  24.43396226] ; [112.43396226   5.56603774],1
a5,1,0.0,29.608731,[420  98] ; [68 50],[397.4591195 120.5408805] ; [90.5408805 27.4591195],1
d1,1,7e-06,20.170241,[344 175] ; [52 66],[322.64364207 196.35635793] ; [73.35635793 44.64364207],1
a2,1,2.7e-05,17.58917,[155 364] ; [ 13 105],[136.87912088 382.12087912] ; [31.12087912 86.87912088],1
u1,1,7.5e-05,15.676611,[125 394] ; [  9 109],[109.17739403 409.82260597] ; [24.82260597 93.17739403],1
r3,1,8.7e-05,15.397256,[499  17] ; [103  14],[490.72985782  25.27014218] ; [111.27014218   5.72985782],1
d2,1,9.1e-05,15.320994,[291 226] ; [42 74],[271.97630332 245.02369668] ; [61.02369668 54.97630332],1
d3,1,0.000172,14.116611,[373 145] ; [64 54],[355.92138365 162.07861635] ; [81.07861635 36.92138365],1
s6,1,0.000174,14.088018,[370 136] ; [63 51],[353.38387097 152.61612903] ; [79.61612903 34.38387097],1
s8,1,0.000376,12.648115,[267 246] ; [40 78],[249.58954041 263.41045959] ; [57.41045959 60.58954041],1
p7,1,0.000981,10.862506,[343 162] ; [60 56],[327.72141707 177.27858293] ; [75.27858293 40.72141707],1
a7,1,0.001441,10.152568,[382 134] ; [70 48],[367.87381703 148.12618297] ; [84.12618297 33.87381703],0
s7,1,0.002281,9.308169,[283 210] ; [46 65],[268.53807947 224.46192053] ; [60.46192053 50.53807947],0
s5,1,0.002431,9.191477,[191 308] ; [25 84],[177.27631579 321.72368421] ; [38.72368421 70.27631579],0
a3,1,0.003374,8.593438,[391 124] ; [74 44],[378.31753555 136.68246445] ; [86.68246445 31.31753555],0
a4,1,0.003613,8.468869,[266 249] ; [43 74],[251.79588608 263.20411392] ; [57.20411392 59.79588608],0
d4,1,0.004559,8.046481,[437  79] ; [87 31],[426.47318612  89.52681388] ; [97.52681388 20.47318612],0
d5,1,0.005167,7.820177,[438  80] ; [87 31],[427.59433962  90.40566038] ; [97.40566038 20.59433962],0
a6,1,0.007234,7.213816,[364 153] ; [68 50],[351.72283465 165.27716535] ; [80.27716535 37.72283465],0
p4,1,0.007618,7.12108,[344 170] ; [63 54],[331.5340729 182.4659271] ; [75.4659271 41.5340729],0
s2,1,0.009005,6.821746,[284 226] ; [50 68],[271.24203822 238.75796178] ; [62.75796178 55.24203822],0
u3,1,0.009218,6.780044,[74 54] ; [15 28],[66.61988304 61.38011696] ; [22.38011696 20.61988304],0
v1,1,0.009957,6.64257,[299 209] ; [52 62],[286.66881029 221.33118971] ; [64.33118971 49.66881029],0
p2,1,0.016352,5.764637,[443  72] ; [91 27],[434.4549763  80.5450237] ; [99.5450237 18.4549763],0
v2,1,0.020829,5.341081,[303 198] ; [56 59],[291.9788961 209.0211039] ; [67.0211039 47.9788961],0
s3,1,0.025398,4.996572,[303 205] ; [56 60],[292.26282051 215.73717949] ; [66.73717949 49.26282051],0
p8,1,0.034036,4.492905,[291 216] ; [54 62],[280.76243981 226.23756019] ; [64.23756019 51.76243981],0
p10,1,0.037004,4.350237,[442  71] ; [91 25],[434.70429253  78.29570747] ; [98.29570747 17.70429253],0
p3,1,0.067061,3.353527,[288 227] ; [55 63],[279.0600316 235.9399684] ; [63.9399684 54.0600316],0
n5,1,0.082071,3.023398,[467  51] ; [99 18],[461.71338583  56.28661417] ; [104.28661417  12.71338583],0
v3,1,0.111213,2.536901,[230 273] ; [44 73],[222.29354839 280.70645161] ; [51.70645161 65.29354839],0
a8,1,0.191805,1.703696,[ 78 384] ; [13 97],[ 73.5 388.5] ; [17.5 92.5],0
u4,1,0.200559,1.638299,[ 15 504] ; [  1 117],[ 13.03610675 505.96389325] ; [  2.96389325 115.03610675],0
