Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.00053,12.007895,[ 2 36] ; [7 9],[ 6.33333333 31.66666667] ; [ 2.66666667 13.33333333],1
s3,1,0.000905,11.011837,[ 9 26] ; [12  4],[14.41176471 20.58823529] ; [6.58823529 9.41176471],1
b4,1,0.006565,7.388363,[27 11] ; [ 5 11],[22.51851852 15.48148148] ; [9.48148148 6.51851852],0
p7,1,0.020161,5.397932,[11 27] ; [9 5],[14.61538462 23.38461538] ; [5.38461538 8.61538462],0
p4,1,0.020447,5.373355,[ 9 29] ; [9 7],[12.66666667 25.33333333] ; [ 5.33333333 10.66666667],0
u3,1,0.031482,4.626471,[ 4 13] ; [6 3],[ 6.53846154 10.46153846] ; [3.46153846 5.53846154],0
a6,1,0.031775,4.610581,[14 24] ; [11  5],[17.59259259 20.40740741] ; [7.40740741 8.59259259],0
s6,1,0.035438,4.423961,[10 28] ; [9 7],[13.37037037 24.62962963] ; [ 5.62962963 10.37037037],0
p6,1,0.042806,4.10306,[ 2 34] ; [ 4 12],[ 4.15384615 31.84615385] ; [ 1.84615385 14.15384615],0
p3,1,0.100639,2.695392,[ 8 29] ; [7 9],[10.47169811 26.52830189] ; [ 4.52830189 11.47169811],0
p8,1,0.100639,2.695392,[ 9 29] ; [7 8],[11.47169811 26.52830189] ; [ 4.52830189 10.47169811],0
n2,1,0.168509,1.896162,[ 7 13] ; [4 2],[ 8.46153846 11.53846154] ; [2.53846154 3.46153846],0
s5,1,0.170913,1.874913,[ 6 31] ; [ 5 10],[ 7.82692308 29.17307692] ; [ 3.17307692 11.82692308],0
d3,1,0.174305,1.845523,[21 17] ; [12  4],[23.22222222 14.77777778] ; [9.77777778 6.22222222],0
b3,1,0.182989,1.773181,[ 8 13] ; [1 7],[ 6.51724138 14.48275862] ; [2.48275862 5.51724138],0
b2,1,0.182989,1.773181,[ 8 13] ; [1 7],[ 6.51724138 14.48275862] ; [2.48275862 5.51724138],0
r1,1,0.191175,1.708539,[14 24] ; [ 3 13],[11.96296296 26.03703704] ; [ 5.03703704 10.96296296],0
s7,1,0.205344,1.603952,[ 6 29] ; [ 5 10],[ 7.7 27.3] ; [ 3.3 11.7],0
r2,1,0.212788,1.552354,[17 17] ; [11  5],[19.04 14.96] ; [8.96 7.04],0
s8,1,0.246446,1.343339,[ 3 35] ; [ 3 13],[ 4.22222222 33.77777778] ; [ 1.77777778 14.22222222],0
a4,1,0.25591,1.290751,[13 25] ; [ 3 13],[11.25925926 26.74074074] ; [ 4.74074074 11.25925926],0
r3,1,0.309158,1.03427,[23 15] ; [12  4],[24.62962963 13.37037037] ; [10.37037037  5.62962963],0
n4,1,0.336509,0.923684,[12 26] ; [ 3 13],[10.55555556 27.44444444] ; [ 4.44444444 11.55555556],0
d1,1,0.368885,0.807416,[14 24] ; [8 8],[15.48148148 22.51851852] ; [6.51851852 9.48148148],0
a3,1,0.383863,0.758294,[21 16] ; [7 9],[19.54716981 17.45283019] ; [8.45283019 7.54716981],0
p5,1,0.487413,0.482233,[ 1 37] ; [ 1 14],[ 1.43396226 36.56603774] ; [ 0.56603774 14.43396226],0
n1,1,0.496587,0.462222,[ 4 16] ; [2 4],[ 4.61538462 15.38461538] ; [1.38461538 4.61538462],0
a7,1,0.507423,0.439377,[25 13] ; [9 7],[23.92592593 14.07407407] ; [10.07407407  5.92592593],0
a1,1,0.520282,0.413335,[ 1 37] ; [ 1 15],[ 1.40740741 36.59259259] ; [ 0.59259259 15.40740741],0
