Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,4.3e-05,16.745483,[64 22] ; [19 30],[52.87407407 33.12592593] ; [30.12592593 18.87407407],1
r3,1,5.3e-05,16.3262,[74 12] ; [28 23],[64.02919708 21.97080292] ; [37.97080292 13.02919708],1
s6,1,0.000169,14.149733,[45 40] ; [10 40],[34.62962963 50.37037037] ; [20.37037037 29.62962963],1
p2,1,0.000919,10.983466,[61 24] ; [22 29],[51.875 33.125] ; [31.125 19.875],1
p9,1,0.001356,10.264861,[68 18] ; [24 22],[59.93939394 26.06060606] ; [32.06060606 13.93939394],0
n3,1,0.001533,10.038519,[28  7] ; [ 8 13],[22.5 12.5] ; [13.5  7.5],0
r4,1,0.006171,7.499554,[50 37] ; [17 34],[42.23913043 44.76086957] ; [24.76086957 26.23913043],0
b2,1,0.006727,7.344537,[14 39] ; [15 11],[19.4556962 33.5443038] ; [ 9.5443038 16.4556962],0
b3,1,0.006727,7.344537,[14 39] ; [15 11],[19.4556962 33.5443038] ; [ 9.5443038 16.4556962],0
n6,1,0.010764,6.503918,[66 21] ; [28 23],[59.26086957 27.73913043] ; [34.73913043 16.26086957],0
n2,1,0.012009,6.309552,[28  7] ; [10 11],[23.75 11.25] ; [14.25  6.75],0
b4,1,0.012997,6.169552,[58 29] ; [23 28],[51.06521739 35.93478261] ; [29.93478261 21.06521739],0
b1,1,0.018994,5.502095,[30 57] ; [28 23],[36.56521739 50.43478261] ; [21.43478261 29.56521739],0
p8,1,0.019673,5.440691,[32 53] ; [ 9 40],[26.00746269 58.99253731] ; [14.99253731 34.00746269],0
v4,1,0.023242,5.150312,[71 14] ; [34 17],[65.625 19.375] ; [39.375 11.625],0
s8,1,0.026888,4.897973,[22 65] ; [ 5 46],[17.02173913 69.97826087] ; [ 9.97826087 41.02173913],0
p6,1,0.044903,4.022285,[23 62] ; [ 6 43],[18.39552239 66.60447761] ; [10.60447761 38.39552239],0
a2,1,0.05369,3.722318,[ 5 82] ; [ 8 43],[ 8.19565217 78.80434783] ; [ 4.80434783 46.19565217],0
a1,1,0.05601,3.651769,[ 4 83] ; [ 7 44],[ 6.93478261 80.06521739] ; [ 4.06521739 46.93478261],0
d4,1,0.059777,3.543557,[60 27] ; [27 24],[54.84782609 32.15217391] ; [32.15217391 18.84782609],0
s2,1,0.061406,3.498986,[34 53] ; [12 39],[29. 58.] ; [17. 34.],0
v2,1,0.062813,3.461496,[33 50] ; [12 38],[28.08270677 54.91729323] ; [16.91729323 33.08270677],0
u1,1,0.123037,2.378234,[ 3 84] ; [ 5 46],[ 5.04347826 81.95652174] ; [ 2.95652174 48.04347826],0
s3,1,0.136961,2.211772,[36 51] ; [14 35],[31.98529412 55.01470588] ; [18.01470588 30.98529412],0
u2,1,0.156179,2.010836,[19 17] ; [ 9 17],[16.25806452 19.74193548] ; [11.74193548 14.25806452],0
p4,1,0.160146,1.972847,[29 58] ; [11 39],[25.40145985 61.59854015] ; [14.59854015 35.40145985],0
a7,1,0.19512,1.678532,[50 37] ; [23 27],[46.35766423 40.64233577] ; [26.64233577 23.35766423],0
p5,1,0.205334,1.604022,[ 6 80] ; [ 1 49],[ 4.42647059 81.57352941] ; [ 2.57352941 47.42647059],0
d1,1,0.209862,1.572376,[33 54] ; [14 37],[29.63043478 57.36956522] ; [17.36956522 33.63043478],0
s7,1,0.21,1.571429,[24 60] ; [ 9 39],[21. 63.] ; [12. 36.],0
p7,1,0.22516,1.471177,[33 50] ; [15 36],[29.73134328 53.26865672] ; [18.26865672 32.73134328],0
u3,1,0.231197,1.433479,[15 21] ; [ 7 19],[12.77419355 23.22580645] ; [ 9.22580645 16.77419355],0
a8,1,0.284851,1.143801,[10 73] ; [ 3 45],[ 8.23664122 74.76335878] ; [ 4.76335878 43.23664122],0
a3,1,0.328368,0.955323,[51 36] ; [25 25],[48.26277372 38.73722628] ; [27.73722628 22.26277372],0
d3,1,0.371824,0.79756,[46 41] ; [22 27],[43.5 43.5] ; [24.5 24.5],0
p12,1,0.41692,0.65898,[ 4 82] ; [ 1 50],[ 3.13868613 82.86131387] ; [ 1.86131387 49.13868613],0
a4,1,0.42999,0.622852,[24 63] ; [17 33],[26.03649635 60.96350365] ; [14.96350365 35.03649635],0
s5,1,0.442169,0.590647,[18 66] ; [ 8 42],[16.29850746 67.70149254] ; [ 9.70149254 40.29850746],0
r2,1,0.498367,0.458412,[64 20] ; [34 14],[62.36363636 21.63636364] ; [35.63636364 12.36363636],0
v1,1,0.509724,0.434634,[24 58] ; [12 38],[22.36363636 59.63636364] ; [13.63636364 36.36363636],0
d5,1,0.546004,0.364525,[55 32] ; [29 21],[53.34306569 33.65693431] ; [30.65693431 19.34306569],0
s1,1,0.5917,0.287698,[ 2 84] ; [ 2 49],[ 2.51094891 83.48905109] ; [ 1.48905109 49.51094891],0
n4,1,0.63946,0.219449,[53 34] ; [29 22],[51.69565217 35.30434783] ; [30.30434783 20.69565217],0
a5,1,0.649745,0.206222,[41 46] ; [22 29],[39.7173913 47.2826087] ; [23.2826087 27.7173913],0
v3,1,0.703705,0.144646,[19 65] ; [13 38],[19.91111111 64.08888889] ; [12.08888889 38.91111111],0
b5,1,0.706122,0.142181,[54 33] ; [30 21],[52.95652174 34.04347826] ; [31.04347826 19.95652174],0
a6,1,0.718107,0.130314,[45 42] ; [28 23],[46.02173913 40.97826087] ; [26.97826087 24.02173913],0
n5,1,0.74255,0.107898,[57 30] ; [32 19],[56.10869565 30.89130435] ; [32.89130435 18.10869565],0
p1,1,0.75172,0.100092,[ 4 82] ; [ 3 48],[ 4.39416058 81.60583942] ; [ 2.60583942 48.39416058],0
n1,1,0.820174,0.051675,[12 21] ; [ 7 14],[11.61111111 21.38888889] ; [ 7.38888889 13.61111111],0
s4,1,0.878767,0.023266,[18 69] ; [10 41],[17.65217391 69.34782609] ; [10.34782609 40.65217391],0
d2,1,0.915556,0.011243,[34 53] ; [20 30],[34.2919708 52.7080292] ; [19.7080292 30.2919708],0
