Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,99.874611,[135  14] ; [13 48],[105.00952381  43.99047619] ; [42.99047619 18.00952381],1
s7,1,0.0,40.302525,[118  26] ; [21 37],[99.08910891 44.91089109] ; [39.91089109 18.08910891],1
s6,1,0.0,31.478134,[142   6] ; [40 19],[130.12560386  17.87439614] ; [51.87439614  7.12560386],1
s8,1,2.6e-05,17.696784,[105  44] ; [24 37],[91.52857143 57.47142857] ; [37.47142857 23.52857143],1
v1,1,0.006943,7.287679,[104  45] ; [30 30],[95.53110048 53.46889952] ; [38.46889952 21.53110048],0
d3,1,0.007098,7.248073,[114  35] ; [36 26],[105.92417062  43.07582938] ; [44.07582938 17.92417062],0
p9,1,0.031551,4.622748,[142   7] ; [53  8],[138.35714286  10.64285714] ; [56.64285714  4.35714286],0
r2,1,0.034563,4.466621,[145   3] ; [56  5],[142.33492823   5.66507177] ; [58.66507177  2.33492823],0
n5,1,0.046244,3.972699,[126  21] ; [46 16],[120.97607656  26.02392344] ; [51.02392344 10.97607656],0
b5,1,0.048113,3.906025,[78 72] ; [23 39],[71.46226415 78.53773585] ; [29.53773585 32.46226415],0
n6,1,0.05197,3.776744,[136   9] ; [53  9],[132.39130435  12.60869565] ; [56.60869565  5.39130435],0
p6,1,0.05385,3.717331,[93 57] ; [29 32],[86.72985782 63.27014218] ; [35.27014218 25.72985782],0
a7,1,0.058117,3.590323,[105  45] ; [35 27],[99.05660377 50.94339623] ; [40.94339623 21.05660377],0
a6,1,0.058575,3.577279,[97 51] ; [32 30],[90.91428571 57.08571429] ; [38.08571429 23.91428571],0
n2,1,0.06222,3.477196,[28  3] ; [11  5],[25.72340426  5.27659574] ; [13.27659574  2.72340426],0
a2,1,0.065546,3.391173,[ 45 105] ; [11 51],[ 39.62264151 110.37735849] ; [16.37735849 45.62264151],0
a3,1,0.112842,2.513965,[120  29] ; [43 18],[115.65238095  33.34761905] ; [47.34761905 13.65238095],0
u3,1,0.113146,2.509723,[21  9] ; [ 9 10],[18.36734694 11.63265306] ; [11.63265306  7.36734694],0
v3,1,0.124415,2.360848,[74 76] ; [23 38],[68.95734597 81.04265403] ; [28.04265403 32.95734597],0
v4,1,0.125023,2.35324,[146   2] ; [58  3],[144.45933014   3.54066986] ; [59.54066986  1.45933014],0
r3,1,0.130517,2.286346,[146   2] ; [59  3],[144.47619048   3.52380952] ; [60.52380952  1.47619048],0
p4,1,0.152352,2.048538,[115  34] ; [42 20],[110.86729858  38.13270142] ; [46.13270142 15.86729858],0
p10,1,0.153186,2.040235,[137  12] ; [53  9],[134.17061611  14.82938389] ; [55.82938389  6.17061611],0
d2,1,0.281959,1.157623,[72 77] ; [35 27],[75.55924171 73.44075829] ; [31.44075829 30.55924171],0
d4,1,0.285029,1.142955,[130  18] ; [51 11],[127.56190476  20.43809524] ; [53.43809524  8.56190476],0
s4,1,0.29628,1.090864,[ 41 106] ; [13 49],[ 37.98086124 109.01913876] ; [16.01913876 45.98086124],0
a4,1,0.302343,1.063832,[77 73] ; [27 35],[73.58490566 76.41509434] ; [30.41509434 31.58490566],0
u1,1,0.31836,0.995674,[ 36 114] ; [11 51],[ 33.25471698 116.74528302] ; [13.74528302 48.25471698],0
d1,1,0.382539,0.762527,[99 51] ; [37 25],[96.22641509 53.77358491] ; [39.77358491 22.22641509],0
n4,1,0.409704,0.679659,[124  24] ; [49 13],[121.92380952  26.07619048] ; [51.07619048 10.92380952],0
a1,1,0.414172,0.666792,[ 12 138] ; [ 3 59],[ 10.61320755 139.38679245] ; [ 4.38679245 57.61320755],0
a8,1,0.536407,0.38224,[ 21 118] ; [11 48],[ 22.46464646 116.53535354] ; [ 9.53535354 49.46464646],0
n3,1,0.551522,0.354598,[23  9] ; [12  3],[23.82978723  8.17021277] ; [11.17021277  3.82978723],0
v2,1,0.560059,0.339602,[94 53] ; [37 25],[92.13875598 54.86124402] ; [38.86124402 23.13875598],0
p12,1,0.564094,0.332666,[ 19 131] ; [ 6 55],[ 17.77251185 132.22748815] ; [ 7.22748815 53.77251185],0
p8,1,0.602868,0.270692,[111  39] ; [43 18],[109.47867299  40.52132701] ; [44.52132701 16.47867299],0
p5,1,0.624237,0.239957,[ 34 116] ; [16 46],[ 35.37735849 114.62264151] ; [14.62264151 47.37735849],0
a5,1,0.639013,0.220036,[125  25] ; [50 12],[123.82075472  26.17924528] ; [51.17924528 10.82075472],0
b4,1,0.657744,0.196276,[87 63] ; [38 24],[88.44339623 61.55660377] ; [36.55660377 25.44339623],0
n1,1,0.762733,0.09114,[15 16] ; [7 9],[14.5106383 16.4893617] ; [7.4893617 8.5106383],0
p2,1,0.7686,0.086558,[136  14] ; [57  5],[136.55660377  13.44339623] ; [56.44339623  5.55660377],0
p3,1,0.788003,0.07231,[99 50] ; [40 22],[98.1563981 50.8436019] ; [40.8436019 21.1563981],0
p11,1,0.849561,0.035978,[125  25] ; [51 11],[124.52830189  25.47169811] ; [51.47169811 10.52830189],0
b2,1,0.877604,0.023718,[41 50] ; [17 22],[40.6 50.4] ; [17.4 21.6],0
b3,1,0.877604,0.023718,[41 50] ; [17 22],[40.6 50.4] ; [17.4 21.6],0
