Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.012524,6.235105,[20  4] ; [3 5],[17.25  6.75] ; [5.75 2.25],0
d5,1,0.026285,4.937143,[21  3] ; [4 4],[18.75  5.25] ; [6.25 1.75],0
a5,1,0.02767,4.848485,[19  5] ; [3 5],[16.5  7.5] ; [5.5 2.5],0
r1,1,0.059346,3.555556,[20  4] ; [4 4],[18.  6.] ; [6. 2.],0
n6,1,0.079989,3.065134,[23  1] ; [6 2],[21.75  2.25] ; [7.25 0.75],0
s7,1,0.09169,2.844444,[17  7] ; [3 5],[15.  9.] ; [5. 3.],0
d2,1,0.145761,2.116059,[16  8] ; [3 5],[14.25  9.75] ; [4.75 3.25],0
p2,1,0.159909,1.975088,[22  2] ; [5 2],[20.90322581  3.09677419] ; [6.09677419 0.90322581],0
s5,1,0.171166,1.872701,[15  8] ; [3 5],[13.35483871  9.64516129] ; [4.64516129 3.35483871],0
r4,1,0.217044,1.52381,[22  2] ; [6 2],[21.  3.] ; [7. 1.],0
v4,1,0.217044,1.52381,[22  2] ; [6 2],[21.  3.] ; [7. 1.],0
b1,1,0.217044,1.52381,[12 12] ; [6 2],[13.5 10.5] ; [4.5 3.5],0
b5,1,0.217044,1.52381,[ 9 15] ; [5 3],[10.5 13.5] ; [3.5 4.5],0
u2,1,0.293718,1.1025,[1 3] ; [3 2],[1.77777778 2.22222222] ; [2.22222222 2.77777778],0
a4,1,0.298782,1.079622,[11 13] ; [2 6],[ 9.75 14.25] ; [3.25 4.75],0
s8,1,0.306488,1.045752,[14 10] ; [3 5],[12.75 11.25] ; [4.25 3.75],0
d4,1,0.345779,0.888889,[19  5] ; [5 3],[18.  6.] ; [6. 2.],0
v1,1,0.355363,0.854214,[13 10] ; [6 2],[14.09677419  8.90322581] ; [4.90322581 3.09677419],0
p11,1,0.399075,0.711111,[21  3] ; [6 2],[20.25  3.75] ; [6.75 1.25],0
r3,1,0.399075,0.711111,[23  1] ; [7 1],[22.5  1.5] ; [7.5 0.5],0
s3,1,0.399075,0.711111,[16  8] ; [4 4],[15.  9.] ; [5. 3.],0
a2,1,0.399075,0.711111,[ 1 23] ; [1 7],[ 1.5 22.5] ; [0.5 7.5],0
d3,1,0.414216,0.666667,[11 13] ; [5 3],[12. 12.] ; [4. 4.],0
d1,1,0.533003,0.388664,[15  9] ; [4 4],[14.25  9.75] ; [4.75 3.25],0
a6,1,0.539498,0.376471,[12 12] ; [5 3],[12.75 11.25] ; [4.25 3.75],0
n1,1,0.540291,0.375,[3 1] ; [1 1],[2.66666667 1.33333333] ; [1.33333333 0.66666667],0
r2,1,0.600991,0.273504,[20  4] ; [6 2],[19.5  4.5] ; [6.5 1.5],0
p10,1,0.600991,0.273504,[20  4] ; [6 2],[19.5  4.5] ; [6.5 1.5],0
p7,1,0.600991,0.273504,[19  5] ; [7 1],[19.5  4.5] ; [6.5 1.5],0
b2,1,0.615228,0.252632,[10  9] ; [2 3],[9.5 9.5] ; [2.5 2.5],0
b3,1,0.615228,0.252632,[10  9] ; [2 3],[9.5 9.5] ; [2.5 2.5],0
p8,1,0.659658,0.193939,[17  7] ; [5 3],[16.5  7.5] ; [5.5 2.5],0
s6,1,0.679708,0.170455,[18  4] ; [6 2],[17.6  4.4] ; [6.4 1.6],0
v2,1,0.680724,0.169312,[10 14] ; [4 4],[10.5 13.5] ; [3.5 4.5],0
v3,1,0.680724,0.169312,[14 10] ; [4 4],[13.5 10.5] ; [4.5 3.5],0
p9,1,0.726226,0.122605,[22  2] ; [7 1],[21.75  2.25] ; [7.25 0.75],0
p6,1,0.739332,0.110714,[12 12] ; [4 3],[12.38709677 11.61290323] ; [3.61290323 3.38709677],0
u3,1,0.764177,0.09,[2 2] ; [3 2],[2.22222222 1.77777778] ; [2.77777778 2.22222222],0
a8,1,0.901312,0.015377,[ 3 21] ; [1 6],[ 3.09677419 20.90322581] ; [0.90322581 6.09677419],0
s4,1,1.0,0.0,[ 3 21] ; [1 7],[ 3. 21.] ; [1. 7.],0
b4,1,1.0,0.0,[15  9] ; [5 3],[15.  9.] ; [5. 3.],0
p4,1,1.0,0.0,[21  3] ; [7 1],[21.  3.] ; [7. 1.],0
s2,1,1.0,0.0,[12 12] ; [4 4],[12. 12.] ; [4. 4.],0
n2,1,1.0,0.0,[2 2] ; [1 1],[2. 2.] ; [1. 1.],0
n3,1,1.0,0.0,[2 2] ; [1 1],[2. 2.] ; [1. 1.],0
