Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.6e-05,18.56741,[35 57] ; [23  4],[44.84033613 47.15966387] ; [13.15966387 13.84033613],1
n2,1,0.335159,0.928859,[27  9] ; [4 3],[25.95348837 10.04651163] ; [5.04651163 1.95348837],0
p10,1,0.33675,0.922767,[51 42] ; [17  9],[53.14285714 39.85714286] ; [14.85714286 11.14285714],0
n3,1,0.338711,0.915302,[23 11] ; [6 1],[24.04878049  9.95121951] ; [4.95121951 2.04878049],0
v1,1,0.340766,0.907547,[32 61] ; [12 15],[34.1 58.9] ; [ 9.9 17.1],0
b5,1,0.344138,0.894954,[47 49] ; [16 11],[49.17073171 46.82926829] ; [13.82926829 13.17073171],0
u3,1,0.35062,0.871212,[20 35] ; [7 7],[21.52173913 33.47826087] ; [5.47826087 8.52173913],0
s8,1,0.354253,0.858163,[17 78] ; [ 7 20],[18.68852459 76.31147541] ; [ 5.31147541 21.68852459],0
a8,1,0.413743,0.668019,[ 8 81] ; [ 1 24],[ 7.02631579 81.97368421] ; [ 1.97368421 23.02631579],0
b4,1,0.415834,0.662059,[52 44] ; [17 10],[53.85365854 42.14634146] ; [15.14634146 11.85365854],0
p11,1,0.464936,0.533985,[64 32] ; [20  7],[65.56097561 30.43902439] ; [18.43902439  8.56097561],0
r1,1,0.468732,0.524964,[56 39] ; [18  9],[57.62295082 37.37704918] ; [16.37704918 10.62295082],0
n5,1,0.506322,0.441661,[59 34] ; [19  8],[60.45 32.55] ; [17.55  9.45],0
u2,1,0.532462,0.389691,[22 32] ; [7 7],[23.02941176 30.97058824] ; [5.97058824 8.02941176],0
b2,1,0.576646,0.311688,[22 32] ; [ 6 12],[21. 33.] ; [ 7. 11.],0
b3,1,0.576646,0.311688,[22 32] ; [ 6 12],[21. 33.] ; [ 7. 11.],0
p9,1,0.618213,0.248387,[60 32] ; [19  8],[61.07563025 30.92436975] ; [17.92436975  9.07563025],0
d3,1,0.644006,0.213542,[33 63] ; [ 8 19],[32. 64.] ; [ 9. 18.],0
s4,1,0.65139,0.204152,[11 84] ; [ 4 23],[11.68032787 83.31967213] ; [ 3.31967213 23.68032787],0
s5,1,0.659335,0.194332,[12 83] ; [ 4 21],[12.66666667 82.33333333] ; [ 3.33333333 21.66666667],0
a4,1,0.669993,0.18161,[22 73] ; [ 5 21],[21.19834711 73.80165289] ; [ 5.80165289 20.19834711],0
a3,1,0.708771,0.139507,[41 52] ; [13 14],[41.85 51.15] ; [12.15 14.85],0
a1,1,0.748476,0.102816,[ 5 91] ; [ 1 26],[ 4.68292683 91.31707317] ; [ 1.31707317 25.68292683],0
a2,1,0.82941,0.046422,[ 6 90] ; [ 2 25],[ 6.24390244 89.75609756] ; [ 1.75609756 25.24390244],0
a5,1,0.872142,0.025901,[41 55] ; [12 15],[41.36585366 54.63414634] ; [11.63414634 15.36585366],0
n1,1,0.888196,0.019765,[14 21] ; [3 4],[14.16666667 20.83333333] ; [2.83333333 4.16666667],0
b1,1,0.974425,0.001028,[43 53] ; [12 15],[42.92682927 53.07317073] ; [12.07317073 14.92682927],0
