Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.6e-05,18.56741,[35 57] ; [23  4],[44.84033613 47.15966387] ; [13.15966387 13.84033613],1
p4,1,2.1e-05,18.07322,[24 69] ; [19  8],[33.325 59.675] ; [ 9.675 17.325],1
p12,1,0.001303,10.338976,[ 2 92] ; [ 5 22],[ 5.43801653 88.56198347] ; [ 1.56198347 25.43801653],0
p5,1,0.001465,10.121626,[ 5 90] ; [ 7 20],[ 9.3442623 85.6557377] ; [ 2.6557377 24.3442623],0
p3,1,0.002576,9.086081,[24 72] ; [15 12],[30.43902439 65.56097561] ; [ 8.56097561 18.43902439],0
s7,1,0.007798,7.079263,[15 76] ; [10 14],[19.7826087 71.2173913] ; [ 5.2173913 18.7826087],0
r4,1,0.009234,6.777015,[60 36] ; [24  3],[65.56097561 30.43902439] ; [18.43902439  8.56097561],0
r3,1,0.017085,5.687639,[71 23] ; [26  1],[75.3553719 18.6446281] ; [21.6446281  5.3553719],0
r2,1,0.028188,4.816525,[74 21] ; [26  1],[77.86885246 17.13114754] ; [22.13114754  4.86885246],0
p8,1,0.047506,3.927379,[32 61] ; [15 12],[36.425 56.575] ; [10.575 16.425],0
n4,1,0.055089,3.679375,[54 40] ; [21  6],[58.26446281 35.73553719] ; [16.73553719 10.26446281],0
n6,1,0.070892,3.262252,[64 31] ; [23  4],[67.74590164 27.25409836] ; [19.25409836  7.74590164],0
p1,1,0.071502,3.248206,[ 9 87] ; [ 6 21],[11.70731707 84.29268293] ; [ 3.29268293 23.70731707],0
d4,1,0.073534,3.202311,[39 56] ; [ 6 21],[35.04098361 59.95901639] ; [ 9.95901639 17.04098361],0
p2,1,0.096377,2.764492,[58 38] ; [21  6],[61.65853659 34.34146341] ; [17.34146341  9.65853659],0
a7,1,0.126853,2.330604,[44 51] ; [17 10],[47.5 47.5] ; [13.5 13.5],0
s6,1,0.145351,2.120373,[29 65] ; [12 14],[32.11666667 61.88333333] ; [ 8.88333333 17.11666667],0
v4,1,0.147693,2.095921,[76 18] ; [25  2],[78.46280992 15.53719008] ; [22.53719008  4.46280992],0
v3,1,0.176272,1.828779,[22 70] ; [10 17],[24.7394958 67.2605042] ; [ 7.2605042 19.7394958],0
v2,1,0.186634,1.743988,[30 58] ; [13 14],[32.90434783 55.09565217] ; [10.09565217 16.90434783],0
s3,1,0.254261,1.299737,[24 69] ; [10 17],[26.35 66.65] ; [ 7.65 19.35],0
d2,1,0.264825,1.243358,[24 72] ; [ 4 23],[21.85365854 74.14634146] ; [ 6.14634146 20.85365854],0
a6,1,0.272445,1.204393,[49 47] ; [17 10],[51.51219512 44.48780488] ; [14.48780488 12.51219512],0
