Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.160711,1.967525,[ 1 15] ; [1 2],[ 1.68421053 14.31578947] ; [0.31578947 2.68421053],0
p9,1,0.179712,1.8,[14  1] ; [2 1],[13.33333333  1.66666667] ; [2.66666667 0.33333333],0
u2,1,0.23568,1.40625,[7 1] ; [1 1],[6.4 1.6] ; [1.6 0.4],0
d2,1,0.243216,1.361855,[ 5 11] ; [2 1],[ 5.89473684 10.10526316] ; [1.10526316 1.89473684],0
s2,1,0.279642,1.168831,[ 5 10] ; [2 1],[5.83333333 9.16666667] ; [1.16666667 1.83333333],0
b1,1,0.347756,0.881629,[ 6 10] ; [2 1],[6.73684211 9.26315789] ; [1.26315789 1.73684211],0
v2,1,0.347756,0.881629,[ 6 10] ; [2 1],[6.73684211 9.26315789] ; [1.26315789 1.73684211],0
a5,1,0.347756,0.881629,[10  6] ; [1 2],[9.26315789 6.73684211] ; [1.73684211 1.26315789],0
r1,1,0.347756,0.881629,[10  6] ; [1 2],[9.26315789 6.73684211] ; [1.73684211 1.26315789],0
d5,1,0.347756,0.881629,[10  6] ; [1 2],[9.26315789 6.73684211] ; [1.73684211 1.26315789],0
p2,1,0.363823,0.824653,[14  2] ; [2 1],[13.47368421  2.52631579] ; [2.52631579 0.47368421],0
p11,1,0.363823,0.824653,[14  2] ; [2 1],[13.47368421  2.52631579] ; [2.52631579 0.47368421],0
s3,1,0.396144,0.72,[6 9] ; [2 1],[6.66666667 8.33333333] ; [1.33333333 1.66666667],0
v3,1,0.465693,0.532176,[9 7] ; [1 2],[8.42105263 7.57894737] ; [1.57894737 1.42105263],0
d3,1,0.465693,0.532176,[9 7] ; [1 2],[8.42105263 7.57894737] ; [1.57894737 1.42105263],0
a4,1,0.569653,0.323264,[ 3 13] ; [1 2],[ 3.36842105 12.63157895] ; [0.63157895 2.36842105],0
a3,1,0.595732,0.281481,[8 8] ; [1 2],[7.57894737 8.42105263] ; [1.42105263 1.57894737],0
a6,1,0.737369,0.112453,[7 9] ; [1 2],[6.73684211 9.26315789] ; [1.26315789 1.73684211],0
v4,1,0.737369,0.112453,[9 7] ; [2 1],[9.26315789 6.73684211] ; [1.73684211 1.26315789],0
d4,1,0.763573,0.090476,[12  4] ; [2 1],[11.78947368  4.21052632] ; [2.21052632 0.78947368],0
n6,1,0.763573,0.090476,[12  4] ; [2 1],[11.78947368  4.21052632] ; [2.21052632 0.78947368],0
d1,1,0.763573,0.090476,[ 4 12] ; [1 2],[ 4.21052632 11.78947368] ; [0.78947368 2.21052632],0
s6,1,0.763573,0.090476,[12  4] ; [2 1],[11.78947368  4.21052632] ; [2.21052632 0.78947368],0
s7,1,0.787221,0.072857,[9 6] ; [1 1],[8.82352941 6.17647059] ; [1.17647059 0.82352941],0
v1,1,0.8908,0.018849,[ 6 10] ; [1 2],[ 5.89473684 10.10526316] ; [1.10526316 1.89473684],0
r4,1,0.8908,0.018849,[ 6 10] ; [1 2],[ 5.89473684 10.10526316] ; [1.10526316 1.89473684],0
n5,1,0.8908,0.018849,[10  6] ; [2 1],[10.10526316  5.89473684] ; [1.89473684 1.10526316],0
p6,1,0.943209,0.005075,[ 5 11] ; [1 2],[ 5.05263158 10.94736842] ; [0.94736842 2.05263158],0
