Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,154.180314,[399  13] ; [29 33],[372.01687764  39.98312236] ; [55.98312236  6.01687764],1
p3,1,2e-06,22.775006,[209 203] ; [12 52],[191.28571429 220.71428571] ; [29.71428571 34.28571429],1
p8,1,6e-06,20.597199,[234 172] ; [17 46],[217.28358209 188.71641791] ; [33.71641791 29.28358209],1
p4,1,1.6e-05,18.665958,[258 152] ; [22 42],[242.19409283 167.80590717] ; [37.80590717 26.19409283],1
v4,1,9.2e-05,15.284306,[399  10] ; [56  8],[393.43551797  15.56448203] ; [61.56448203  2.43551797],1
s6,1,0.000149,14.387588,[288 119] ; [30 34],[274.78980892 132.21019108] ; [43.21019108 20.78980892],1
p7,1,0.000329,12.895114,[266 135] ; [27 36],[253.21767241 147.78232759] ; [39.78232759 23.21767241],1
s2,1,0.000817,11.202558,[212 197] ; [18 44],[199.72399151 209.27600849] ; [30.27600849 31.72399151],1
v1,1,0.001129,10.603042,[231 170] ; [22 40],[219.12095032 181.87904968] ; [33.87904968 28.12095032],0
a5,1,0.001168,10.540595,[307 106] ; [35 29],[296.11320755 116.88679245] ; [45.88679245 18.11320755],0
n5,1,0.001534,10.03719,[318  91] ; [38 26],[307.83086681 101.16913319] ; [48.16913319 15.83086681],0
p2,1,0.002218,9.359387,[366  46] ; [48 16],[358.33613445  53.66386555] ; [55.66386555  8.33613445],0
s8,1,0.005232,7.797442,[185 225] ; [17 47],[174.7257384 235.2742616] ; [27.2742616 36.7257384],0
n6,1,0.006937,7.289261,[371  38] ; [50 13],[364.80720339  44.19279661] ; [56.19279661  6.80720339],0
p5,1,0.010679,6.51797,[ 50 360] ; [ 1 63],[ 44.11392405 365.88607595] ; [ 6.88607595 57.11392405],0
v2,1,0.011985,6.31314,[243 154] ; [28 35],[233.88478261 163.11521739] ; [37.11521739 25.88478261],0
s7,1,0.015531,5.855234,[201 198] ; [21 41],[192.14316703 206.85683297] ; [29.85683297 32.14316703],0
v3,1,0.022328,5.220062,[167 229] ; [17 46],[158.74509804 237.25490196] ; [25.25490196 37.74509804],0
s5,1,0.032046,4.596031,[144 256] ; [14 49],[136.50107991 263.49892009] ; [21.49892009 41.50107991],0
p6,1,0.034394,4.475016,[146 262] ; [14 49],[138.59872611 269.40127389] ; [21.40127389 41.59872611],0
d5,1,0.037598,4.323124,[341  71] ; [46 18],[334.96638655  77.03361345] ; [52.03361345 11.96638655],0
d3,1,0.038244,4.294117,[297 115] ; [38 26],[289.95798319 122.04201681] ; [45.04201681 18.95798319],0
n4,1,0.046545,3.961752,[324  89] ; [43 21],[317.75890985  95.24109015] ; [49.24109015 14.75890985],0
p12,1,0.060669,3.518995,[ 44 368] ; [ 2 61],[ 39.89894737 372.10105263] ; [ 6.10105263 56.89894737],0
