Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,25.720481,[29 16] ; [ 4 35],[17.67857143 27.32142857] ; [15.32142857 23.67857143],1
a3,1,1.5e-05,18.72,[36  9] ; [13 26],[26.25 18.75] ; [22.75 16.25],1
d2,1,3.2e-05,17.269314,[30 15] ; [ 8 30],[20.60240964 24.39759036] ; [17.39759036 20.60240964],1
d5,1,0.000412,12.478603,[38  8] ; [18 21],[30.30588235 15.69411765] ; [25.69411765 13.30588235],1
d1,1,0.003004,8.804751,[29 17] ; [12 27],[22.18823529 23.81176471] ; [18.81176471 20.18823529],0
a6,1,0.019575,5.449376,[27 19] ; [13 26],[21.64705882 24.35294118] ; [18.35294118 20.64705882],0
n4,1,0.029996,4.709549,[33 13] ; [19 20],[28.14117647 17.85882353] ; [23.85882353 15.14117647],0
d4,1,0.044469,4.038653,[36 10] ; [22 16],[31.76190476 14.23809524] ; [26.23809524 11.76190476],0
p6,1,0.080468,3.055431,[ 6 39] ; [ 1 37],[ 3.79518072 41.20481928] ; [ 3.20481928 34.79518072],0
s7,1,0.086313,2.941836,[14 26] ; [ 7 32],[10.63291139 29.36708861] ; [10.36708861 28.63291139],0
u2,1,0.096821,2.757147,[1 9] ; [10 16],[3.05555556 6.94444444] ; [ 7.94444444 18.05555556],0
a7,1,0.119751,2.420572,[26 20] ; [15 23],[22.45238095 23.54761905] ; [18.54761905 19.45238095],0
r2,1,0.133794,2.247917,[28 15] ; [19 20],[24.64634146 18.35365854] ; [22.35365854 16.64634146],0
u1,1,0.136306,2.219171,[ 5 41] ; [ 1 38],[ 3.24705882 42.75294118] ; [ 2.75294118 36.24705882],0
b4,1,0.144921,2.124918,[26 20] ; [28 11],[29.22352941 16.77647059] ; [24.77647059 14.22352941],0
p4,1,0.155633,2.01615,[13 33] ; [ 6 33],[10.28235294 35.71764706] ; [ 8.71764706 30.28235294],0
d3,1,0.174869,1.840695,[28 18] ; [18 21],[24.89411765 21.10588235] ; [21.10588235 17.89411765],0
a1,1,0.184343,1.762262,[ 8 38] ; [ 3 36],[ 5.95294118 40.04705882] ; [ 5.04705882 33.95294118],0
s4,1,0.205346,1.603941,[ 4 42] ; [ 7 32],[ 5.95294118 40.04705882] ; [ 5.04705882 33.95294118],0
v1,1,0.240592,1.37712,[15 28] ; [ 9 30],[12.58536585 30.41463415] ; [11.41463415 27.58536585],0
p3,1,0.261838,1.259012,[10 35] ; [ 5 34],[ 8.03571429 36.96428571] ; [ 6.96428571 32.03571429],0
v2,1,0.281987,1.15749,[18 28] ; [10 26],[15.70731707 30.29268293] ; [12.29268293 23.70731707],0
s8,1,0.34652,0.88616,[ 8 38] ; [ 4 35],[ 6.49411765 39.50588235] ; [ 5.50588235 33.49411765],0
n1,1,0.380564,0.768879,[ 9 14] ; [ 5 14],[ 7.66666667 15.33333333] ; [ 6.33333333 12.66666667],0
p5,1,0.390569,0.737171,[ 3 43] ; [ 1 38],[ 2.16470588 43.83529412] ; [ 1.83529412 37.16470588],0
a8,1,0.409418,0.680489,[ 3 41] ; [ 1 35],[ 2.2 41.8] ; [ 1.8 34.2],0
s2,1,0.469312,0.523595,[11 34] ; [ 7 32],[ 9.64285714 35.35714286] ; [ 8.35714286 30.64285714],0
p2,1,0.472588,0.515917,[20 26] ; [20 19],[21.64705882 24.35294118] ; [18.35294118 20.64705882],0
b5,1,0.472588,0.515917,[20 26] ; [20 19],[21.64705882 24.35294118] ; [18.35294118 20.64705882],0
p11,1,0.503778,0.446969,[21 25] ; [15 24],[19.48235294 26.51764706] ; [16.51764706 22.48235294],0
s5,1,0.530989,0.392499,[ 8 37] ; [ 5 34],[ 6.96428571 38.03571429] ; [ 6.03571429 32.96428571],0
n5,1,0.553867,0.350434,[30 16] ; [23 16],[28.68235294 17.31764706] ; [24.31764706 14.68235294],0
b1,1,0.580143,0.306003,[24 22] ; [18 21],[22.72941176 23.27058824] ; [19.27058824 19.72941176],0
n6,1,0.606645,0.265089,[29 16] ; [23 16],[27.85714286 17.14285714] ; [24.14285714 14.85714286],0
p10,1,0.647755,0.208742,[20 25] ; [15 23],[18.97590361 26.02409639] ; [16.02409639 21.97590361],0
p9,1,0.654317,0.200501,[22 20] ; [18 20],[21. 21.] ; [19. 19.],0
b3,1,0.660877,0.192459,[12 17] ; [10 11],[12.76 16.24] ; [ 9.24 11.76],0
b2,1,0.660877,0.192459,[12 17] ; [10 11],[12.76 16.24] ; [ 9.24 11.76],0
n2,1,0.756549,0.09611,[12 11] ; [ 9 10],[11.5 11.5] ; [9.5 9.5],0
r3,1,0.762045,0.091686,[24 21] ; [19 19],[23.31325301 21.68674699] ; [19.68674699 18.31325301],0
r1,1,0.822128,0.050539,[14 32] ; [11 28],[13.52941176 32.47058824] ; [11.47058824 27.52941176],0
