Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.008295,6.968641,[2 1] ; [ 5 40],[0.4375 2.5625] ; [ 6.5625 38.4375],0
p8,1,0.009236,6.776596,[2 1] ; [ 5 39],[0.44680851 2.55319149] ; [ 6.55319149 37.44680851],0
p4,1,0.028086,4.822792,[2 1] ; [ 7 38],[0.5625 2.4375] ; [ 8.4375 36.5625],0
v2,1,0.047104,3.941687,[2 1] ; [ 8 36],[0.63829787 2.36170213] ; [ 9.36170213 34.63829787],0
v1,1,0.091267,2.851876,[2 1] ; [10 34],[0.76595745 2.23404255] ; [11.23404255 32.76595745],0
s7,1,0.177291,1.820188,[1 1] ; [ 6 36],[0.31818182 1.68181818] ; [ 6.68181818 35.31818182],0
a2,1,0.1796,1.80093,[1 2] ; [ 4 41],[0.3125 2.6875] ; [ 4.6875 40.3125],0
s4,1,0.1796,1.80093,[1 2] ; [ 4 41],[0.3125 2.6875] ; [ 4.6875 40.3125],0
a4,1,0.255883,1.290894,[2 1] ; [15 29],[1.08510638 1.91489362] ; [15.91489362 28.08510638],0
p1,1,0.259796,1.269841,[1 2] ; [ 5 40],[0.375 2.625] ; [ 5.625 39.375],0
s1,1,0.341942,0.903136,[1 2] ; [ 6 39],[0.4375 2.5625] ; [ 6.5625 38.4375],0
b1,1,0.408593,0.682892,[1 2] ; [26 19],[1.6875 1.3125] ; [25.3125 19.6875],0
p3,1,0.423711,0.64,[1 2] ; [ 7 38],[0.5 2.5] ; [ 7.5 37.5],0
d2,1,0.428571,0.626693,[2 1] ; [19 25],[1.34042553 1.65957447] ; [19.65957447 24.34042553],0
d5,1,0.454486,0.559441,[1 2] ; [25 20],[1.625 1.375] ; [24.375 20.625],0
n1,1,0.587793,0.293803,[2 1] ; [11 11],[1.56 1.44] ; [11.44 10.56],0
a5,1,0.601529,0.272696,[2 1] ; [23 22],[1.5625 1.4375] ; [23.4375 21.5625],0
a6,1,0.601529,0.272696,[1 2] ; [22 23],[1.4375 1.5625] ; [21.5625 23.4375],0
a7,1,0.601529,0.272696,[1 2] ; [22 23],[1.4375 1.5625] ; [21.5625 23.4375],0
p7,1,0.730647,0.118519,[1 2] ; [11 34],[0.75 2.25] ; [11.25 33.75],0
d3,1,0.762369,0.091429,[1 2] ; [19 26],[1.25 1.75] ; [18.75 26.25],0
b2,1,0.787064,0.072968,[1 2] ; [12 17],[1.21875 1.78125] ; [11.78125 17.21875],0
b3,1,0.787064,0.072968,[1 2] ; [12 17],[1.21875 1.78125] ; [11.78125 17.21875],0
a3,1,0.795862,0.066929,[2 1] ; [26 18],[1.78723404 1.21276596] ; [26.21276596 17.78723404],0
b4,1,0.877641,0.023704,[2 1] ; [28 17],[1.875 1.125] ; [28.125 16.875],0
d4,1,0.937889,0.006072,[2 1] ; [29 16],[1.9375 1.0625] ; [29.0625 15.9375],0
d1,1,0.937889,0.006072,[1 2] ; [16 29],[1.0625 1.9375] ; [15.9375 29.0625],0
p2,1,0.956559,0.002967,[1 2] ; [14 30],[0.95744681 2.04255319] ; [14.04255319 29.95744681],0
r1,1,1.0,0.0,[1 2] ; [15 30],[1. 2.] ; [15. 30.],0
