Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.043406,4.079529,[18  1] ; [60 22],[14.67326733  4.32673267] ; [63.32673267 18.67326733],0
d1,1,0.690278,0.158785,[ 9 10] ; [43 39],[9.78217822 9.21782178] ; [42.21782178 39.78217822],0
p4,1,0.724957,0.123792,[10  9] ; [39 42],[9.31 9.69] ; [39.69 41.31],0
p8,1,0.728696,0.120313,[ 7 11] ; [28 53],[ 6.36363636 11.63636364] ; [28.63636364 52.36363636],0
r1,1,0.744375,0.106318,[14  5] ; [61 18],[14.54081633  4.45918367] ; [60.45918367 18.54081633],0
b5,1,0.744871,0.105891,[12  7] ; [55 27],[12.6039604  6.3960396] ; [54.3960396 27.6039604],0
s6,1,0.760705,0.092754,[12  4] ; [57 23],[11.5  4.5] ; [57.5 22.5],0
p3,1,0.785172,0.074303,[ 8 11] ; [36 43],[ 8.53061224 10.46938776] ; [35.46938776 43.53061224],0
a3,1,0.798606,0.065102,[12  7] ; [53 27],[12.47474747  6.52525253] ; [52.52525253 27.47474747],0
v4,1,0.826153,0.048241,[17  2] ; [71 10],[16.72  2.28] ; [71.28  9.72],0
s7,1,0.826464,0.048066,[9 7] ; [41 36],[8.60215054 7.39784946] ; [41.39784946 35.60215054],0
p7,1,0.844386,0.038528,[9 9] ; [41 37],[9.375 8.625] ; [40.625 37.375],0
p10,1,0.852344,0.034644,[10  7] ; [49 31],[10.34020619  6.65979381] ; [48.65979381 31.34020619],0
a4,1,0.874399,0.024987,[ 9 10] ; [40 41],[9.31 9.69] ; [39.69 41.31],0
a8,1,0.898833,0.016163,[ 2 14] ; [10 63],[ 2.15730337 13.84269663] ; [ 9.84269663 63.15730337],0
a5,1,0.910132,0.01274,[13  6] ; [55 27],[12.79207921  6.20792079] ; [55.20792079 26.79207921],0
n5,1,0.911458,0.012365,[13  6] ; [53 26],[12.79591837  6.20408163] ; [53.20408163 25.79591837],0
p12,1,0.913856,0.011702,[ 1 17] ; [ 4 77],[ 0.90909091 17.09090909] ; [ 4.09090909 76.90909091],0
u3,1,0.924978,0.008867,[4 3] ; [16 13],[3.88888889 3.11111111] ; [16.11111111 12.88888889],0
n2,1,0.930736,0.007555,[5 2] ; [19  7],[5.09090909 1.90909091] ; [18.90909091  7.09090909],0
b4,1,0.935551,0.006539,[10  9] ; [44 38],[10.15841584  8.84158416] ; [43.84158416 38.15841584],0
u2,1,0.939919,0.005681,[3 4] ; [12 15],[3.08823529 3.91176471] ; [11.91176471 15.08823529],0
p1,1,0.94155,0.005376,[ 2 17] ; [ 9 72],[ 2.09 16.91] ; [ 8.91 72.09],0
n6,1,0.945406,0.004689,[13  6] ; [54 24],[13.12371134  5.87628866] ; [53.87628866 24.12371134],0
a6,1,0.959208,0.002616,[11  8] ; [48 34],[11.0990099  7.9009901] ; [47.9009901 34.0990099],0
a2,1,0.963654,0.002077,[ 5 14] ; [22 60],[ 5.07920792 13.92079208] ; [21.92079208 60.07920792],0
p2,1,0.995326,3.4e-05,[14  5] ; [59 21],[14.01010101  4.98989899] ; [58.98989899 21.01010101],0
