Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.043406,4.079529,[18  1] ; [60 22],[14.67326733  4.32673267] ; [63.32673267 18.67326733],0
s3,1,0.05577,3.658921,[14  5] ; [40 41],[10.26  8.74] ; [43.74 37.26],0
v3,1,0.057584,3.605623,[ 4 15] ; [35 43],[ 7.63917526 11.36082474] ; [31.36082474 46.63917526],0
r4,1,0.06415,3.426709,[18  1] ; [62 20],[15.04950495  3.95049505] ; [64.95049505 17.04950495],0
s2,1,0.092407,2.831929,[14  5] ; [43 39],[10.72277228  8.27722772] ; [46.27722772 35.72277228],0
s5,1,0.10488,2.629725,[9 7] ; [27 51],[6.12765957 9.87234043] ; [29.87234043 48.12765957],0
n4,1,0.15947,1.97924,[10  9] ; [55 24],[12.60204082  6.39795918] ; [52.39795918 26.60204082],0
b3,1,0.263011,1.252841,[1 6] ; [15 27],[2.28571429 4.71428571] ; [13.71428571 28.28571429],0
b2,1,0.263011,1.252841,[1 6] ; [15 27],[2.28571429 4.71428571] ; [13.71428571 28.28571429],0
r3,1,0.29276,1.106887,[17  1] ; [69 12],[15.63636364  2.36363636] ; [70.36363636 10.63636364],0
p6,1,0.296261,1.090951,[ 4 14] ; [28 52],[ 5.87755102 12.12244898] ; [26.12244898 53.87755102],0
d3,1,0.311941,1.02244,[15  4] ; [55 27],[13.16831683  5.83168317] ; [56.83168317 25.16831683],0
v2,1,0.337607,0.919498,[ 9 10] ; [47 32],[10.85714286  8.14285714] ; [45.14285714 33.85714286],0
s8,1,0.346071,0.88781,[10  9] ; [33 48],[ 8.17 10.83] ; [34.83 46.17],0
u1,1,0.352956,0.862803,[ 5 14] ; [14 68],[ 3.57425743 15.42574257] ; [15.42574257 66.57425743],0
p5,1,0.360011,0.837856,[ 3 16] ; [ 7 73],[ 1.91919192 17.08080808] ; [ 8.08080808 71.91919192],0
d2,1,0.363918,0.824327,[11  8] ; [38 44],[9.21782178 9.78217822] ; [39.78217822 42.21782178],0
n3,1,0.384742,0.755495,[6 1] ; [18  8],[5.09090909 1.90909091] ; [18.90909091  7.09090909],0
a7,1,0.396293,0.719547,[15  4] ; [56 25],[13.49  5.51] ; [57.51 23.49],0
n1,1,0.403454,0.698009,[2 5] ; [12 14],[2.96969697 4.03030303] ; [11.03030303 14.96969697],0
d4,1,0.595184,0.282321,[14  5] ; [65 17],[14.86138614  4.13861386] ; [64.13861386 17.86138614],0
b1,1,0.62081,0.244731,[ 9 10] ; [44 38],[9.97029703 9.02970297] ; [43.02970297 38.97029703],0
s1,1,0.645489,0.211635,[ 1 17] ; [ 7 72],[ 1.48453608 16.51546392] ; [ 6.51546392 72.48453608],0
p9,1,0.668,0.183951,[11  6] ; [56 24],[11.74226804  5.25773196] ; [55.25773196 24.74226804],0
