Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,48.714192,[78 26] ; [39 94],[51.34177215 52.65822785] ; [65.65822785 67.34177215],1
p7,1,0.0,30.646752,[81 23] ; [55 76],[60.18723404 43.81276596] ; [75.81276596 55.18723404],1
p8,1,0.0,26.30895,[72 32] ; [47 85],[52.44067797 51.55932203] ; [66.55932203 65.44067797],1
v1,1,0.000325,12.92127,[62 40] ; [49 83],[48.38461538 53.61538462] ; [62.61538462 69.38461538],1
p6,1,0.000704,11.47809,[41 62] ; [ 26 106],[29.36595745 73.63404255] ; [37.63404255 94.36595745],1
a5,1,0.001092,10.665112,[81 23] ; [78 57],[69.18828452 34.81171548] ; [89.81171548 45.18828452],0
n4,1,0.002709,8.993445,[84 20] ; [85 50],[73.53974895 30.46025105] ; [95.46025105 39.53974895],0
s5,1,0.00661,7.376056,[20 81] ; [ 10 120],[13.11688312 87.88311688] ; [ 16.88311688 113.11688312],0
v3,1,0.007188,7.22527,[46 55] ; [36 91],[36.3245614 64.6754386] ; [45.6754386 81.3245614],0
s8,1,0.00799,7.035787,[32 72] ; [ 22 113],[23.49790795 80.50209205] ; [ 30.50209205 104.49790795],0
p11,1,0.008812,6.860518,[93 11] ; [103  32],[85.28870293 18.71129707] ; [110.71129707  24.28870293],0
s7,1,0.009828,6.665889,[32 66] ; [ 23 106],[23.74449339 74.25550661] ; [31.25550661 97.74449339],0
v2,1,0.010049,6.626104,[64 38] ; [58 69],[54.34061135 47.65938865] ; [67.65938865 59.34061135],0
p1,1,0.013217,6.139896,[14 90] ; [  6 128],[ 8.7394958 95.2605042] ; [ 11.2605042 122.7394958],0
n5,1,0.017063,5.689879,[82 22] ; [86 47],[73.72151899 30.27848101] ; [94.27848101 38.72151899],0
r4,1,0.022632,5.196549,[92 12] ; [104  31],[85.28870293 18.71129707] ; [110.71129707  24.28870293],0
p12,1,0.022912,5.175173,[ 6 98] ; [  1 133],[  3.05882353 100.94117647] ; [  3.94117647 130.05882353],0
p10,1,0.028714,4.784706,[95  9] ; [109  25],[89.14285714 14.85714286] ; [114.85714286  19.14285714],0
r1,1,0.037105,4.345603,[80 24] ; [87 48],[72.66945607 31.33054393] ; [94.33054393 40.66945607],0
v4,1,0.03803,4.30369,[100   4] ; [119  15],[95.69747899  8.30252101] ; [123.30252101  10.69747899],0
a6,1,0.045768,3.990106,[76 28] ; [82 53],[68.75313808 35.24686192] ; [89.24686192 45.75313808],0
u1,1,0.049574,3.855795,[16 88] ; [ 10 125],[11.31380753 92.68619247] ; [ 14.68619247 120.31380753],0
u3,1,0.061863,3.486712,[17 10] ; [19 28],[13.13513514 13.86486486] ; [22.86486486 24.13513514],0
p5,1,0.06911,3.304026,[11 92] ; [  6 127],[ 7.41949153 95.58050847] ; [  9.58050847 123.41949153],0
a7,1,0.076443,3.138956,[80 24] ; [89 45],[73.8487395 30.1512605] ; [95.1512605 38.8487395],0
n6,1,0.08028,3.059234,[88 16] ; [101  33],[82.58823529 21.41176471] ; [106.41176471  27.58823529],0
d5,1,0.090488,2.865668,[83 21] ; [94 40],[77.34453782 26.65546218] ; [99.65546218 34.34453782],0
p2,1,0.098153,2.735299,[90 14] ; [104  29],[85.13080169 18.86919831] ; [108.86919831  24.13080169],0
a3,1,0.131651,2.272924,[77 26] ; [88 46],[71.70886076 31.29113924] ; [93.29113924 40.70886076],0
b5,1,0.213988,1.544241,[58 46] ; [86 49],[62.66108787 41.33891213] ; [81.33891213 53.66108787],0
s1,1,0.27675,1.182982,[  1 103] ; [  4 129],[  2.19409283 101.80590717] ; [  2.80590717 130.19409283],0
r2,1,0.345106,0.891371,[96  8] ; [117  15],[93.86440678 10.13559322] ; [119.13559322  12.86440678],0
n3,1,0.361094,0.834085,[12  2] ; [28 10],[10.76923077  3.23076923] ; [29.23076923  8.76923077],0
u2,1,0.367592,0.811787,[15 12] ; [21 26],[13.13513514 13.86486486] ; [22.86486486 24.13513514],0
a2,1,0.436927,0.604339,[21 83] ; [ 22 113],[18.71129707 85.28870293] ; [ 24.28870293 110.71129707],0
d2,1,0.450228,0.570077,[40 63] ; [59 76],[42.84453782 60.15546218] ; [56.15546218 78.84453782],0
b3,1,0.48174,0.494922,[31 37] ; [29 44],[28.93617021 39.06382979] ; [31.06382979 41.93617021],0
b2,1,0.48174,0.494922,[31 37] ; [29 44],[28.93617021 39.06382979] ; [31.06382979 41.93617021],0
