Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.313897,[ 6 31] ; [47 24],[18.15740741 18.84259259] ; [34.84259259 36.15740741],1
d2,1,0.119923,2.418326,[10 27] ; [30 41],[13.7037037 23.2962963] ; [26.2962963 44.7037037],0
d5,1,0.160868,1.96605,[24 13] ; [55 16],[27.06481481  9.93518519] ; [51.93518519 19.06481481],0
b2,1,0.180933,1.789941,[ 9 13] ; [ 9 28],[ 6.71186441 15.28813559] ; [11.28813559 25.71186441],0
b3,1,0.180933,1.789941,[ 9 13] ; [ 9 28],[ 6.71186441 15.28813559] ; [11.28813559 25.71186441],0
s1,1,0.214267,1.542361,[ 3 34] ; [ 2 69],[ 1.71296296 35.28703704] ; [ 3.28703704 67.71296296],0
b5,1,0.227277,1.457824,[19 18] ; [45 26],[21.92592593 15.07407407] ; [42.07407407 28.92592593],0
u1,1,0.235786,1.405614,[ 2 35] ; [ 9 62],[ 3.76851852 33.23148148] ; [ 7.23148148 63.76851852],0
p5,1,0.25029,1.321683,[ 5 31] ; [ 5 66],[ 3.36448598 32.63551402] ; [ 6.63551402 64.36448598],0
r1,1,0.254566,1.298069,[23 14] ; [51 19],[25.58878505 11.41121495] ; [48.41121495 21.58878505],0
a3,1,0.256283,1.288726,[26 11] ; [42 29],[23.2962963 13.7037037] ; [44.7037037 26.2962963],0
v1,1,0.283699,1.149283,[13 23] ; [32 36],[15.57692308 20.42307692] ; [29.42307692 38.57692308],0
n1,1,0.290588,1.116894,[6 8] ; [ 6 17],[4.54054054 9.45945946] ; [ 7.45945946 15.54054054],0
p10,1,0.3069,1.043971,[24 13] ; [52 18],[26.28037383 10.71962617] ; [49.71962617 20.28037383],0
u2,1,0.314188,1.012987,[6 5] ; [20  8],[7.33333333 3.66666667] ; [18.66666667  9.33333333],0
v2,1,0.361434,0.832904,[16 19] ; [37 30],[18.18627451 16.81372549] ; [34.81372549 32.18627451],0
a5,1,0.384052,0.757691,[23 14] ; [50 21],[25.00925926 11.99074074] ; [47.99074074 23.00925926],0
a4,1,0.392574,0.730953,[12 25] ; [29 42],[14.0462963 22.9537037] ; [26.9537037 44.0462963],0
a7,1,0.43561,0.607818,[25 12] ; [53 18],[26.72222222 10.27777778] ; [51.27777778 19.72222222],0
p8,1,0.440804,0.594189,[19 17] ; [43 28],[20.85981308 15.14018692] ; [41.14018692 29.85981308],0
p7,1,0.461826,0.541465,[25 12] ; [52 18],[26.62616822 10.37383178] ; [50.37383178 19.62616822],0
p9,1,0.542291,0.37131,[26 11] ; [53 17],[27.31775701  9.68224299] ; [51.68224299 18.31775701],0
n2,1,0.549667,0.357914,[11  3] ; [16  7],[10.21621622  3.78378378] ; [16.78378378  6.21621622],0
a1,1,0.690892,0.158121,[ 1 36] ; [ 3 68],[ 1.37037037 35.62962963] ; [ 2.62962963 68.37037037],0
n6,1,0.695666,0.15302,[25 12] ; [44 25],[24.08490566 12.91509434] ; [44.91509434 24.08490566],0
b1,1,0.702395,0.145993,[16 21] ; [28 43],[15.07407407 21.92592593] ; [28.92592593 42.07407407],0
n5,1,0.730964,0.118228,[15 22] ; [26 44],[14.17757009 22.82242991] ; [26.82242991 43.17757009],0
n3,1,0.802317,0.062675,[11  4] ; [16  7],[10.65789474  4.34210526] ; [16.34210526  6.65789474],0
p2,1,0.884135,0.021237,[29  8] ; [54 16],[28.70093458  8.29906542] ; [54.29906542 15.70093458],0
u3,1,0.884483,0.021109,[8 3] ; [19  8],[7.81578947 3.18421053] ; [19.18421053  7.81578947],0
p11,1,0.889878,0.019171,[24 13] ; [47 24],[24.32407407 12.67592593] ; [46.67592593 24.32407407],0
v4,1,0.951252,0.003737,[34  3] ; [65  6],[33.91666667  3.08333333] ; [65.08333333  5.91666667],0
p12,1,0.960779,0.002418,[ 2 35] ; [ 4 67],[ 2.05555556 34.94444444] ; [ 3.94444444 67.05555556],0
a8,1,0.985483,0.000331,[ 2 31] ; [ 4 61],[ 2.02040816 30.97959184] ; [ 3.97959184 61.02040816],0
