Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.645087,[67  6] ; [ 9 19],[54.93069307 18.06930693] ; [21.06930693  6.93069307],1
v4,1,0.000316,12.970691,[71  1] ; [21  6],[66.90909091  5.09090909] ; [25.09090909  1.90909091],1
u2,1,0.002333,9.267344,[22  1] ; [7 6],[18.52777778  4.47222222] ; [10.47222222  2.52777778],0
v3,1,0.004218,8.187584,[25 43] ; [ 2 25],[19.32631579 48.67368421] ; [ 7.67368421 19.32631579],0
r3,1,0.004819,7.946046,[69  4] ; [21  7],[65.04950495  7.95049505] ; [24.95049505  3.04950495],0
a5,1,0.017847,5.611084,[50 23] ; [12 16],[44.81188119 28.18811881] ; [17.18811881 10.81188119],0
p8,1,0.025337,5.000716,[40 33] ; [ 8 19],[35.04 37.96] ; [12.96 14.04],0
d5,1,0.036085,4.393094,[59 14] ; [17 11],[54.93069307 18.06930693] ; [21.06930693  6.93069307],0
v2,1,0.063165,3.452273,[36 30] ; [ 9 18],[31.93548387 34.06451613] ; [13.06451613 13.93548387],0
d3,1,0.077077,3.125474,[54 19] ; [15 12],[50.37 22.63] ; [18.63  8.37],0
r2,1,0.080362,3.057575,[66  7] ; [20  6],[63.41414141  9.58585859] ; [22.58585859  3.41414141],0
n4,1,0.086019,2.947335,[40 33] ; [10 18],[36.13861386 36.86138614] ; [13.86138614 14.13861386],0
s6,1,0.088295,2.905196,[45 28] ; [12 16],[41.1980198 31.8019802] ; [15.8019802 12.1980198],0
p7,1,0.090834,2.859532,[45 24] ; [12 14],[41.4 27.6] ; [15.6 10.4],0
a6,1,0.092701,2.82684,[52 21] ; [15 13],[48.42574257 24.57425743] ; [18.57425743  9.42574257],0
a4,1,0.10708,2.596803,[28 45] ; [ 6 22],[24.57425743 48.42574257] ; [ 9.42574257 18.57425743],0
d4,1,0.118219,2.440765,[60 13] ; [19  9],[57.0990099 15.9009901] ; [21.9009901  6.0990099],0
p1,1,0.142398,2.151853,[ 4 69] ; [ 4 24],[ 5.78217822 67.21782178] ; [ 2.21782178 25.78217822],0
a3,1,0.161046,1.964375,[50 23] ; [15 13],[46.98019802 26.01980198] ; [18.01980198  9.98019802],0
d1,1,0.162885,1.947237,[40 33] ; [11 17],[36.86138614 36.13861386] ; [14.13861386 13.86138614],0
s2,1,0.163249,1.943869,[30 42] ; [16 12],[33.12 38.88] ; [12.88 15.12],0
s4,1,0.174197,1.846444,[10 63] ; [ 7 21],[12.28712871 60.71287129] ; [ 4.71287129 23.28712871],0
p2,1,0.183828,1.766402,[58 15] ; [18  9],[55.48 17.52] ; [20.52  6.48],0
p3,1,0.199198,1.648242,[31 42] ; [ 8 20],[28.18811881 44.81188119] ; [10.81188119 17.18811881],0
p4,1,0.225579,1.468524,[38 34] ; [11 17],[35.28 36.72] ; [13.72 14.28],0
a7,1,0.246224,1.344601,[53 20] ; [17 11],[50.59405941 22.40594059] ; [19.40594059  8.59405941],0
p11,1,0.266487,1.234743,[55 18] ; [18 10],[52.76237624 20.23762376] ; [20.23762376  7.76237624],0
