Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,44.611354,[ 83 151] ; [102  42],[114.52380952 119.47619048] ; [70.47619048 73.52380952],1
p2,1,0.0,28.122678,[162  77] ; [135  13],[183.41860465  55.58139535] ; [113.58139535  34.41860465],1
p4,1,6.5e-05,15.957768,[ 70 168] ; [73 74],[ 88.4 149.6] ; [54.6 92.4],1
p6,1,0.002206,9.36936,[ 48 189] ; [51 98],[ 60.78497409 176.21502591] ; [ 38.21502591 110.78497409],0
p11,1,0.002446,9.1809,[168  71] ; [125  24],[180.48195876  58.51804124] ; [112.51804124  36.48195876],0
v1,1,0.00481,7.949558,[ 92 142] ; [79 67],[105.3 128.7] ; [65.7 80.3],0
p5,1,0.006046,7.536683,[  7 231] ; [ 14 134],[ 12.94818653 225.05181347] ; [  8.05181347 139.94818653],0
p10,1,0.009062,6.810548,[167  68] ; [121  25],[177.63779528  57.36220472] ; [110.36220472  35.63779528],0
p9,1,0.012118,6.293588,[174  59] ; [124  21],[183.68783069  49.31216931] ; [114.31216931  30.68783069],0
v4,1,0.017514,5.644155,[217  21] ; [144   4],[222.58549223  15.41450777] ; [138.41450777   9.58549223],0
n5,1,0.019798,5.429652,[164  74] ; [118  30],[173.87564767  64.12435233] ; [108.12435233  39.87564767],0
r4,1,0.032736,4.559511,[200  39] ; [136  13],[206.96907216  32.03092784] ; [129.03092784  19.96907216],0
a2,1,0.047582,3.924681,[ 55 184] ; [ 22 127],[ 47.43041237 191.56958763] ; [ 29.56958763 119.43041237],0
n2,1,0.05963,3.547654,[56 26] ; [29  5],[60.0862069 21.9137931] ; [24.9137931  9.0862069],0
u1,1,0.067414,3.344892,[ 38 201] ; [ 14 135],[ 32.03092784 206.96907216] ; [ 19.96907216 129.03092784],0
p1,1,0.101526,2.681405,[ 10 229] ; [ 12 135],[ 13.62176166 225.37823834] ; [  8.37823834 138.62176166],0
d2,1,0.104413,2.636811,[115 121] ; [60 89],[107.27272727 128.72727273] ; [67.72727273 81.27272727],0
a4,1,0.116964,2.457513,[104 133] ; [53 95],[ 96.64675325 140.35324675] ; [60.35324675 87.64675325],0
n4,1,0.124406,2.360952,[168  70] ; [115  33],[174.49222798  63.50777202] ; [108.50777202  39.49222798],0
a8,1,0.133645,2.249647,[ 27 195] ; [ 24 110],[ 31.80337079 190.19662921] ; [ 19.19662921 114.80337079],0
v3,1,0.138784,2.191385,[ 70 161] ; [55 91],[ 76.59151194 154.40848806] ; [48.40848806 97.59151194],0
a7,1,0.144005,2.134636,[160  77] ; [111  38],[166.39119171  70.60880829] ; [104.60880829  44.39119171],0
a6,1,0.204002,1.613488,[158  81] ; [89 60],[152.14690722  86.85309278] ; [94.85309278 54.14690722],0
