Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-06,20.991356,[21 19] ; [ 5 48],[11.1827957 28.8172043] ; [14.8172043 38.1827957],1
s6,1,2.8e-05,17.538412,[25 16] ; [10 43],[15.26595745 25.73404255] ; [19.73404255 33.26595745],1
p4,1,7.2e-05,15.753038,[23 18] ; [ 9 44],[13.95744681 27.04255319] ; [18.04255319 34.95744681],1
p11,1,0.000114,14.895979,[28 13] ; [15 38],[18.75531915 22.24468085] ; [24.24468085 28.75531915],1
p2,1,0.001291,10.355909,[32  8] ; [25 28],[24.51612903 15.48387097] ; [32.48387097 20.51612903],0
s8,1,0.003542,8.504928,[15 26] ; [ 6 47],[ 9.15957447 31.84042553] ; [11.84042553 41.15957447],0
p6,1,0.004295,8.154494,[13 26] ; [ 5 48],[ 7.63043478 31.36956522] ; [10.36956522 42.63043478],0
s3,1,0.006784,7.329216,[26 14] ; [19 33],[19.56521739 20.43478261] ; [25.43478261 26.56521739],0
p3,1,0.008489,6.927299,[18 23] ; [10 43],[12.21276596 28.78723404] ; [15.78723404 37.21276596],0
r3,1,0.017754,5.620285,[34  7] ; [32 21],[28.78723404 12.21276596] ; [37.21276596 15.78723404],0
u2,1,0.018943,5.50673,[14  4] ; [ 9 13],[10.35  7.65] ; [12.65  9.35],0
p1,1,0.059812,3.542604,[ 1 40] ; [ 7 45],[ 3.52688172 37.47311828] ; [ 4.47311828 47.52688172],0
b3,1,0.066169,3.375582,[ 5 22] ; [13 19],[ 8.23728814 18.76271186] ; [ 9.76271186 22.23728814],0
b2,1,0.066169,3.375582,[ 5 22] ; [13 19],[ 8.23728814 18.76271186] ; [ 9.76271186 22.23728814],0
s7,1,0.104031,2.642637,[12 26] ; [ 8 40],[ 8.8372093 29.1627907] ; [11.1627907 36.8372093],0
r2,1,0.105224,2.624531,[30 11] ; [45  7],[33.06451613  7.93548387] ; [41.93548387 10.06451613],0
s2,1,0.110796,2.542827,[16 24] ; [13 40],[12.47311828 27.52688172] ; [16.52688172 36.47311828],0
n4,1,0.112406,2.520064,[18 23] ; [32 21],[21.80851064 19.19148936] ; [28.19148936 24.80851064],0
p9,1,0.116929,2.457983,[26 15] ; [25 28],[22.24468085 18.75531915] ; [28.75531915 24.24468085],0
n1,1,0.13738,2.207066,[2 9] ; [11 14],[3.97222222 7.02777778] ; [ 9.02777778 15.97222222],0
b1,1,0.147073,2.102347,[27 14] ; [27 26],[23.55319149 17.44680851] ; [30.44680851 22.55319149],0
v4,1,0.154618,2.026093,[33  8] ; [35 17],[29.97849462 11.02150538] ; [38.02150538 13.97849462],0
n2,1,0.169017,1.891636,[8 3] ; [12 13],[6.11111111 4.88888889] ; [13.88888889 11.11111111],0
p10,1,0.175542,1.834971,[22 19] ; [21 32],[18.75531915 22.24468085] ; [24.24468085 28.75531915],0
b5,1,0.203769,1.615153,[27 14] ; [28 25],[23.9893617 17.0106383] ; [31.0106383 21.9893617],0
s5,1,0.205775,1.600907,[10 31] ; [ 7 43],[ 7.65934066 33.34065934] ; [ 9.34065934 40.65934066],0
v3,1,0.304748,1.053301,[ 4 35] ; [ 9 41],[ 5.69662921 33.30337079] ; [ 7.30337079 42.69662921],0
