Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-06,20.991356,[21 19] ; [ 5 48],[11.1827957 28.8172043] ; [14.8172043 38.1827957],1
a1,1,0.358329,0.84374,[ 3 38] ; [ 7 46],[ 4.36170213 36.63829787] ; [ 5.63829787 47.36170213],0
d5,1,0.372046,0.796821,[22 18] ; [34 19],[24.08602151 15.91397849] ; [31.91397849 21.08602151],0
d4,1,0.393804,0.727163,[29 11] ; [34 19],[27.09677419 12.90322581] ; [35.90322581 17.09677419],0
a6,1,0.400122,0.707959,[23 17] ; [35 18],[24.94623656 15.05376344] ; [33.05376344 19.94623656],0
s1,1,0.423805,0.639741,[ 5 35] ; [ 4 49],[ 3.87096774 36.12903226] ; [ 5.12903226 47.87096774],0
v1,1,0.427961,0.62835,[15 26] ; [15 37],[13.22580645 27.77419355] ; [16.77419355 35.22580645],0
d1,1,0.483936,0.48998,[16 25] ; [17 36],[14.39361702 26.60638298] ; [18.60638298 34.39361702],0
r1,1,0.504591,0.445266,[26 15] ; [30 23],[24.42553191 16.57446809] ; [31.57446809 21.42553191],0
r4,1,0.504591,0.445266,[26 15] ; [30 23],[24.42553191 16.57446809] ; [31.57446809 21.42553191],0
a7,1,0.545736,0.365011,[23 18] ; [33 20],[24.42553191 16.57446809] ; [31.57446809 21.42553191],0
a2,1,0.571941,0.319445,[ 8 33] ; [ 8 45],[ 6.9787234 34.0212766] ; [ 9.0212766 43.9787234],0
n5,1,0.669654,0.182007,[16 25] ; [23 30],[17.0106383 23.9893617] ; [21.9893617 31.0106383],0
a3,1,0.732852,0.116509,[23 18] ; [31 21],[23.80645161 17.19354839] ; [30.19354839 21.80645161],0
u1,1,0.744537,0.106179,[ 3 38] ; [ 3 50],[ 2.61702128 38.38297872] ; [ 3.38297872 49.61702128],0
a4,1,0.807643,0.059277,[16 25] ; [22 31],[16.57446809 24.42553191] ; [21.42553191 31.57446809],0
b4,1,0.815988,0.054153,[23 18] ; [31 22],[23.55319149 17.44680851] ; [30.44680851 22.55319149],0
u3,1,0.821963,0.050634,[10  8] ; [13  9],[10.35  7.65] ; [12.65  9.35],0
a8,1,0.852711,0.03447,[ 5 34] ; [ 6 46],[ 4.71428571 34.28571429] ; [ 6.28571429 45.71428571],0
d2,1,0.883443,0.021493,[16 24] ; [22 31],[16.34408602 23.65591398] ; [21.65591398 31.34408602],0
n3,1,0.896876,0.016798,[6 5] ; [12 11],[5.82352941 5.17647059] ; [12.17647059 10.82352941],0
d3,1,0.923109,0.009316,[21 18] ; [28 25],[20.77173913 18.22826087] ; [28.22826087 24.77173913],0
a5,1,0.936383,0.006371,[22 19] ; [28 25],[21.80851064 19.19148936] ; [28.19148936 24.80851064],0
s4,1,0.93725,0.006198,[ 8 33] ; [10 43],[ 7.85106383 33.14893617] ; [10.14893617 42.85106383],0
