Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.012417,6.250375,[24 15] ; [55 11],[29.34285714  9.65714286] ; [49.65714286 16.34285714],0
p9,1,0.012417,6.250375,[24 15] ; [55 11],[29.34285714  9.65714286] ; [49.65714286 16.34285714],0
a7,1,0.042139,4.129619,[25 14] ; [54 12],[29.34285714  9.65714286] ; [49.65714286 16.34285714],0
b1,1,0.071035,3.258933,[16 23] ; [16 50],[11.88571429 27.11428571] ; [20.11428571 45.88571429],0
a4,1,0.088447,2.902415,[ 7 32] ; [22 44],[10.77142857 28.22857143] ; [18.22857143 47.77142857],0
p7,1,0.119577,2.422857,[25 12] ; [52 12],[28.20792079  8.79207921] ; [48.79207921 15.20792079],0
u3,1,0.126671,2.332838,[13  7] ; [11 15],[10.43478261  9.56521739] ; [13.56521739 12.43478261],0
p5,1,0.128452,2.311111,[ 1 38] ; [ 7 58],[ 3. 36.] ; [ 5. 60.],0
r2,1,0.128822,2.306638,[33  6] ; [60  4],[35.21359223  3.78640777] ; [57.78640777  6.21359223],0
n4,1,0.145109,2.122924,[11 28] ; [28 38],[14.48571429 24.51428571] ; [24.51428571 41.48571429],0
a3,1,0.150142,2.070813,[18 21] ; [40 26],[21.54285714 17.45714286] ; [36.45714286 29.54285714],0
p2,1,0.160743,1.967221,[30  9] ; [56  8],[32.5631068  6.4368932] ; [53.4368932 10.5631068],0
n1,1,0.16962,1.886299,[4 5] ; [ 3 13],[2.52 6.48] ; [ 4.48 11.52],0
p10,1,0.172639,1.859875,[25 14] ; [49 15],[28.01941748 10.98058252] ; [45.98058252 18.01941748],0
a5,1,0.198674,1.652098,[23 16] ; [47 19],[26. 13.] ; [44. 22.],0
b5,1,0.2223,1.489463,[26 13] ; [36 30],[23.02857143 15.97142857] ; [38.97142857 27.02857143],0
v4,1,0.241735,1.370448,[34  5] ; [61  4],[35.625  3.375] ; [59.375  5.625],0
r4,1,0.247647,1.336529,[31  8] ; [58  8],[33.05714286  5.94285714] ; [55.94285714 10.05714286],0
s5,1,0.262623,1.254879,[ 8 31] ; [19 43],[10.42574257 28.57425743] ; [16.57425743 45.42574257],0
p12,1,0.28506,1.142809,[ 1 38] ; [ 5 61],[ 2.22857143 36.77142857] ; [ 3.77142857 62.22857143],0
u1,1,0.28506,1.142809,[ 1 38] ; [ 5 61],[ 2.22857143 36.77142857] ; [ 3.77142857 62.22857143],0
s6,1,0.386006,0.751486,[21 18] ; [40 24],[23.09708738 15.90291262] ; [37.90291262 26.09708738],0
s2,1,0.405033,0.693333,[13 26] ; [27 38],[15. 24.] ; [25. 40.],0
p1,1,0.40504,0.693314,[ 5 34] ; [ 5 59],[ 3.78640777 35.21359223] ; [ 6.21359223 57.78640777],0
p3,1,0.405799,0.691074,[18 21] ; [36 30],[20.05714286 18.94285714] ; [33.94285714 32.05714286],0
u2,1,0.414415,0.6661,[13  8] ; [13 13],[11.61702128  9.38297872] ; [14.38297872 11.61702128],0
n2,1,0.431847,0.617851,[7 2] ; [10  6],[6.12 2.88] ; [10.88  5.12],0
p4,1,0.466174,0.531031,[19 20] ; [37 29],[20.8 18.2] ; [35.2 30.8],0
