Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,113.262768,[268  50] ; [111 153],[207.08247423 110.91752577] ; [171.91752577  92.08247423],1
p8,1,0.0,49.644908,[221  93] ; [106 152],[179.50699301 134.49300699] ; [147.49300699 110.50699301],1
p7,1,0.0,40.566319,[247  67] ; [137 119],[211.53684211 102.46315789] ; [172.46315789  83.53684211],1
p6,1,0.0,31.406747,[158 156] ; [ 71 189],[125.271777 188.728223] ; [103.728223 156.271777],1
p5,1,0.0,26.969018,[ 65 250] ; [ 15 249],[ 43.52331606 271.47668394] ; [ 36.47668394 227.52331606],1
p10,1,1.3e-05,19.012795,[293  22] ; [213  50],[275.76124567  39.23875433] ; [230.23875433  32.76124567],1
p9,1,0.000274,13.23819,[295  21] ; [218  42],[281.4375  34.5625] ; [231.5625  28.4375],1
s7,1,0.000278,13.211774,[181 122] ; [113 142],[159.64516129 143.35483871] ; [134.35483871 120.64516129],1
u1,1,0.00042,12.43979,[ 79 239] ; [ 35 230],[ 62.18181818 255.81818182] ; [ 51.81818182 213.18181818],1
v3,1,0.000605,11.760715,[153 155] ; [ 90 165],[132.93783304 175.06216696] ; [110.06216696 144.93783304],1
s8,1,0.000968,10.887519,[171 144] ; [107 157],[151.24352332 163.75647668] ; [126.75647668 137.24352332],1
v1,1,0.002464,9.166939,[196 112] ; [130 125],[178.34458259 129.65541741] ; [147.65541741 107.34458259],0
n6,1,0.00274,8.972766,[297  20] ; [227  36],[286.39310345  30.60689655] ; [237.60689655  25.39310345],0
s5,1,0.002799,8.934081,[120 184] ; [ 70 185],[103.3273703 200.6726297] ; [ 86.6726297 168.3273703],0
b1,1,0.004984,7.885209,[133 185] ; [ 81 184],[116.72727273 201.27272727] ; [ 97.27272727 167.72727273],0
a5,1,0.007336,7.188876,[260  58] ; [192  73],[246.54545455  71.45454545] ; [205.45454545  59.54545455],0
v2,1,0.00821,6.987067,[198 111] ; [132 117],[182.74193548 126.25806452] ; [147.25806452 101.74193548],0
r4,1,0.008891,6.844669,[300  18] ; [234  31],[291.27272727  26.72727273] ; [242.72727273  22.27272727],0
p1,1,0.013187,6.143848,[ 40 277] ; [ 17 246],[ 31.15344828 285.84655172] ; [ 25.84655172 237.15344828],0
n5,1,0.01763,5.632533,[284  33] ; [217  45],[274.29533679  42.70466321] ; [226.70466321  35.29533679],0
a2,1,0.019003,5.501281,[ 93 225] ; [ 55 210],[ 80.72727273 237.27272727] ; [ 67.27272727 197.72727273],0
p2,1,0.019497,5.456394,[284  33] ; [219  45],[274.44234079  42.55765921] ; [228.55765921  35.44234079],0
a3,1,0.032723,4.56019,[246  71] ; [185  80],[234.75429553  82.24570447] ; [196.24570447  68.75429553],0
b5,1,0.039257,4.249725,[176 142] ; [169  96],[188.18181818 129.81818182] ; [156.81818182 108.18181818],0
p12,1,0.039909,4.221752,[ 39 276] ; [ 19 244],[ 31.60899654 283.39100346] ; [ 26.39100346 236.60899654],0
s2,1,0.042738,4.105722,[174 140] ; [122 138],[161.92334495 152.07665505] ; [134.07665505 125.92334495],0
v4,1,0.049406,3.861514,[308   8] ; [246  15],[303.40381282  12.59618718] ; [250.59618718  10.40381282],0
b3,1,0.057375,3.611686,[ 97 124] ; [ 57 109],[ 87.94315245 133.05684755] ; [66.05684755 99.94315245],0
b2,1,0.057375,3.611686,[ 97 124] ; [ 57 109],[ 87.94315245 133.05684755] ; [66.05684755 99.94315245],0
r2,1,0.063851,3.434416,[302  11] ; [242  18],[297.15881326  15.84118674] ; [246.84118674  13.15881326],0
a1,1,0.080897,3.046781,[ 21 297] ; [  9 256],[ 16.36363636 301.63636364] ; [ 13.63636364 251.36363636],0
a4,1,0.103074,2.65733,[162 155] ; [117 147],[152.22547332 164.77452668] ; [126.77452668 137.22547332],0
d2,1,0.10647,2.605857,[172 145] ; [125 138],[162.32586207 154.67413793] ; [134.67413793 128.32586207],0
s3,1,0.133988,2.245679,[190 123] ; [140 117],[181.21052632 131.78947368] ; [148.78947368 108.21052632],0
s6,1,0.136891,2.212568,[220  89] ; [170  90],[211.79261863  97.20738137] ; [178.20738137  81.79261863],0
d5,1,0.155995,2.012623,[270  47] ; [214  51],[263.62199313  53.37800687] ; [220.37800687  44.62199313],0
b4,1,0.190697,1.712224,[181 137] ; [165 100],[188.72727273 129.27272727] ; [157.27272727 107.72727273],0
u4,1,0.197062,1.664016,[ 10 307] ; [  4 261],[  7.62542955 309.37457045] ; [  6.37457045 258.62542955],0
s4,1,0.212078,1.557181,[ 50 263] ; [ 32 228],[ 44.79232112 268.20767888] ; [ 37.20767888 222.79232112],0
r1,1,0.218436,1.514618,[265  51] ; [211  53],[259.33793103  56.66206897] ; [216.66206897  47.33793103],0
a6,1,0.246343,1.343923,[227  90] ; [178  87],[220.59278351  96.40721649] ; [184.40721649  80.59278351],0
a8,1,0.249059,1.328575,[ 41 246] ; [ 44 201],[ 45.85526316 241.14473684] ; [ 39.14473684 205.85526316],0
d1,1,0.25605,1.289988,[203 115] ; [157 108],[196.36363636 121.63636364] ; [163.63636364 101.36363636],0
n3,1,0.451386,0.567168,[34  8] ; [44 15],[32.43564356  9.56435644] ; [45.56435644 13.43564356],0
n2,1,0.45306,0.562985,[30 12] ; [46 13],[31.6039604 10.3960396] ; [44.3960396 14.6039604],0
u2,1,0.457228,0.552673,[40 32] ; [48 30],[42.24 29.76] ; [45.76 32.24],0
r3,1,0.685874,0.163588,[307   9] ; [253   9],[306.15916955   9.84083045] ; [253.84083045   8.15916955],0
n1,1,0.740749,0.109469,[16 26] ; [24 34],[16.8 25.2] ; [23.2 34.8],0
s1,1,0.818615,0.052591,[ 11 306] ; [  8 248],[ 10.5113438 306.4886562] ; [  8.4886562 247.5113438],0
d4,1,0.8364,0.042643,[265  52] ; [219  45],[264.0757315  52.9242685] ; [219.9242685  44.0757315],0
a7,1,0.837059,0.042295,[227  90] ; [187  77],[225.88296041  91.11703959] ; [188.11703959  75.88296041],0
u3,1,0.852943,0.03436,[41 30] ; [45 35],[40.43708609 30.56291391] ; [45.56291391 34.43708609],0
d3,1,0.858569,0.031754,[215 103] ; [181  84],[216. 102.] ; [180.  85.],0
