Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,34.007343,[121  42] ; [19 41],[102.33183857  60.66816143] ; [37.66816143 22.33183857],1
d3,1,0.00028,13.20004,[123  40] ; [30 30],[111.83408072  51.16591928] ; [41.16591928 18.83408072],1
b5,1,0.000479,12.196647,[113  51] ; [26 34],[101.76785714  62.23214286] ; [37.23214286 22.76785714],1
u1,1,0.001691,9.858256,[ 34 130] ; [ 2 58],[ 26.35714286 137.64285714] ; [ 9.64285714 50.35714286],0
a2,1,0.003023,8.793496,[ 44 120] ; [ 5 55],[ 35.875 128.125] ; [13.125 46.875],0
p2,1,0.006286,7.466518,[134  29] ; [39 21],[126.4529148  36.5470852] ; [46.5470852 13.4529148],0
d4,1,0.006598,7.37926,[140  23] ; [42 18],[133.03139013  29.96860987] ; [48.96860987 11.03139013],0
a1,1,0.015242,5.888233,[  4 160] ; [ 6 54],[  7.32142857 156.67857143] ; [ 2.67857143 57.32142857],0
r2,1,0.015338,5.87721,[157   4] ; [53  6],[153.68181818   7.31818182] ; [56.31818182  2.68181818],0
r4,1,0.017692,5.626426,[150  14] ; [48 12],[144.96428571  19.03571429] ; [53.03571429  6.96428571],0
a5,1,0.021292,5.302761,[117  47] ; [33 27],[109.82142857  54.17857143] ; [40.17857143 19.82142857],0
r1,1,0.028192,4.816271,[135  27] ; [42 18],[129.16216216  32.83783784] ; [47.83783784 12.16216216],0
v1,1,0.029166,4.757777,[76 83] ; [38 21],[83.14678899 75.85321101] ; [30.85321101 28.14678899],0
d1,1,0.066887,3.357819,[99 65] ; [28 32],[92.98214286 71.01785714] ; [34.01785714 25.98214286],0
r3,1,0.094138,2.802149,[157   5] ; [55  5],[154.7027027   7.2972973] ; [57.2972973  2.7027027],0
p9,1,0.110528,2.546662,[138  21] ; [46 13],[134.20183486  24.79816514] ; [49.79816514  9.20183486],0
b1,1,0.126482,2.335159,[ 53 111] ; [26 34],[ 57.83928571 106.16071429] ; [21.16071429 38.83928571],0
v4,1,0.131627,2.273209,[157   4] ; [55  4],[155.14545455   5.85454545] ; [56.85454545  2.14545455],0
d5,1,0.133373,2.252804,[132  31] ; [43 17],[127.91479821  35.08520179] ; [47.08520179 12.91479821],0
a8,1,0.155131,2.021061,[ 31 115] ; [ 7 49],[ 27.46534653 118.53465347] ; [10.53465347 45.46534653],0
s8,1,0.171695,1.868079,[81 82] ; [36 24],[85.52017937 77.47982063] ; [31.47982063 28.52017937],0
p8,1,0.19351,1.690688,[67 93] ; [19 40],[62.83105023 97.16894977] ; [23.16894977 35.83105023],0
s3,1,0.213806,1.545468,[141  19] ; [49 11],[138.18181818  21.81818182] ; [51.81818182  8.18181818],0
a3,1,0.222213,1.490022,[109  55] ; [45 15],[112.75  51.25] ; [41.25 18.75],0
n6,1,0.2403,1.37883,[134  27] ; [45 14],[130.99545455  30.00454545] ; [48.00454545 10.99545455],0
u2,1,0.255365,1.293711,[30 23] ; [6 9],[28.05882353 24.94117647] ; [7.94117647 7.05882353],0
p6,1,0.292066,1.110074,[ 44 118] ; [20 38],[ 47.12727273 114.87272727] ; [16.87272727 41.12727273],0
b4,1,0.31646,1.003523,[97 67] ; [31 29],[93.71428571 70.28571429] ; [34.28571429 25.71428571],0
