Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.002402,9.213675,[10  1] ; [3 8],[6.5 4.5] ; [6.5 4.5],0
a3,1,0.007832,7.071429,[10  1] ; [4 7],[7. 4.] ; [7. 4.],0
a4,1,0.022097,5.238095,[6 5] ; [ 1 10],[3.5 7.5] ; [3.5 7.5],0
p6,1,0.022097,5.238095,[6 5] ; [ 1 10],[3.5 7.5] ; [3.5 7.5],0
r1,1,0.055511,3.666667,[6 5] ; [10  1],[8. 3.] ; [8. 3.],0
s3,1,0.086768,2.933333,[8 3] ; [4 7],[6. 5.] ; [6. 5.],0
b5,1,0.086768,2.933333,[8 3] ; [4 7],[6. 5.] ; [6. 5.],0
p2,1,0.169686,1.885714,[6 5] ; [9 2],[7.5 3.5] ; [7.5 3.5],0
b1,1,0.193297,1.692308,[8 3] ; [5 6],[6.5 4.5] ; [6.5 4.5],0
p8,1,0.193297,1.692308,[3 8] ; [6 5],[4.5 6.5] ; [4.5 6.5],0
d3,1,0.193297,1.692308,[8 3] ; [5 6],[6.5 4.5] ; [6.5 4.5],0
b2,1,0.197703,1.659259,[5 4] ; [1 4],[3.85714286 5.14285714] ; [2.14285714 2.85714286],0
b3,1,0.197703,1.659259,[5 4] ; [1 4],[3.85714286 5.14285714] ; [2.14285714 2.85714286],0
a6,1,0.200825,1.636364,[7 4] ; [4 7],[5.5 5.5] ; [5.5 5.5],0
s7,1,0.216522,1.527273,[5 6] ; [2 8],[3.66666667 7.33333333] ; [3.33333333 6.66666667],0
n4,1,0.338352,0.916667,[9 2] ; [7 4],[8. 3.] ; [8. 3.],0
a7,1,0.375399,0.785714,[6 5] ; [8 3],[7. 4.] ; [7. 4.],0
p3,1,0.375399,0.785714,[5 6] ; [3 8],[4. 7.] ; [4. 7.],0
v2,1,0.375399,0.785714,[8 3] ; [6 5],[7. 4.] ; [7. 4.],0
p10,1,0.391805,0.733333,[7 4] ; [5 6],[6. 5.] ; [6. 5.],0
p7,1,0.391805,0.733333,[6 5] ; [4 7],[5. 6.] ; [5. 6.],0
p11,1,0.391805,0.733333,[7 4] ; [5 6],[6. 5.] ; [6. 5.],0
a8,1,0.407094,0.687273,[4 7] ; [2 8],[3.14285714 7.85714286] ; [2.85714286 7.14285714],0
s5,1,0.436275,0.606061,[3 6] ; [2 9],[2.25 6.75] ; [2.75 8.25],0
d5,1,0.534428,0.385965,[10  1] ; [9 2],[9.5 1.5] ; [9.5 1.5],0
s4,1,0.534428,0.385965,[2 9] ; [ 1 10],[1.5 9.5] ; [1.5 9.5],0
d4,1,0.534428,0.385965,[10  1] ; [9 2],[9.5 1.5] ; [9.5 1.5],0
n1,1,0.540291,0.375,[3 1] ; [1 1],[2.66666667 1.33333333] ; [1.33333333 0.66666667],0
s2,1,0.61093,0.258824,[2 9] ; [3 8],[2.5 8.5] ; [2.5 8.5],0
b4,1,0.647141,0.209524,[7 4] ; [8 3],[7.5 3.5] ; [7.5 3.5],0
p9,1,0.647141,0.209524,[8 3] ; [7 4],[7.5 3.5] ; [7.5 3.5],0
v1,1,0.647141,0.209524,[3 8] ; [4 7],[3.5 7.5] ; [3.5 7.5],0
s8,1,0.647141,0.209524,[4 7] ; [3 8],[3.5 7.5] ; [3.5 7.5],0
s6,1,0.713628,0.13468,[5 4] ; [7 4],[5.4 3.6] ; [6.6 4.4],0
v3,1,0.890106,0.019091,[3 7] ; [3 8],[2.85714286 7.14285714] ; [3.14285714 7.85714286],0
r2,1,0.943494,0.005024,[9 1] ; [10  1],[9.04761905 0.95238095] ; [9.95238095 1.04761905],0
n6,1,1.0,0.0,[8 3] ; [8 3],[8. 3.] ; [8. 3.],0
p4,1,1.0,0.0,[5 6] ; [5 6],[5. 6.] ; [5. 6.],0
a5,1,1.0,0.0,[6 5] ; [6 5],[6. 5.] ; [6. 5.],0
n5,1,1.0,0.0,[6 5] ; [6 5],[6. 5.] ; [6. 5.],0
