Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,65.507238,[43 73] ; [241  66],[77.88179669 38.11820331] ; [206.11820331 100.88179669],1
d3,1,0.0,48.408374,[52 64] ; [245  63],[81.25471698 34.74528302] ; [215.74528302  92.25471698],1
u1,1,2e-06,22.427672,[  6 110] ; [ 80 229],[23.47294118 92.52705882] ; [ 62.52705882 246.47294118],1
a2,1,3e-06,21.860824,[ 11 105] ; [ 98 211],[29.75058824 86.24941176] ; [ 79.24941176 229.75058824],1
b5,1,0.000385,12.604588,[58 58] ; [212  97],[73.69411765 42.30588235] ; [196.30588235 112.69411765],1
r4,1,0.00318,8.701362,[99 17] ; [291  18],[106.44705882   9.55294118] ; [283.55294118  25.44705882],0
b3,1,0.004037,8.267029,[46 35] ; [ 74 121],[35.2173913 45.7826087] ; [ 84.7826087 110.2173913],0
b2,1,0.004037,8.267029,[46 35] ; [ 74 121],[35.2173913 45.7826087] ; [ 84.7826087 110.2173913],0
d1,1,0.005589,7.678373,[60 56] ; [205 104],[72.32941176 43.67058824] ; [192.67058824 116.32941176],0
b1,1,0.00671,7.349117,[54 62] ; [100 209],[42.03294118 73.96705882] ; [111.96705882 197.03294118],0
a5,1,0.034909,4.449622,[82 34] ; [248  61],[90.07058824 25.92941176] ; [239.92941176  69.07058824],0
u2,1,0.03892,4.26436,[ 9 14] ; [50 29],[13.30392157  9.69607843] ; [45.69607843 33.30392157],0
r1,1,0.044068,4.053965,[89 27] ; [261  46],[95.98108747 20.01891253] ; [254.01891253  52.98108747],0
p4,1,0.054283,3.703966,[70 45] ; [217  90],[78.21090047 36.78909953] ; [208.78909953  98.21090047],0
r2,1,0.055756,3.659317,[105   8] ; [298   9],[108.42619048   4.57380952] ; [294.57380952  12.42619048],0
p12,1,0.057467,3.609023,[  7 107] ; [ 39 270],[ 12.39716312 101.60283688] ; [ 33.60283688 275.39716312],0
p6,1,0.057815,3.598974,[41 70] ; [145 161],[49.51079137 61.48920863] ; [136.48920863 169.51079137],0
d5,1,0.064897,3.40759,[90 25] ; [264  44],[96.24113475 18.75886525] ; [257.75886525  50.24113475],0
p1,1,0.075686,3.155185,[  7 108] ; [ 37 271],[ 11.96217494 103.03782506] ; [ 32.03782506 275.96217494],0
n6,1,0.079869,3.067566,[94 20] ; [272  34],[99.34285714 14.65714286] ; [266.65714286  39.34285714],0
