Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,55.259017,[153 214] ; [297 141],[205.1552795 161.8447205] ; [244.8447205 193.1552795],1
v3,1,0.0,41.347583,[105 266] ; [221 216],[149.68564356 221.31435644] ; [176.31435644 260.68564356],1
n5,1,0.0,29.141344,[250 131] ; [369  81],[283.80144404  97.19855596] ; [335.19855596 114.80144404],1
s8,1,2e-06,22.716231,[134 249] ; [230 217],[167.96626506 215.03373494] ; [196.03373494 250.96626506],1
p3,1,1.6e-05,18.672782,[157 225] ; [251 196],[188.00482509 193.99517491] ; [219.99517491 227.00482509],1
p9,1,2.6e-05,17.70769,[291  84] ; [394  51],[313.26219512  61.73780488] ; [371.73780488  73.26219512],1
p4,1,3.6e-05,17.059143,[192 187] ; [290 157],[221.1598063 157.8401937] ; [260.8401937 186.1598063],1
p6,1,0.000103,15.088911,[114 266] ; [189 249],[140.75794621 239.24205379] ; [162.24205379 275.75794621],1
n4,1,0.000228,13.585789,[270 113] ; [367  84],[292.53117506  90.46882494] ; [344.46882494 106.53117506],1
p10,1,0.000334,12.870854,[284  95] ; [377  67],[304.39732685  74.60267315] ; [356.60267315  87.39732685],1
s6,1,0.000366,12.700053,[229 149] ; [319 122],[252.92307692 125.07692308] ; [295.07692308 145.92307692],1
p8,1,0.000379,12.634684,[172 206] ; [255 185],[197.31784841 180.68215159] ; [229.68215159 210.31784841],1
b3,1,0.000969,10.886026,[ 61 151] ; [124 163],[ 78.59719439 133.40280561] ; [106.40280561 180.59719439],1
b2,1,0.000969,10.886026,[ 61 151] ; [124 163],[ 78.59719439 133.40280561] ; [106.40280561 180.59719439],1
p5,1,0.001144,10.578673,[ 27 355] ; [ 63 383],[ 41.52173913 340.47826087] ; [ 48.47826087 397.52173913],0
s5,1,0.001208,10.478106,[106 263] ; [172 262],[127.74844334 241.25155666] ; [150.25155666 283.74844334],0
r1,1,0.001937,9.607832,[299  84] ; [389  62],[315.95203837  67.04796163] ; [372.04796163  78.95203837],0
s2,1,0.002665,9.023948,[175 207] ; [251 195],[196.53623188 185.46376812] ; [229.46376812 216.53623188],0
p2,1,0.003191,8.69509,[299  84] ; [384  63],[315.16746988  67.83253012] ; [367.83253012  79.16746988],0
p7,1,0.003487,8.533549,[218 157] ; [296 139],[237.96296296 137.03703704] ; [276.03703704 158.96296296],0
a5,1,0.005118,7.837138,[263 120] ; [350 103],[280.8361244 102.1638756] ; [332.1638756 120.8361244],0
u4,1,0.006823,7.318936,[  2 382] ; [ 14 439],[  7.34050179 376.65949821] ; [  8.65949821 444.34050179],0
p11,1,0.00688,7.304147,[281 103] ; [367  86],[297.29032258  86.70967742] ; [350.70967742 102.29032258],0
d1,1,0.0101,6.617125,[207 177] ; [284 169],[225.26164875 158.73835125] ; [265.73835125 187.26164875],0
b5,1,0.012156,6.287925,[214 170] ; [291 162],[231.68458781 152.31541219] ; [273.31541219 179.68458781],0
d5,1,0.016017,5.800959,[294  88] ; [377  74],[307.70948379  74.29051621] ; [363.29051621  87.70948379],0
n6,1,0.016048,5.797639,[311  73] ; [391  58],[323.61104442  60.38895558] ; [378.38895558  70.61104442],0
s7,1,0.017024,5.693919,[164 205] ; [227 202],[180.80075188 188.19924812] ; [210.19924812 218.80075188],0
a8,1,0.018969,5.504379,[ 36 321] ; [ 64 340],[ 46.91195795 310.08804205] ; [ 53.08804205 350.91195795],0
r4,1,0.019277,5.476236,[352  32] ; [433  20],[360.14336918  23.85663082] ; [424.85663082  28.14336918],0
d4,1,0.020146,5.399174,[298  83] ; [381  70],[310.93629808  70.06370192] ; [368.06370192  82.93629808],0
r3,1,0.02796,4.83051,[358  24] ; [438  14],[364.59472422  17.40527578] ; [431.40527578  20.59472422],0
a4,1,0.032164,4.589711,[158 225] ; [219 231],[173.33853541 209.66146459] ; [203.66146459 246.33853541],0
n1,1,0.033002,4.545651,[38 75] ; [40 42],[45.2 67.8] ; [32.8 49.2],0
p12,1,0.034065,4.491455,[ 21 360] ; [ 42 403],[ 29.05932203 351.94067797] ; [ 33.94067797 411.05932203],0
u1,1,0.034734,4.458222,[ 58 326] ; [ 94 359],[ 69.73476703 314.26523297] ; [ 82.26523297 370.73476703],0
a3,1,0.045429,4.00264,[262 121] ; [336 114],[274.95078031 108.04921969] ; [323.04921969 126.95078031],0
s4,1,0.057147,3.618294,[ 76 303] ; [ 67 379],[ 65.69333333 313.30666667] ; [ 77.30666667 368.69333333],0
n2,1,0.100485,2.697833,[83 33] ; [67 15],[87.87878788 28.12121212] ; [62.12121212 19.87878788],0
a2,1,0.101038,2.689087,[ 83 301] ; [120 333],[ 93.13261649 290.86738351] ; [109.86738351 343.13261649],0
s3,1,0.127667,2.320647,[200 178] ; [259 186],[210.81652491 167.18347509] ; [248.18347509 196.81652491],0
b4,1,0.17074,1.876436,[216 168] ; [276 177],[225.72043011 158.27956989] ; [266.27956989 186.72043011],0
d2,1,0.201409,1.63213,[174 207] ; [226 225],[183.17307692 197.82692308] ; [216.82692308 234.17307692],0
p1,1,0.21494,1.537838,[ 28 353] ; [ 44 406],[ 33.01083032 347.98916968] ; [ 38.98916968 411.01083032],0
s1,1,0.230885,1.435404,[ 16 363] ; [ 12 432],[ 12.89428919 366.10571081] ; [ 15.10571081 428.89428919],0
d3,1,0.290768,1.116063,[257 123] ; [321 131],[263.99038462 116.00961538] ; [314.00961538 137.99038462],0
u3,1,0.442193,0.590585,[69 51] ; [73 44],[71.89873418 48.10126582] ; [70.10126582 46.89873418],0
a1,1,0.533396,0.387917,[ 16 368] ; [ 23 430],[ 17.89247312 366.10752688] ; [ 21.10752688 431.89247312],0
a6,1,0.589422,0.291248,[265 117] ; [305 146],[261.39255702 120.60744298] ; [308.60744298 142.39255702],0
u2,1,0.623412,0.241101,[64 56] ; [65 50],[65.87234043 54.12765957] ; [63.12765957 51.87234043],0
n3,1,0.702052,0.146346,[82 32] ; [61 21],[83.17346939 30.82653061] ; [59.82653061 22.17346939],0
b1,1,0.780763,0.077465,[146 238] ; [168 285],[144.05734767 239.94265233] ; [169.94265233 283.05734767],0
a7,1,0.798577,0.065121,[276 105] ; [331 121],[277.63145258 103.36854742] ; [329.36854742 122.63145258],0
