Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.00162,9.936387,[30  7] ; [ 9 13],[24.45762712 12.54237288] ; [14.54237288  7.45762712],0
d2,1,0.455083,0.557961,[16 20] ; [12 10],[17.37931034 18.62068966] ; [10.62068966 11.37931034],0
p9,1,0.469862,0.522299,[19 17] ; [ 9 12],[17.68421053 18.31578947] ; [10.31578947 10.68421053],0
a5,1,0.47912,0.500866,[22 15] ; [11 11],[20.69491525 16.30508475] ; [12.30508475  9.69491525],0
v1,1,0.494921,0.465811,[10 27] ; [ 4 17],[ 8.93103448 28.06896552] ; [ 5.06896552 15.93103448],0
b5,1,0.522869,0.40823,[17 20] ; [12 10],[18.18644068 18.81355932] ; [10.81355932 11.18644068],0
a2,1,0.586075,0.296516,[ 2 35] ; [ 2 20],[ 2.50847458 34.49152542] ; [ 1.49152542 20.50847458],0
u1,1,0.598623,0.277077,[ 3 34] ; [ 1 21],[ 2.50847458 34.49152542] ; [ 1.49152542 20.50847458],0
n2,1,0.65591,0.198529,[ 7 10] ; [5 5],[7.55555556 9.44444444] ; [4.44444444 5.55555556],0
p2,1,0.680656,0.169388,[16 20] ; [11 11],[16.75862069 19.24137931] ; [10.24137931 11.75862069],0
u2,1,0.686494,0.162907,[ 4 15] ; [2 5],[ 4.38461538 14.61538462] ; [1.61538462 5.38461538],0
p6,1,0.72376,0.124919,[ 6 29] ; [ 3 19],[ 5.52631579 29.47368421] ; [ 3.47368421 18.52631579],0
s3,1,0.731559,0.117685,[14 23] ; [ 7 14],[13.39655172 23.60344828] ; [ 7.60344828 13.39655172],0
s4,1,0.78984,0.071032,[ 6 31] ; [ 3 19],[ 5.6440678 31.3559322] ; [ 3.3559322 18.6440678],0
s6,1,0.789849,0.071026,[11 25] ; [ 6 16],[10.55172414 25.44827586] ; [ 6.44827586 15.55172414],0
p7,1,0.794653,0.067742,[13 24] ; [ 7 15],[12.54237288 24.45762712] ; [ 7.45762712 14.54237288],0
b1,1,0.812199,0.056449,[19 18] ; [12 10],[19.44067797 17.55932203] ; [11.55932203 10.44067797],0
s8,1,0.832604,0.044674,[ 4 33] ; [ 2 20],[ 3.76271186 33.23728814] ; [ 2.23728814 19.76271186],0
r2,1,0.873061,0.025527,[19 17] ; [11  9],[19.28571429 16.71428571] ; [10.71428571  9.28571429],0
p11,1,0.920024,0.010081,[18 19] ; [11 11],[18.18644068 18.81355932] ; [10.81355932 11.18644068],0
s5,1,0.990413,0.000144,[ 7 30] ; [ 4 17],[ 7.01724138 29.98275862] ; [ 3.98275862 17.01724138],0
