Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.00162,9.936387,[30  7] ; [ 9 13],[24.45762712 12.54237288] ; [14.54237288  7.45762712],0
d4,1,0.011236,6.427536,[20 17] ; [19  3],[24.45762712 12.54237288] ; [14.54237288  7.45762712],0
r3,1,0.03938,4.244382,[18 18] ; [17  5],[21.72413793 14.27586207] ; [13.27586207  8.72413793],0
r1,1,0.073089,3.212252,[13 24] ; [13  9],[16.30508475 20.69491525] ; [ 9.69491525 12.30508475],0
n6,1,0.082256,3.019749,[21 14] ; [ 8 14],[17.80701754 17.19298246] ; [11.19298246 10.80701754],0
n1,1,0.092521,2.829947,[9 8] ; [2 8],[ 6.92592593 10.07407407] ; [4.07407407 5.92592593],0
d5,1,0.106028,2.612443,[19 18] ; [16  6],[21.94915254 15.05084746] ; [13.05084746  8.94915254],0
a4,1,0.107292,2.593669,[ 9 27] ; [10 12],[11.79310345 24.20689655] ; [ 7.20689655 14.79310345],0
p3,1,0.108853,2.57079,[12 25] ; [ 3 19],[ 9.40677966 27.59322034] ; [ 5.59322034 16.40677966],0
p10,1,0.119378,2.425469,[19 17] ; [ 7 15],[16.13793103 19.86206897] ; [ 9.86206897 12.13793103],0
n3,1,0.126858,2.330532,[ 6 11] ; [6 3],[7.84615385 9.15384615] ; [4.15384615 4.84615385],0
r4,1,0.136726,2.214422,[ 7 30] ; [ 8 14],[ 9.40677966 27.59322034] ; [ 5.59322034 16.40677966],0
a6,1,0.143907,2.135672,[19 18] ; [ 7 15],[16.30508475 20.69491525] ; [ 9.69491525 12.30508475],0
s7,1,0.145929,2.114299,[ 5 31] ; [ 6 14],[ 7.07142857 28.92857143] ; [ 3.92857143 16.07142857],0
a7,1,0.167634,1.903977,[15 22] ; [13  9],[17.55932203 19.44067797] ; [10.44067797 11.55932203],0
a3,1,0.174873,1.840661,[18 18] ; [15  7],[20.48275862 15.51724138] ; [12.51724138  9.48275862],0
v2,1,0.203822,1.614773,[ 9 27] ; [ 9 13],[11.17241379 24.82758621] ; [ 6.82758621 15.17241379],0
s1,1,0.270416,1.214636,[ 5 32] ; [ 1 21],[ 3.76271186 33.23728814] ; [ 2.23728814 19.76271186],0
b4,1,0.285409,1.141153,[20 17] ; [15  7],[21.94915254 15.05084746] ; [13.05084746  8.94915254],0
p8,1,0.287572,1.130952,[ 6 30] ; [ 6 15],[ 7.57894737 28.42105263] ; [ 4.42105263 16.57894737],0
d3,1,0.296417,1.090244,[15 22] ; [12 10],[16.93220339 20.06779661] ; [10.06779661 11.93220339],0
p4,1,0.316857,1.001876,[13 24] ; [ 5 17],[11.28813559 25.71186441] ; [ 6.71186441 15.28813559],0
s2,1,0.324003,0.972718,[ 9 28] ; [ 3 19],[ 7.52542373 29.47457627] ; [ 4.47457627 17.52542373],0
p5,1,0.38735,0.747246,[ 4 32] ; [ 1 21],[ 3.10344828 32.89655172] ; [ 1.89655172 20.10344828],0
b3,1,0.393882,0.726923,[ 8 18] ; [7 9],[ 9.28571429 16.71428571] ; [ 5.71428571 10.28571429],0
b2,1,0.393882,0.726923,[ 8 18] ; [7 9],[ 9.28571429 16.71428571] ; [ 5.71428571 10.28571429],0
d1,1,0.431915,0.617669,[13 24] ; [10 12],[14.42372881 22.57627119] ; [ 8.57627119 13.42372881],0
a8,1,0.453914,0.56086,[ 6 30] ; [ 2 19],[ 5.05263158 30.94736842] ; [ 2.94736842 18.05263158],0
