Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-05,16.461302,[29 24] ; [ 6 36],[19.52631579 33.47368421] ; [15.47368421 26.52631579],1
p2,1,0.000563,11.894709,[47  7] ; [24 19],[39.5257732 14.4742268] ; [31.4742268 11.5257732],1
a8,1,0.009196,6.784318,[13 36] ; [ 2 36],[ 8.44827586 40.55172414] ; [ 6.55172414 31.44827586],0
p9,1,0.0176,5.635549,[47  5] ; [30 12],[42.59574468  9.40425532] ; [34.40425532  7.59574468],0
v2,1,0.021364,5.296837,[34 18] ; [17 24],[28.51612903 23.48387097] ; [22.48387097 18.51612903],0
n4,1,0.024771,5.039818,[41 12] ; [24 19],[35.88541667 17.11458333] ; [29.11458333 13.88541667],0
a4,1,0.028721,4.784279,[17 37] ; [23 20],[22.26804124 31.73195876] ; [17.73195876 25.26804124],0
r3,1,0.033078,4.54173,[51  2] ; [35  7],[47.97894737  5.02105263] ; [38.02105263  3.97894737],0
n6,1,0.038475,4.283918,[47  5] ; [32 11],[43.24210526  8.75789474] ; [35.75789474  7.24210526],0
p3,1,0.04657,3.960864,[20 34] ; [ 8 35],[15.58762887 38.41237113] ; [12.41237113 30.58762887],0
b5,1,0.056762,3.629557,[26 28] ; [29 14],[30.6185567 23.3814433] ; [24.3814433 18.6185567],0
s4,1,0.107079,2.596813,[10 43] ; [14 28],[13.38947368 39.61052632] ; [10.61052632 31.38947368],0
p10,1,0.113349,2.506894,[46  8] ; [31 12],[42.86597938 11.13402062] ; [34.13402062  8.86597938],0
r1,1,0.113349,2.506894,[46  8] ; [31 12],[42.86597938 11.13402062] ; [34.13402062  8.86597938],0
n5,1,0.125202,2.351009,[38 14] ; [25 18],[34.48421053 17.51578947] ; [28.51578947 14.48421053],0
v4,1,0.148442,2.088188,[50  2] ; [38  5],[48.16842105  3.83157895] ; [39.83157895  3.16842105],0
b4,1,0.152286,2.0492,[30 24] ; [30 13],[33.40206186 20.59793814] ; [26.59793814 16.40206186],0
n3,1,0.154052,2.031658,[14  3] ; [7 5],[12.31034483  4.68965517] ; [8.68965517 3.31034483],0
u2,1,0.212183,1.556471,[ 4 11] ; [6 6],[5.55555556 9.44444444] ; [4.44444444 7.55555556],0
s6,1,0.216185,1.529517,[44  8] ; [32 11],[41.6 10.4] ; [34.4  8.6],0
d2,1,0.217044,1.52381,[24 30] ; [24 18],[27. 27.] ; [21. 21.],0
p6,1,0.23223,1.427152,[14 39] ; [ 7 36],[11.59375 41.40625] ; [ 9.40625 33.59375],0
p11,1,0.243152,1.362228,[41 13] ; [28 15],[38.41237113 15.58762887] ; [30.58762887 12.41237113],0
d4,1,0.269548,1.219048,[43 11] ; [37  5],[45.  9.] ; [35.  7.],0
s8,1,0.304796,1.053093,[29 24] ; [19 24],[26.5 26.5] ; [21.5 21.5],0
u3,1,0.377822,0.777778,[8 8] ; [8 4],[9.14285714 6.85714286] ; [6.85714286 5.14285714],0
s3,1,0.418067,0.655742,[37 16] ; [26 16],[35.14736842 17.85263158] ; [27.85263158 14.14736842],0
v3,1,0.447858,0.576066,[17 37] ; [10 31],[15.34736842 38.65263158] ; [11.65263158 29.34736842],0
r4,1,0.457962,0.55087,[48  6] ; [36  7],[46.7628866  7.2371134] ; [37.2371134  5.7628866],0
a1,1,0.468911,0.52454,[ 2 52] ; [ 3 40],[ 2.78350515 51.21649485] ; [ 2.21649485 40.78350515],0
p1,1,0.489349,0.477958,[ 5 48] ; [ 6 37],[ 6.07291667 46.92708333] ; [ 4.92708333 38.07291667],0
d1,1,0.510354,0.433342,[24 30] ; [22 21],[25.60824742 28.39175258] ; [20.39175258 22.60824742],0
a6,1,0.571265,0.32057,[29 24] ; [26 17],[30.36458333 22.63541667] ; [24.63541667 18.36458333],0
a2,1,0.591553,0.287926,[ 9 45] ; [ 9 34],[10.02061856 43.97938144] ; [ 7.97938144 35.02061856],0
a5,1,0.609431,0.261005,[39 15] ; [29 14],[37.8556701 16.1443299] ; [30.1443299 12.8556701],0
a7,1,0.615677,0.25199,[32 22] ; [27 15],[33.1875 20.8125] ; [25.8125 16.1875],0
r2,1,0.660979,0.192337,[49  2] ; [42  1],[49.37234043  1.62765957] ; [41.62765957  1.37234043],0
u1,1,0.713508,0.134799,[ 9 45] ; [ 6 37],[ 8.35051546 45.64948454] ; [ 6.64948454 36.35051546],0
b1,1,0.723371,0.125286,[22 32] ; [16 27],[21.15463918 32.84536082] ; [16.84536082 26.15463918],0
s7,1,0.728575,0.120424,[29 24] ; [22 21],[28.15625 24.84375] ; [22.84375 20.15625],0
d5,1,0.762083,0.091656,[40 14] ; [33 10],[40.63917526 13.36082474] ; [32.36082474 10.63917526],0
n1,1,0.773675,0.082697,[9 7] ; [8 5],[9.37931034 6.62068966] ; [7.62068966 5.37931034],0
v1,1,0.794303,0.067979,[28 24] ; [22 21],[27.36842105 24.63157895] ; [22.63157895 20.36842105],0
b2,1,0.797676,0.065719,[14 20] ; [12 15],[14.49180328 19.50819672] ; [11.50819672 15.49180328],0
b3,1,0.797676,0.065719,[14 20] ; [12 15],[14.49180328 19.50819672] ; [11.50819672 15.49180328],0
s1,1,0.815657,0.054352,[ 2 52] ; [ 2 41],[ 2.22680412 51.77319588] ; [ 1.77319588 41.22680412],0
n2,1,0.822729,0.050192,[14  2] ; [11  2],[13.79310345  2.20689655] ; [11.20689655  1.79310345],0
d3,1,0.909405,0.012948,[27 27] ; [22 21],[27.27835052 26.72164948] ; [21.72164948 21.27835052],0
a3,1,0.914739,0.011462,[38 14] ; [31 12],[37.76842105 14.23157895] ; [31.23157895 11.76842105],0
p5,1,0.9351,0.006631,[ 4 50] ; [ 3 40],[ 3.89690722 50.10309278] ; [ 3.10309278 39.89690722],0
p12,1,0.962525,0.002208,[ 6 47] ; [ 5 38],[ 6.07291667 46.92708333] ; [ 4.92708333 38.07291667],0
s2,1,0.986081,0.000304,[34 20] ; [27 16],[33.95876289 20.04123711] ; [27.04123711 15.95876289],0
