Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.04295,4.097354,[ 3 25] ; [2 2],[ 4.375 23.625] ; [0.625 3.375],0
p10,1,0.07674,3.132618,[ 8 19] ; [3 1],[ 9.58064516 17.41935484] ; [1.41935484 2.58064516],0
s3,1,0.11034,2.549342,[ 9 18] ; [3 1],[10.4516129 16.5483871] ; [1.5483871 2.4516129],0
d3,1,0.134529,2.239445,[10 18] ; [3 1],[11.375 16.625] ; [1.625 2.375],0
p7,1,0.145775,2.115918,[ 5 23] ; [2 2],[ 6.125 21.875] ; [0.875 3.125],0
s2,1,0.145775,2.115918,[ 5 23] ; [2 2],[ 6.125 21.875] ; [0.875 3.125],0
b5,1,0.285049,1.142857,[15 13] ; [1 3],[14. 14.] ; [2. 2.],0
n6,1,0.285049,1.142857,[13 15] ; [3 1],[14. 14.] ; [2. 2.],0
d1,1,0.298223,1.082126,[ 7 21] ; [2 2],[ 7.875 20.125] ; [1.125 2.875],0
b1,1,0.348632,0.878431,[14 14] ; [1 3],[13.125 14.875] ; [1.875 2.125],0
p1,1,0.41902,0.653061,[ 3 25] ; [1 3],[ 3.5 24.5] ; [0.5 3.5],0
s1,1,0.41902,0.653061,[ 3 25] ; [1 3],[ 3.5 24.5] ; [0.5 3.5],0
a3,1,0.41902,0.653061,[13 15] ; [1 3],[12.25 15.75] ; [1.75 2.25],0
b4,1,0.496367,0.462695,[16 12] ; [3 1],[16.625 11.375] ; [2.375 1.625],0
d5,1,0.496367,0.462695,[12 16] ; [1 3],[11.375 16.625] ; [1.625 2.375],0
p9,1,0.515579,0.422727,[ 9 18] ; [2 2],[ 9.58064516 17.41935484] ; [1.41935484 2.58064516],0
a6,1,0.580912,0.304762,[10 18] ; [2 2],[10.5 17.5] ; [1.5 2.5],0
s8,1,0.580912,0.304762,[ 4 24] ; [1 3],[ 4.375 23.625] ; [0.625 3.375],0
s4,1,0.580912,0.304762,[ 4 24] ; [1 3],[ 4.375 23.625] ; [0.625 3.375],0
n4,1,0.580912,0.304762,[17 11] ; [3 1],[17.5 10.5] ; [2.5 1.5],0
n5,1,0.580912,0.304762,[17 11] ; [3 1],[17.5 10.5] ; [2.5 1.5],0
a7,1,0.580912,0.304762,[11 17] ; [1 3],[10.5 17.5] ; [1.5 2.5],0
p2,1,0.580912,0.304762,[10 18] ; [2 2],[10.5 17.5] ; [1.5 2.5],0
u3,1,0.61209,0.257143,[ 3 12] ; [1 2],[ 3.33333333 11.66666667] ; [0.66666667 2.33333333],0
r2,1,0.683178,0.16657,[17 11] ; [2 2],[16.625 11.375] ; [2.375 1.625],0
d4,1,0.683178,0.16657,[17 11] ; [2 2],[16.625 11.375] ; [2.375 1.625],0
d2,1,0.683178,0.16657,[11 17] ; [2 2],[11.375 16.625] ; [1.625 2.375],0
p11,1,0.683178,0.16657,[11 17] ; [2 2],[11.375 16.625] ; [1.625 2.375],0
a4,1,0.732074,0.117216,[ 5 23] ; [1 3],[ 5.25 22.75] ; [0.75 3.25],0
p8,1,0.759444,0.093765,[ 5 22] ; [1 3],[ 5.22580645 21.77419355] ; [0.77419355 3.22580645],0
r3,1,0.787642,0.072562,[16 12] ; [2 2],[15.75 12.25] ; [2.25 1.75],0
v2,1,0.849017,0.036242,[ 8 19] ; [1 3],[ 7.83870968 19.16129032] ; [1.16129032 2.83870968],0
b2,1,0.854445,0.033654,[ 7 11] ; [1 2],[ 6.85714286 11.14285714] ; [1.14285714 1.85714286],0
b3,1,0.854445,0.033654,[ 7 11] ; [1 2],[ 6.85714286 11.14285714] ; [1.14285714 1.85714286],0
v1,1,0.871602,0.026122,[ 6 22] ; [1 3],[ 6.125 21.875] ; [0.875 3.125],0
