Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-05,19.595912,[35 14] ; [15 39],[23.78640777 25.21359223] ; [26.21359223 27.78640777],1
d5,1,0.004017,8.276216,[37 13] ; [25 29],[29.80769231 20.19230769] ; [32.19230769 21.80769231],0
d4,1,0.006211,7.488,[38 12] ; [27 27],[31.25 18.75] ; [33.75 20.25],0
a6,1,0.017693,5.626329,[32 18] ; [22 32],[25.96153846 24.03846154] ; [28.03846154 25.96153846],0
n5,1,0.026428,4.92778,[26 23] ; [40 14],[31.39805825 17.60194175] ; [34.60194175 19.39805825],0
n1,1,0.059161,3.560739,[ 3 15] ; [11 14],[ 5.86046512 12.13953488] ; [ 8.13953488 16.86046512],0
s1,1,0.074976,3.170572,[ 5 45] ; [ 1 53],[ 2.88461538 47.11538462] ; [ 3.11538462 50.88461538],0
u1,1,0.074976,3.170572,[ 5 45] ; [ 1 53],[ 2.88461538 47.11538462] ; [ 3.11538462 50.88461538],0
d1,1,0.084255,2.980858,[22 28] ; [15 39],[17.78846154 32.21153846] ; [19.21153846 34.78846154],0
r3,1,0.110009,2.554089,[33 16] ; [28 26],[29.01941748 19.98058252] ; [31.98058252 22.01941748],0
p10,1,0.132458,2.263452,[27 20] ; [22 30],[23.26262626 23.73737374] ; [25.73737374 26.26262626],0
a2,1,0.144426,2.130156,[ 7 43] ; [ 3 51],[ 4.80769231 45.19230769] ; [ 5.19230769 48.80769231],0
b1,1,0.179497,1.801787,[24 26] ; [33 21],[27.40384615 22.59615385] ; [29.59615385 24.40384615],0
n4,1,0.184872,1.758019,[26 24] ; [35 19],[29.32692308 20.67307692] ; [31.67307692 22.32692308],0
a3,1,0.186633,1.744002,[31 19] ; [26 27],[27.66990291 22.33009709] ; [29.33009709 23.66990291],0
b5,1,0.225761,1.467372,[30 20] ; [26 28],[26.92307692 23.07692308] ; [29.07692308 24.92307692],0
u2,1,0.225845,1.466837,[9 9] ; [ 9 19],[ 7.04347826 10.95652174] ; [10.95652174 17.04347826],0
p8,1,0.231782,1.429893,[18 30] ; [14 39],[15.20792079 32.79207921] ; [16.79207921 36.20792079],0
d2,1,0.242334,1.366967,[17 33] ; [24 29],[19.90291262 30.09708738] ; [21.09708738 31.90291262],0
s6,1,0.265715,1.238736,[21 29] ; [17 37],[18.26923077 31.73076923] ; [19.73076923 34.26923077],0
a8,1,0.319477,0.991086,[ 4 43] ; [ 2 51],[ 2.82 44.18] ; [ 3.18 49.82],0
p5,1,0.321263,0.983796,[ 4 44] ; [ 2 52],[ 2.82352941 45.17647059] ; [ 3.17647059 50.82352941],0
v2,1,0.329452,0.951049,[20 30] ; [16 36],[17.64705882 32.35294118] ; [18.35294118 33.64705882],0
s4,1,0.351963,0.866368,[12 38] ; [ 9 45],[10.09615385 39.90384615] ; [10.90384615 43.09615385],0
v4,1,0.355333,0.85432,[33 16] ; [31 22],[30.74509804 18.25490196] ; [33.25490196 19.74509804],0
p3,1,0.36376,0.824869,[17 32] ; [14 39],[14.89215686 34.10784314] ; [16.10784314 36.89215686],0
s5,1,0.367025,0.813713,[ 8 38] ; [ 6 48],[ 6.44 39.56] ; [ 7.56 46.44],0
p9,1,0.386835,0.748866,[32 17] ; [29 22],[29.89 19.11] ; [31.11 19.89],0
s8,1,0.421147,0.647111,[ 8 42] ; [12 42],[ 9.61538462 40.38461538] ; [10.38461538 43.61538462],0
p4,1,0.432287,0.61667,[17 33] ; [22 31],[18.93203883 31.06796117] ; [20.06796117 32.93203883],0
b4,1,0.432427,0.616296,[27 23] ; [25 29],[25. 25.] ; [27. 27.],0
a5,1,0.432427,0.616296,[27 23] ; [25 29],[25. 25.] ; [27. 27.],0
u3,1,0.466296,0.530739,[ 7 11] ; [ 8 20],[ 5.86956522 12.13043478] ; [ 9.13043478 18.86956522],0
p2,1,0.578254,0.309065,[30 19] ; [29 23],[28.62376238 20.37623762] ; [30.37623762 21.62376238],0
p1,1,0.615695,0.251965,[ 5 44] ; [ 4 50],[ 4.2815534 44.7184466] ; [ 4.7184466 49.2815534],0
v3,1,0.624895,0.239048,[10 39] ; [ 9 45],[ 9.03883495 39.96116505] ; [ 9.96116505 44.03883495],0
n6,1,0.67014,0.181438,[27 22] ; [32 22],[28.06796117 20.93203883] ; [30.93203883 23.06796117],0
r2,1,0.674006,0.176952,[27 18] ; [29 23],[25.97938144 19.02061856] ; [30.02061856 21.97938144],0
s3,1,0.722277,0.126321,[19 31] ; [18 34],[18.1372549 31.8627451] ; [18.8627451 33.1372549],0
n3,1,0.737506,0.112331,[11  7] ; [14 11],[10.46511628  7.53488372] ; [14.53488372 10.46511628],0
n2,1,0.737506,0.112331,[11  7] ; [14 11],[10.46511628  7.53488372] ; [14.53488372 10.46511628],0
b2,1,0.85551,0.033158,[ 8 17] ; [13 25],[ 8.33333333 16.66666667] ; [12.66666667 25.33333333],0
b3,1,0.85551,0.033158,[ 8 17] ; [13 25],[ 8.33333333 16.66666667] ; [12.66666667 25.33333333],0
s2,1,0.884848,0.020975,[16 34] ; [18 36],[16.34615385 33.65384615] ; [17.65384615 36.34615385],0
v1,1,0.886831,0.020254,[16 31] ; [17 35],[15.66666667 31.33333333] ; [17.33333333 34.66666667],0
a1,1,0.898128,0.016391,[ 5 45] ; [ 5 49],[ 4.80769231 45.19230769] ; [ 5.19230769 48.80769231],0
p6,1,0.928733,0.007999,[10 38] ; [11 40],[10.18181818 37.81818182] ; [10.81818182 40.18181818],0
p12,1,0.955299,0.003142,[ 1 48] ; [ 1 52],[ 0.96078431 48.03921569] ; [ 1.03921569 51.96078431],0
p11,1,0.963633,0.002079,[28 22] ; [30 24],[27.88461538 22.11538462] ; [30.11538462 23.88461538],0
a4,1,0.97284,0.001159,[14 36] ; [15 38],[14.0776699 35.9223301] ; [14.9223301 38.0776699],0
p7,1,0.974331,0.001035,[19 28] ; [22 32],[19.07920792 27.92079208] ; [21.92079208 32.07920792],0
s7,1,0.978635,0.000717,[14 34] ; [15 36],[14.06060606 33.93939394] ; [14.93939394 36.06060606],0
