Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.6e-05,17.679009,[27  6] ; [45 67],[16.3862069 16.6137931] ; [55.6137931 56.3862069],1
p8,1,0.000898,11.027051,[19 14] ; [30 83],[11.07534247 21.92465753] ; [37.92465753 75.07534247],1
a5,1,0.012689,6.211926,[13 20] ; [72 41],[19.21232877 13.78767123] ; [65.78767123 47.21232877],0
p1,1,0.015389,5.871407,[ 5 28] ; [  4 108],[ 2.04827586 30.95172414] ; [  6.95172414 105.04827586],0
b2,1,0.051144,3.803554,[ 9 13] ; [13 52],[ 5.56321839 16.43678161] ; [16.43678161 48.56321839],0
b3,1,0.051144,3.803554,[ 9 13] ; [13 52],[ 5.56321839 16.43678161] ; [16.43678161 48.56321839],0
a6,1,0.06,3.537394,[15 18] ; [72 41],[19.66438356 13.33561644] ; [67.33561644 45.66438356],0
d5,1,0.061271,3.502632,[20 13] ; [87 26],[24.18493151  8.81506849] ; [82.81506849 30.18493151],0
b4,1,0.062106,3.480231,[16 17] ; [75 38],[20.56849315 12.43150685] ; [70.43150685 42.56849315],0
v3,1,0.069454,3.295882,[ 6 27] ; [38 71],[10.22535211 22.77464789] ; [33.77464789 75.22535211],0
p2,1,0.070358,3.27465,[25  8] ; [66 47],[20.56849315 12.43150685] ; [70.43150685 42.56849315],0
a3,1,0.070579,3.26951,[14 19] ; [68 45],[18.53424658 14.46575342] ; [63.46575342 49.53424658],0
r1,1,0.071571,3.246617,[22 11] ; [92 21],[25.76712329  7.23287671] ; [88.23287671 24.76712329],0
p4,1,0.076915,3.128909,[19 14] ; [45 67],[14.56551724 18.43448276] ; [49.43448276 62.56551724],0
n2,1,0.173035,1.856453,[8 1] ; [25 13],[6.31914894 2.68085106] ; [26.68085106 11.31914894],0
s3,1,0.191071,1.709343,[19 14] ; [50 62],[15.70344828 17.29655172] ; [53.29655172 58.70344828],0
p3,1,0.195447,1.676072,[14 19] ; [34 78],[10.92413793 22.07586207] ; [37.07586207 74.92413793],0
s2,1,0.240636,1.376867,[15 18] ; [38 73],[12.14583333 20.85416667] ; [40.85416667 70.14583333],0
s6,1,0.247139,1.339406,[19 13] ; [54 59],[16.11034483 15.88965517] ; [56.88965517 56.11034483],0
n1,1,0.270105,1.216216,[4 4] ; [11 26],[2.66666667 5.33333333] ; [12.33333333 24.66666667],0
b1,1,0.283854,1.148543,[21 12] ; [60 53],[18.30821918 14.69178082] ; [62.69178082 50.30821918],0
s7,1,0.333808,0.934069,[12 19] ; [31 74],[ 9.80147059 21.19852941] ; [33.19852941 71.80147059],0
s8,1,0.340781,0.907493,[10 22] ; [26 87],[ 7.94482759 24.05517241] ; [28.05517241 84.94482759],0
p5,1,0.343928,0.895733,[ 2 31] ; [  3 110],[ 1.13013699 31.86986301] ; [  3.86986301 109.13013699],0
u3,1,0.352019,0.866165,[ 9 10] ; [27 18],[10.6875  8.3125] ; [25.3125 19.6875],0
n3,1,0.377699,0.778178,[7 2] ; [23 14],[5.86956522 3.13043478] ; [24.13043478 12.86956522],0
a2,1,0.385925,0.751743,[ 4 29] ; [21 92],[ 5.65068493 27.34931507] ; [19.34931507 93.65068493],0
d1,1,0.394613,0.724682,[13 20] ; [54 59],[15.14383562 17.85616438] ; [51.85616438 61.14383562],0
u2,1,0.40856,0.682987,[11  8] ; [20 23],[9.5 9.5] ; [21.5 21.5],0
r2,1,0.460764,0.544038,[29  4] ; [104   9],[30.06164384  2.93835616] ; [102.93835616  10.06164384],0
a8,1,0.492099,0.471933,[ 4 27] ; [ 9 94],[ 3.00746269 27.99253731] ; [ 9.99253731 93.00746269],0
p11,1,0.500589,0.453687,[20 13] ; [61 52],[18.30821918 14.69178082] ; [62.69178082 50.30821918],0
p10,1,0.511229,0.431551,[ 7 25] ; [31 81],[ 8.44444444 23.55555556] ; [29.55555556 82.44444444],0
d3,1,0.529975,0.39444,[21 12] ; [65 48],[19.43835616 13.56164384] ; [66.56164384 46.43835616],0
s5,1,0.560076,0.339572,[ 7 23] ; [21 92],[ 5.87412587 24.12587413] ; [22.12587413 90.87412587],0
n5,1,0.64078,0.217724,[16 17] ; [60 53],[17.17808219 15.82191781] ; [58.82191781 54.17808219],0
v1,1,0.674529,0.176349,[13 20] ; [40 73],[11.97945205 21.02054795] ; [41.02054795 71.97945205],0
d2,1,0.678237,0.172117,[15 18] ; [56 57],[16.04794521 16.95205479] ; [54.95205479 58.04794521],0
s4,1,0.683911,0.165757,[ 5 26] ; [15 98],[ 4.30555556 26.69444444] ; [15.69444444 97.30555556],0
b5,1,0.684893,0.164669,[20 13] ; [64 49],[18.98630137 14.01369863] ; [65.01369863 47.98630137],0
d4,1,0.711422,0.136861,[24  9] ; [85 27],[24.80689655  8.19310345] ; [84.19310345 27.80689655],0
a1,1,0.72258,0.126034,[ 1 32] ; [  5 108],[ 1.35616438 31.64383562] ; [  4.64383562 108.35616438],0
a7,1,0.770812,0.084863,[21 12] ; [75 38],[21.69863014 11.30136986] ; [74.30136986 38.69863014],0
v4,1,0.776438,0.080635,[30  3] ; [99 12],[29.5625  3.4375] ; [99.4375 11.5625],0
a4,1,0.800744,0.063698,[10 22] ; [38 75],[10.59310345 21.40689655] ; [37.40689655 75.59310345],0
n6,1,0.86563,0.028632,[23 10] ; [77 36],[22.60273973 10.39726027] ; [77.39726027 35.60273973],0
v2,1,0.870023,0.026775,[14 19] ; [48 61],[14.4084507 18.5915493] ; [47.5915493 61.4084507],0
u1,1,0.886373,0.020419,[ 5 28] ; [16 97],[ 4.74657534 28.25342466] ; [16.25342466 96.74657534],0
r4,1,0.914087,0.011639,[28  5] ; [95 18],[27.80136986  5.19863014] ; [95.19863014 17.80136986],0
n4,1,0.918847,0.010381,[21 12] ; [73 40],[21.24657534 11.75342466] ; [72.75342466 40.24657534],0
s1,1,0.95825,0.002741,[ 2 29] ; [  7 106],[ 1.9375 29.0625] ; [  7.0625 105.9375],0
