Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.179712,1.8,[ 2 14] ; [1 1],[ 2.66666667 13.33333333] ; [0.33333333 1.66666667],0
p12,1,0.201352,1.63254,[ 2 13] ; [1 1],[ 2.64705882 12.35294118] ; [0.35294118 1.64705882],0
r3,1,0.316233,1.004464,[13  3] ; [1 1],[12.44444444  3.55555556] ; [1.55555556 0.44444444],0
p1,1,0.316233,1.004464,[ 3 13] ; [1 1],[ 3.55555556 12.44444444] ; [0.44444444 1.55555556],0
p6,1,0.496329,0.462778,[ 4 11] ; [1 1],[ 4.41176471 10.58823529] ; [0.58823529 1.41176471],0
a6,1,0.595883,0.28125,[11  5] ; [1 1],[10.66666667  5.33333333] ; [1.33333333 0.66666667],0
a7,1,0.595883,0.28125,[11  5] ; [1 1],[10.66666667  5.33333333] ; [1.33333333 0.66666667],0
d3,1,0.595883,0.28125,[11  5] ; [1 1],[10.66666667  5.33333333] ; [1.33333333 0.66666667],0
r1,1,0.595883,0.28125,[11  5] ; [1 1],[10.66666667  5.33333333] ; [1.33333333 0.66666667],0
n4,1,0.595883,0.28125,[11  5] ; [1 1],[10.66666667  5.33333333] ; [1.33333333 0.66666667],0
r4,1,0.73244,0.116883,[10  6] ; [1 1],[9.77777778 6.22222222] ; [1.22222222 0.77777778],0
s7,1,0.73244,0.116883,[ 6 10] ; [1 1],[6.22222222 9.77777778] ; [0.77777778 1.22222222],0
b1,1,0.866815,0.028125,[7 9] ; [1 1],[7.11111111 8.88888889] ; [0.88888889 1.11111111],0
s5,1,0.866815,0.028125,[7 9] ; [1 1],[7.11111111 8.88888889] ; [0.88888889 1.11111111],0
