Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,154.773185,[458  41] ; [70 80],[405.96610169  93.03389831] ; [122.03389831  27.96610169],1
n6,1,0.0,77.522919,[457  41] ; [93 56],[423.33848532  74.66151468] ; [126.66151468  22.33848532],1
p11,1,1.1e-05,19.323965,[411  89] ; [98 52],[391.53846154 108.46153846] ; [117.46153846  32.53846154],1
p10,1,1.8e-05,18.415949,[423  70] ; [105  44],[405.45794393  87.54205607] ; [122.54205607  26.45794393],1
p9,1,5.5e-05,16.257171,[433  59] ; [111  38],[417.5475819  74.4524181] ; [126.4524181  22.5475819],1
v1,1,6.7e-05,15.897501,[296 191] ; [62 85],[274.99369085 212.00630915] ; [83.00630915 63.99369085],1
s7,1,0.000712,11.457915,[268 208] ; [57 85],[250.3236246 225.6763754] ; [74.6763754 67.3236246],1
p4,1,0.000974,10.876442,[325 170] ; [75 73],[307.93157076 187.06842924] ; [92.06842924 55.93157076],1
s8,1,0.001179,10.523185,[250 243] ; [53 96],[232.67757009 260.32242991] ; [70.32242991 78.67757009],0
a8,1,0.002991,8.812749,[ 71 378] ; [  8 128],[ 60.63418803 388.36581197] ; [ 18.36581197 117.63418803],0
p8,1,0.003575,8.488122,[277 210] ; [64 84],[261.52283465 225.47716535] ; [79.47716535 68.52283465],0
p5,1,0.006862,7.308762,[ 67 428] ; [  8 140],[ 57.73716952 437.26283048] ; [ 17.26283048 130.73716952],0
v3,1,0.011199,6.433417,[215 267] ; [46 95],[201.929374 280.070626] ; [59.070626 81.929374],0
a2,1,0.013112,6.153896,[174 326] ; [ 36 114],[161.53846154 338.46153846] ; [ 48.46153846 101.53846154],0
d2,1,0.021537,5.282821,[303 192] ; [76 74],[290.86046512 204.13953488] ; [88.13953488 61.86046512],0
n1,1,0.024024,5.092868,[47 56] ; [11 32],[40.91780822 62.08219178] ; [17.08219178 25.91780822],0
p6,1,0.031574,4.621506,[195 296] ; [ 44 103],[183.93260188 307.06739812] ; [55.06739812 91.93260188],0
p7,1,0.033534,4.518318,[318 168] ; [82 65],[307.10900474 178.89099526] ; [92.89099526 54.10900474],0
s4,1,0.046413,3.966536,[ 74 417] ; [ 33 117],[ 81.96099844 409.03900156] ; [ 25.03900156 124.96099844],0
u1,1,0.047068,3.942964,[122 378] ; [ 25 125],[113.07692308 386.92307692] ; [ 33.92307692 116.07692308],0
s6,1,0.047577,3.924849,[344 142] ; [92 56],[334.22082019 151.77917981] ; [101.77917981  46.22082019],0
a3,1,0.048897,3.8789,[409  90] ; [112  38],[400.58397535  98.41602465] ; [120.41602465  29.58397535],0
p2,1,0.064739,3.411629,[417  78] ; [115  33],[409.54898911  85.45101089] ; [122.45101089  25.54898911],0
p12,1,0.065006,3.404815,[ 47 446] ; [  7 141],[ 41.53198128 451.46801872] ; [ 12.46801872 135.53198128],0
n2,1,0.065739,3.386333,[85 22] ; [28 15],[80.60666667 26.39333333] ; [32.39333333 10.60666667],0
s5,1,0.076589,3.135839,[188 292] ; [44 98],[179.03536977 300.96463023] ; [52.96463023 89.03536977],0
a4,1,0.098165,2.73511,[280 217] ; [73 77],[271.16074189 225.83925811] ; [81.83925811 68.16074189],0
b2,1,0.112512,2.518576,[137 180] ; [29 57],[130.57568238 186.42431762] ; [35.42431762 50.57568238],0
b3,1,0.112512,2.518576,[137 180] ; [29 57],[130.57568238 186.42431762] ; [35.42431762 50.57568238],0
v4,1,0.129458,2.298989,[485  14] ; [141   8],[482.05864198  16.94135802] ; [143.94135802   5.05864198],0
r3,1,0.144135,2.133246,[471  28] ; [146   4],[474.39599384  24.60400616] ; [142.60400616   7.39599384],0
s2,1,0.1505,2.067175,[268 225] ; [71 78],[260.32242991 232.67757009] ; [78.67757009 70.32242991],0
d1,1,0.162415,1.951593,[347 153] ; [95 55],[340. 160.] ; [102.  48.],0
p3,1,0.16815,1.89936,[271 224] ; [72 77],[263.64130435 231.35869565] ; [79.35869565 69.64130435],0
s3,1,0.20423,1.611864,[285 207] ; [77 71],[278.2875 213.7125] ; [83.7125 64.2875],0
a1,1,0.271842,1.20743,[ 32 468] ; [  6 144],[ 29.23076923 470.76923077] ; [  8.76923077 141.23076923],0
r4,1,0.382196,0.763628,[470  30] ; [138  12],[467.69230769  32.30769231] ; [140.30769231   9.69230769],0
b4,1,0.391485,0.734324,[287 213] ; [92 58],[291.53846154 208.46153846] ; [87.46153846 62.53846154],0
s1,1,0.481491,0.495484,[ 14 476] ; [  6 144],[ 15.3125 474.6875] ; [  4.6875 145.3125],0
a6,1,0.510092,0.433878,[368 129] ; [107  43],[364.8763524 132.1236476] ; [110.1236476  39.8763524],0
d5,1,0.522162,0.409622,[431  66] ; [127  23],[428.63369397  68.36630603] ; [129.36630603  20.63369397],0
u3,1,0.561432,0.337232,[54 37] ; [24 13],[55.453125 35.546875] ; [22.546875 14.453125],0
r1,1,0.72007,0.128426,[427  71] ; [126  23],[425.64760433  72.35239567] ; [127.35239567  21.64760433],0
u2,1,0.730109,0.119011,[48 42] ; [19 19],[47.109375 42.890625] ; [19.890625 18.109375],0
v2,1,0.734667,0.11487,[288 195] ; [83 60],[286.25079872 196.74920128] ; [84.74920128 58.25079872],0
b1,1,0.736552,0.11318,[201 299] ; [58 92],[199.23076923 300.76923077] ; [59.76923077 90.23076923],0
n3,1,0.751429,0.100334,[77 28] ; [29 12],[76.23287671 28.76712329] ; [29.76712329 11.23287671],0
p1,1,0.799276,0.064661,[ 44 454] ; [ 12 135],[ 43.2372093 454.7627907] ; [ 12.7627907 134.2372093],0
d3,1,0.876734,0.024059,[362 136] ; [110  40],[362.74074074 135.25925926] ; [109.25925926  40.74074074],0
b5,1,0.883856,0.02134,[300 200] ; [89 61],[299.23076923 200.76923077] ; [89.76923077 60.23076923],0
a7,1,0.922262,0.009523,[368 132] ; [111  39],[368.46153846 131.53846154] ; [110.53846154  39.46153846],0
d4,1,0.979184,0.000681,[427  70] ; [129  21],[427.09737249  69.90262751] ; [128.90262751  21.09737249],0
