Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3.1e-05,17.376327,[23  3] ; [100 121],[12.94736842 13.05263158] ; [110.05263158 110.94736842],1
p3,1,0.00105,10.737285,[20  6] ; [ 96 127],[12.1124498 13.8875502] ; [103.8875502 119.1124498],0
u4,1,0.001298,10.345475,[ 3 23] ; [  3 221],[ 0.624 25.376] ; [  5.376 218.624],0
p8,1,0.002247,9.33579,[19  7] ; [ 91 128],[11.67346939 14.32653061] ; [ 98.32653061 120.67346939],0
p6,1,0.005931,7.571293,[15 10] ; [ 70 147],[ 8.78099174 16.21900826] ; [ 76.21900826 140.78099174],0
p7,1,0.00627,7.471035,[22  4] ; [125  95],[15.53658537 10.46341463] ; [131.46341463  88.53658537],0
n5,1,0.008467,6.931855,[25  1] ; [161  61],[19.5  6.5] ; [166.5  55.5],0
n4,1,0.009673,6.694163,[25  1] ; [163  60],[19.63052209  6.36947791] ; [168.36947791  54.63052209],0
s7,1,0.012693,6.211359,[19  7] ; [101 113],[13. 13.] ; [107. 107.],0
s5,1,0.016431,5.756171,[15 10] ; [ 75 137],[ 9.49367089 15.50632911] ; [ 80.50632911 131.49367089],0
p12,1,0.024646,5.048589,[ 4 22] ; [ 10 209],[ 1.48571429 24.51428571] ; [ 12.51428571 206.48571429],0
p2,1,0.028259,4.812208,[23  2] ; [159  63],[18.42105263  6.57894737] ; [163.57894737  58.42105263],0
a1,1,0.047991,3.910286,[ 4 22] ; [ 12 212],[ 1.664 24.336] ; [ 14.336 209.664],0
p9,1,0.053787,3.71929,[24  2] ; [167  54],[20.10526316  5.89473684] ; [170.89473684  50.10526316],0
v3,1,0.05845,3.580827,[14 12] ; [ 75 140],[ 9.60165975 16.39834025] ; [ 79.39834025 135.60165975],0
s6,1,0.067683,3.338333,[19  5] ; [131  87],[14.87603306  9.12396694] ; [135.12396694  82.87603306],0
s8,1,0.072903,3.216415,[16 10] ; [ 96 127],[11.69477912 14.30522088] ; [100.30522088 122.69477912],0
n1,1,0.100856,2.691948,[4 1] ; [30 41],[2.23684211 2.76315789] ; [31.76315789 39.23684211],0
p1,1,0.115555,2.47655,[ 4 22] ; [ 15 208],[ 1.98393574 24.01606426] ; [ 17.01606426 205.98393574],0
d1,1,0.121814,2.393837,[16 10] ; [102 122],[12.272 13.728] ; [105.728 118.272],0
v1,1,0.151419,2.0579,[16  9] ; [107 112],[12.60245902 12.39754098] ; [110.39754098 108.60245902],0
s3,1,0.172142,1.864188,[18  8] ; [122  99],[14.73684211 11.26315789] ; [125.26315789  95.73684211],0
a6,1,0.212154,1.556669,[14 12] ; [ 92 132],[11.024 14.976] ; [ 94.976 129.024],0
n6,1,0.215441,1.534484,[23  3] ; [174  49],[20.57028112  5.42971888] ; [176.42971888  46.57028112],0
b4,1,0.251944,1.312492,[17  9] ; [120 104],[14.248 11.752] ; [122.752 101.248],0
d3,1,0.265691,1.238858,[14 12] ; [ 95 129],[11.336 14.664] ; [ 97.664 126.336],0
p11,1,0.277186,1.180837,[22  4] ; [168  56],[19.76  6.24] ; [170.24  53.76],0
r4,1,0.280932,1.162576,[24  2] ; [189  35],[22.152  3.848] ; [190.848  33.152],0
p10,1,0.289887,1.120147,[21  5] ; [156  64],[18.70731707  7.29268293] ; [158.29268293  61.70731707],0
r3,1,0.292738,1.106986,[25  1] ; [201  23],[23.504  2.496] ; [202.496  21.504],0
r1,1,0.313194,1.017159,[21  5] ; [160  64],[18.824  7.176] ; [162.176  61.824],0
d2,1,0.315619,1.007017,[15 11] ; [105 117],[12.58064516 13.41935484] ; [107.41935484 114.58064516],0
s1,1,0.318974,0.99315,[ 2 24] ; [  8 213],[ 1.05263158 24.94736842] ; [  8.94736842 212.05263158],0
d5,1,0.350973,0.869937,[21  5] ; [161  62],[19.00401606  6.99598394] ; [162.99598394  60.00401606],0
b1,1,0.396419,0.719163,[14 12] ; [101 123],[11.96 14.04] ; [103.04 120.96],0
s2,1,0.419172,0.652634,[14 12] ; [101 121],[12.05645161 13.94354839] ; [102.94354839 119.05645161],0
b2,1,0.420615,0.648596,[10  9] ; [60 80],[ 8.36477987 10.63522013] ; [61.63522013 78.36477987],0
b3,1,0.420615,0.648596,[10  9] ; [60 80],[ 8.36477987 10.63522013] ; [61.63522013 78.36477987],0
n2,1,0.459503,0.547105,[3 2] ; [54 18],[3.7012987 1.2987013] ; [53.2987013 18.7012987],0
u3,1,0.567008,0.327714,[4 3] ; [33 39],[3.27848101 3.72151899] ; [33.72151899 38.27848101],0
v2,1,0.574484,0.315238,[11 15] ; [103 111],[12.35 13.65] ; [101.65 112.35],0
a3,1,0.609072,0.261529,[19  7] ; [152  71],[17.85542169  8.14457831] ; [153.14457831  69.85542169],0
u1,1,0.625161,0.23868,[ 1 25] ; [ 14 210],[ 1.56 24.44] ; [ 13.44 210.56],0
d4,1,0.632578,0.228581,[20  6] ; [161  61],[18.97580645  7.02419355] ; [162.02419355  59.97580645],0
n3,1,0.655422,0.199133,[3 2] ; [48 21],[3.44594595 1.55405405] ; [47.55405405 21.44594595],0
b5,1,0.658462,0.195398,[11 15] ; [105 119],[12.064 13.936] ; [103.936 120.064],0
s4,1,0.667991,0.183962,[ 4 22] ; [ 42 181],[ 4.80321285 21.19678715] ; [ 41.19678715 181.80321285],0
a4,1,0.757298,0.0955,[11 15] ; [101 121],[11.74193548 14.25806452] ; [100.25806452 121.74193548],0
a2,1,0.778709,0.078962,[ 2 24] ; [ 21 203],[ 2.392 23.608] ; [ 20.608 203.392],0
u2,1,0.799277,0.06466,[3 4] ; [34 37],[3.32051282 3.67948718] ; [33.67948718 37.32051282],0
a5,1,0.886979,0.0202,[18  8] ; [152  72],[17.68  8.32] ; [152.32  71.68],0
a8,1,0.908878,0.0131,[ 3 23] ; [ 23 190],[ 2.82845188 23.17154812] ; [ 23.17154812 189.82845188],0
v4,1,0.941273,0.005427,[24  2] ; [204  18],[23.90322581  2.09677419] ; [204.09677419  17.90322581],0
