Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,26.024588,[181  91] ; [19 42],[163.36336336 108.63663664] ; [36.63663664 24.36336336],1
a3,1,1e-06,23.541352,[233  38] ; [36 25],[219.5753012  51.4246988] ; [49.4246988 11.5753012],1
d1,1,2e-06,22.814127,[205  67] ; [27 34],[189.5015015  82.4984985] ; [42.4984985 18.5015015],1
a4,1,6e-06,20.448339,[154 118] ; [15 46],[138.04204204 133.95795796] ; [30.95795796 30.04204204],1
d5,1,7.6e-05,15.66235,[246  25] ; [44 17],[236.71686747  34.28313253] ; [53.28313253  7.71686747],1
u1,1,9.3e-05,15.278938,[ 78 194] ; [ 3 58],[ 66.16216216 205.83783784] ; [14.83783784 46.16216216],1
a6,1,0.000513,12.06676,[188  83] ; [28 33],[176.31325301  94.68674699] ; [39.68674699 21.31325301],1
d4,1,0.003847,8.354829,[242  29] ; [46 15],[235.08433735  35.91566265] ; [52.91566265  8.08433735],0
r1,1,0.015002,5.916186,[240  31] ; [46 14],[234.1570997  36.8429003] ; [51.8429003  8.1570997],0
s5,1,0.016663,5.73148,[121 138] ; [16 39],[113.00318471 145.99681529] ; [23.99681529 31.00318471],0
p1,1,0.026527,4.921339,[ 20 251] ; [10 51],[ 24.48795181 246.51204819] ; [ 5.51204819 55.48795181],0
b3,1,0.028172,4.817499,[ 91 106] ; [12 31],[ 84.54583333 112.45416667] ; [18.45416667 24.54583333],0
b2,1,0.028172,4.817499,[ 91 106] ; [12 31],[ 84.54583333 112.45416667] ; [18.45416667 24.54583333],0
s1,1,0.029194,4.756132,[  9 258] ; [ 6 55],[ 12.21036585 254.78963415] ; [ 2.78963415 58.21036585],0
p9,1,0.06681,3.359698,[250  20] ; [52  9],[246.34441088  23.65558912] ; [55.65558912  5.34441088],0
p3,1,0.070409,3.273464,[168 104] ; [30 31],[161.72972973 110.27027027] ; [36.27027027 24.72972973],0
r2,1,0.078834,3.08877,[259   9] ; [54  5],[256.52599388  11.47400612] ; [56.47400612  2.52599388],0
v4,1,0.163665,1.940034,[263   8] ; [56  4],[261.17522659   9.82477341] ; [57.82477341  2.17522659],0
p4,1,0.190774,1.71163,[192  79] ; [38 23],[187.74096386  83.25903614] ; [42.25903614 18.74096386],0
s7,1,0.192549,1.698006,[209  53] ; [41 16],[205.32915361  56.67084639] ; [44.67084639 12.32915361],0
p2,1,0.231138,1.433846,[234  37] ; [49 12],[231.00301205  39.99698795] ; [51.99698795  9.00301205],0
a7,1,0.239654,1.382627,[189  83] ; [37 23],[185.15662651  86.84337349] ; [40.84337349 19.15662651],0
d3,1,0.28095,1.162487,[193  79] ; [39 22],[189.5015015  82.4984985] ; [42.4984985 18.5015015],0
p6,1,0.291194,1.114093,[137 133] ; [25 33],[133.35365854 136.64634146] ; [28.64634146 29.35365854],0
p5,1,0.291468,1.11283,[ 44 226] ; [13 46],[ 46.7781155 223.2218845] ; [10.2218845 48.7781155],0
u4,1,0.312314,1.020864,[ 12 260] ; [ 1 60],[ 10.61861862 261.38138138] ; [ 2.38138138 58.61861862],0
a1,1,0.321216,0.98399,[ 18 254] ; [ 2 59],[ 16.33633634 255.66366366] ; [ 3.66366366 57.33633634],0
u3,1,0.326846,0.961354,[28 11] ; [15 10],[26.203125 12.796875] ; [16.796875  8.203125],0
s4,1,0.348764,0.877949,[ 44 226] ; [13 48],[ 46.49546828 223.50453172] ; [10.50453172 50.49546828],0
s3,1,0.36701,0.813762,[194  73] ; [47 13],[196.77981651  70.22018349] ; [44.22018349 15.77981651],0
u2,1,0.389949,0.739101,[24 15] ; [18  7],[25.59375 13.40625] ; [16.40625  8.59375],0
n5,1,0.425412,0.635315,[240  30] ; [52  9],[238.18731118  31.81268882] ; [53.81268882  7.18731118],0
a8,1,0.443527,0.58714,[ 43 204] ; [12 43],[ 44.98344371 202.01655629] ; [10.01655629 44.98344371],0
b1,1,0.466008,0.531425,[111 161] ; [28 33],[113.53753754 158.46246246] ; [25.46246246 35.53753754],0
p12,1,0.497293,0.460708,[ 35 234] ; [ 6 55],[ 33.42121212 235.57878788] ; [ 7.57878788 53.42121212],0
r4,1,0.501537,0.451683,[256  16] ; [56  5],[254.84684685  17.15315315] ; [57.15315315  3.84684685],0
v2,1,0.581766,0.303389,[169  97] ; [34 23],[167.17647059  98.82352941] ; [35.82352941 21.17647059],0
b4,1,0.605479,0.266812,[157 115] ; [33 28],[155.1951952 116.8048048] ; [34.8048048 26.1951952],0
v1,1,0.614483,0.253698,[169  93] ; [36 23],[167.32087227  94.67912773] ; [37.67912773 21.32087227],0
p10,1,0.62571,0.237924,[240  30] ; [52  8],[238.90909091  31.09090909] ; [53.09090909  6.90909091],0
s2,1,0.639269,0.219699,[192  77] ; [41 19],[190.50759878  78.49240122] ; [42.49240122 17.50759878],0
p7,1,0.645932,0.211068,[189  76] ; [41 19],[187.53846154  77.46153846] ; [42.46153846 17.53846154],0
p11,1,0.724183,0.12452,[228  44] ; [50 11],[227.07507508  44.92492492] ; [50.92492492 10.07507508],0
n3,1,0.729315,0.119742,[38 15] ; [8 4],[37.50769231 15.49230769] ; [8.49230769 3.50769231],0
n6,1,0.746643,0.104373,[252  19] ; [56  5],[251.40963855  19.59036145] ; [56.59036145  4.40963855],0
v3,1,0.750794,0.100865,[134 128] ; [31 27],[135.09375 126.90625] ; [29.90625 28.09375],0
b5,1,0.752339,0.099576,[159 113] ; [37 24],[160.0960961 111.9039039] ; [35.9039039 25.0960961],0
p8,1,0.772167,0.083834,[158 108] ; [35 26],[156.9969419 109.0030581] ; [36.0030581 24.9969419],0
n2,1,0.845053,0.038194,[39 15] ; [9 3],[39.27272727 14.72727273] ; [8.72727273 3.27272727],0
n1,1,0.859314,0.031417,[25 28] ; [6 6],[25.27692308 27.72307692] ; [5.72307692 6.27692308],0
r3,1,0.880251,0.022696,[262  10] ; [59  2],[262.1981982   9.8018018] ; [58.8018018  2.1981982],0
s6,1,0.898202,0.016367,[225  42] ; [51 10],[224.67073171  42.32926829] ; [51.32926829  9.67073171],0
