Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,61.476234,[ 39 209] ; [34 16],[ 60.75167785 187.24832215] ; [12.24832215 37.75167785],1
s7,1,0.000113,14.910414,[ 39 194] ; [20 28],[ 48.92170819 184.07829181] ; [10.07829181 37.92170819],1
s8,1,0.000214,13.7083,[ 29 222] ; [16 34],[ 37.52491694 213.47508306] ; [ 7.47508306 42.52491694],1
p10,1,0.0117,6.355701,[152  96] ; [40 10],[159.7852349  88.2147651] ; [32.2147651 17.7852349],0
a8,1,0.012697,6.210883,[ 19 208] ; [10 39],[ 23.85144928 203.14855072] ; [ 5.14855072 43.85144928],0
p7,1,0.016348,5.765082,[120 127] ; [33 16],[127.6722973 119.3277027] ; [25.3277027 23.6722973],0
a1,1,0.04921,3.868162,[  9 242] ; [ 5 45],[ 11.6744186 239.3255814] ; [ 2.3255814 47.6744186],0
p12,1,0.061688,3.491414,[  4 244] ; [ 3 47],[  5.82550336 242.17449664] ; [ 1.17449664 48.82550336],0
n5,1,0.109472,2.561829,[154  94] ; [37 13],[158.95302013  89.04697987] ; [32.04697987 17.95302013],0
p11,1,0.123048,2.378094,[168  83] ; [39 11],[172.61461794  78.38538206] ; [34.38538206 15.61461794],0
s4,1,0.162843,1.947625,[ 16 235] ; [ 6 44],[ 18.34551495 232.65448505] ; [ 3.65448505 46.34551495],0
p2,1,0.188151,1.732036,[171  78] ; [39 11],[174.88294314  74.11705686] ; [35.11705686 14.88294314],0
u4,1,0.20304,1.620368,[  1 250] ; [ 1 49],[  1.66777409 249.33222591] ; [ 0.33222591 49.66777409],0
r2,1,0.207684,1.587499,[209  36] ; [46  4],[211.77966102  33.22033898] ; [43.22033898  6.77966102],0
a6,1,0.209603,1.574165,[164  87] ; [28 22],[160.10631229  90.89368771] ; [31.89368771 18.10631229],0
v3,1,0.216655,1.526389,[ 71 172] ; [18 29],[ 74.57586207 168.42413793] ; [14.42413793 32.57586207],0
n4,1,0.248856,1.329715,[164  86] ; [37 13],[167.5  82.5] ; [33.5 16.5],0
d4,1,0.253472,1.304064,[175  75] ; [39 11],[178.33333333  71.66666667] ; [35.66666667 14.33333333],0
b5,1,0.260973,1.26359,[152  99] ; [26 24],[148.43189369 102.56810631] ; [29.56810631 20.43189369],0
v1,1,0.293299,1.104418,[ 94 155] ; [22 26],[ 97.25252525 151.74747475] ; [18.74747475 29.25252525],0
n2,1,0.304203,1.05568,[45 31] ; [11  4],[46.76923077 29.23076923] ; [9.23076923 5.76923077],0
p6,1,0.308915,1.03531,[ 52 191] ; [14 36],[ 54.73720137 188.26279863] ; [11.26279863 38.73720137],0
a2,1,0.337358,0.920445,[ 44 207] ; [ 6 44],[ 41.69435216 209.30564784] ; [ 8.30564784 41.69435216],0
p9,1,0.356138,0.851465,[165  80] ; [37 13],[167.76271186  77.23728814] ; [34.23728814 15.76271186],0
r4,1,0.361863,0.831417,[180  71] ; [39 11],[182.62126246  68.37873754] ; [36.37873754 13.62126246],0
r3,1,0.392224,0.732035,[207  42] ; [44  6],[209.02675585  39.97324415] ; [41.97324415  8.02675585],0
b1,1,0.418483,0.654571,[100 151] ; [23 27],[102.56810631 148.43189369] ; [20.43189369 29.56810631],0
s1,1,0.432871,0.615108,[  9 240] ; [ 3 47],[  9.99331104 239.00668896] ; [ 2.00668896 47.99331104],0
a7,1,0.460308,0.545146,[165  85] ; [35 14],[167.22408027  82.77591973] ; [32.77591973 16.22408027],0
d5,1,0.503893,0.446729,[176  75] ; [32 17],[174.02666667  76.97333333] ; [33.97333333 15.02666667],0
u3,1,0.510125,0.433812,[37 52] ; [9 9],[38.26168224 50.73831776] ; [ 7.73831776 10.26168224],0
a4,1,0.523256,0.40747,[ 97 153] ; [17 33],[ 95. 155.] ; [19. 31.],0
r1,1,0.535808,0.383365,[163  86] ; [35 15],[164.88963211  84.11036789] ; [33.11036789 16.88963211],0
p3,1,0.57032,0.322148,[ 86 163] ; [19 30],[ 87.73489933 161.26510067] ; [17.26510067 31.73489933],0
u1,1,0.599181,0.276233,[ 24 227] ; [ 6 44],[ 25.0166113 225.9833887] ; [ 4.9833887 45.0166113],0
v4,1,0.640892,0.217578,[212  36] ; [44  6],[213.04697987  34.95302013] ; [42.95302013  7.04697987],0
p4,1,0.645077,0.212164,[100 147] ; [22 28],[101.46127946 145.53872054] ; [20.53872054 29.46127946],0
a5,1,0.654828,0.199867,[159  92] ; [30 20],[157.60465116  93.39534884] ; [31.39534884 18.60465116],0
d3,1,0.668936,0.18285,[150 100] ; [31 18],[151.33779264  98.66220736] ; [29.66220736 19.33779264],0
v2,1,0.729108,0.119932,[108 131] ; [23 25],[109.09059233 129.90940767] ; [21.90940767 26.09059233],0
b4,1,0.737958,0.11193,[137 114] ; [26 24],[135.92358804 115.07641196] ; [27.07641196 22.92358804],0
p1,1,0.761442,0.092166,[ 18 232] ; [ 3 47],[ 17.5 232.5] ; [ 3.5 46.5],0
p8,1,0.766143,0.088461,[104 142] ; [20 30],[103.05405405 142.94594595] ; [20.94594595 29.05405405],0
n3,1,0.816496,0.053849,[47 27] ; [10  5],[47.39325843 26.60674157] ; [9.60674157 5.39325843],0
