Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.02846,4.8,[13  7] ; [3 9],[10. 10.] ; [6. 6.],0
p11,1,0.234417,1.413856,[11  9] ; [4 8],[ 9.375 10.625] ; [5.625 6.375],0
p4,1,0.40292,0.699595,[13  7] ; [6 6],[11.875  8.125] ; [7.125 4.875],0
p1,1,0.580912,0.304762,[ 2 18] ; [ 2 10],[ 2.5 17.5] ; [ 1.5 10.5],0
b1,1,1.0,0.0,[10 10] ; [6 6],[10. 10.] ; [6. 6.],0
