Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000171,14.122055,[32  3] ; [16 16],[25.07462687  9.92537313] ; [22.92537313  9.07462687],1
p8,1,0.001324,10.309155,[23 11] ; [ 9 23],[16.48484848 17.51515152] ; [15.51515152 16.48484848],0
p3,1,0.001575,9.988261,[21 14] ; [ 7 25],[14.62686567 20.37313433] ; [13.37313433 18.62686567],0
p6,1,0.007913,7.053061,[12 20] ; [ 3 29],[ 7.5 24.5] ; [ 7.5 24.5],0
r4,1,0.007934,7.048385,[34  1] ; [24  8],[30.29850746  4.70149254] ; [27.70149254  4.29850746],0
n2,1,0.011786,6.342716,[8 2] ; [2 7],[5.26315789 4.73684211] ; [4.73684211 4.26315789],0
b2,1,0.019814,5.428168,[ 4 19] ; [8 7],[ 7.26315789 15.73684211] ; [ 4.73684211 10.26315789],0
b3,1,0.019814,5.428168,[ 4 19] ; [8 7],[ 7.26315789 15.73684211] ; [ 4.73684211 10.26315789],0
s8,1,0.046296,3.970776,[17 18] ; [ 8 24],[13.05970149 21.94029851] ; [11.94029851 20.05970149],0
n6,1,0.048906,3.878565,[25  9] ; [16 16],[21.12121212 12.87878788] ; [19.87878788 12.12121212],0
p10,1,0.071166,3.25592,[26  9] ; [17 15],[22.46268657 12.53731343] ; [20.53731343 11.46268657],0
p4,1,0.074755,3.175393,[18 16] ; [10 22],[14.42424242 19.57575758] ; [13.57575758 18.42424242],0
d3,1,0.096127,2.768658,[30  5] ; [22 10],[27.1641791  7.8358209] ; [24.8358209  7.1641791],0
v1,1,0.107871,2.58514,[15 20] ; [20 12],[18.28358209 16.71641791] ; [16.71641791 15.28358209],0
p11,1,0.12178,2.394281,[25 10] ; [17 15],[21.94029851 13.05970149] ; [20.05970149 11.94029851],0
u2,1,0.12506,2.352778,[7 5] ; [8 1],[8.57142857 3.42857143] ; [6.42857143 2.57142857],0
v4,1,0.133543,2.250829,[34  1] ; [28  4],[32.3880597  2.6119403] ; [29.6119403  2.3880597],0
r3,1,0.133543,2.250829,[34  1] ; [28  4],[32.3880597  2.6119403] ; [29.6119403  2.3880597],0
p9,1,0.257948,1.279737,[26  9] ; [19 12],[23.86363636 11.13636364] ; [21.13636364  9.86363636],0
r1,1,0.290495,1.117324,[28  7] ; [22 10],[26.11940299  8.88059701] ; [23.88059701  8.11940299],0
s3,1,0.316366,1.00391,[18 16] ; [13 19],[15.96969697 18.03030303] ; [15.03030303 16.96969697],0
s4,1,0.346276,0.887058,[10 25] ; [ 6 26],[ 8.35820896 26.64179104] ; [ 7.64179104 24.35820896],0
d2,1,0.360924,0.834677,[17 18] ; [12 20],[15.14925373 19.85074627] ; [13.85074627 18.14925373],0
s7,1,0.377544,0.778683,[15 19] ; [10 20],[13.28125 20.71875] ; [11.71875 18.28125],0
a2,1,0.400881,0.705683,[ 4 31] ; [ 6 26],[ 5.2238806 29.7761194] ; [ 4.7761194 27.2238806],0
d1,1,0.410955,0.676036,[21 14] ; [16 16],[19.32835821 15.67164179] ; [17.67164179 14.32835821],0
a6,1,0.436958,0.604257,[25 10] ; [20 12],[23.50746269 11.49253731] ; [21.49253731 10.50746269],0
a4,1,0.436958,0.604257,[10 25] ; [12 20],[11.49253731 23.50746269] ; [10.50746269 21.49253731],0
a5,1,0.439041,0.598787,[26  9] ; [21 11],[24.55223881 10.44776119] ; [22.44776119  9.55223881],0
p12,1,0.458385,0.549834,[ 4 31] ; [ 2 30],[ 3.13432836 31.86567164] ; [ 2.86567164 29.13432836],0
s6,1,0.482284,0.493693,[22 12] ; [18 14],[20.60606061 13.39393939] ; [19.39393939 12.60606061],0
n4,1,0.51352,0.426888,[17 18] ; [13 19],[15.67164179 19.32835821] ; [14.32835821 17.67164179],0
a3,1,0.587139,0.294834,[23 12] ; [23  9],[24.02985075 10.97014925] ; [21.97014925 10.02985075],0
d4,1,0.594231,0.283784,[29  6] ; [28  4],[29.7761194  5.2238806] ; [27.2238806  4.7761194],0
b5,1,0.601104,0.273334,[24 11] ; [20 12],[22.98507463 12.01492537] ; [21.01492537 10.98507463],0
v2,1,0.668227,0.183684,[25  9] ; [22 10],[24.21212121  9.78787879] ; [22.78787879  9.21212121],0
p1,1,0.692931,0.155931,[ 3 31] ; [ 2 30],[ 2.57575758 31.42424242] ; [ 2.42424242 29.57575758],0
r2,1,0.717967,0.130449,[32  3] ; [30  2],[32.3880597  2.6119403] ; [29.6119403  2.3880597],0
a8,1,0.7222,0.126395,[ 3 30] ; [ 2 28],[ 2.61904762 30.38095238] ; [ 2.38095238 27.61904762],0
u1,1,0.783706,0.075347,[ 4 31] ; [ 3 29],[ 3.65671642 31.34328358] ; [ 3.34328358 28.65671642],0
b4,1,0.810855,0.057276,[25 10] ; [22 10],[24.55223881 10.44776119] ; [22.44776119  9.55223881],0
d5,1,0.837188,0.042227,[27  8] ; [24  8],[26.64179104  8.35820896] ; [24.35820896  7.64179104],0
p5,1,0.908396,0.013239,[ 3 32] ; [ 3 29],[ 3.13432836 31.86567164] ; [ 2.86567164 29.13432836],0
a7,1,0.923256,0.00928,[27  8] ; [25  7],[27.1641791  7.8358209] ; [24.8358209  7.1641791],0
s1,1,0.926345,0.008546,[ 2 33] ; [ 2 30],[ 2.08955224 32.91044776] ; [ 1.91044776 30.08955224],0
a1,1,0.926345,0.008546,[ 2 33] ; [ 2 30],[ 2.08955224 32.91044776] ; [ 1.91044776 30.08955224],0
n1,1,0.937193,0.006209,[1 9] ; [1 8],[1.05263158 8.94736842] ; [0.94736842 8.05263158],0
s2,1,0.958451,0.002714,[14 21] ; [13 19],[14.10447761 20.89552239] ; [12.89552239 19.10447761],0
u3,1,0.963969,0.002041,[6 5] ; [5 4],[6.05 4.95] ; [4.95 4.05],0
s5,1,0.973196,0.001129,[10 24] ; [ 9 22],[ 9.93846154 24.06153846] ; [ 9.06153846 21.93846154],0
b1,1,0.987443,0.000248,[11 24] ; [10 22],[10.97014925 24.02985075] ; [10.02985075 21.97014925],0
