Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0,39.765329,[ 36 207] ; [63 81],[ 62.1627907 180.8372093] ; [ 36.8372093 107.1627907],1
p7,1,3e-06,21.923441,[ 94 142] ; [93 51],[116.13684211 119.86315789] ; [70.86315789 73.13684211],1
v1,1,4.8e-05,16.538737,[ 90 149] ; [85 59],[109.20365535 129.79634465] ; [65.79634465 78.20365535],1
p8,1,6.5e-05,15.957768,[ 74 168] ; [73 70],[ 92.4 149.6] ; [54.6 88.4],1
p2,1,8.2e-05,15.522507,[174  71] ; [128  17],[189.71794872  55.28205128] ; [112.28205128  32.71794872],1
s8,1,0.000283,13.180049,[ 74 171] ; [70 74],[ 90.6940874 154.3059126] ; [53.3059126 90.6940874],1
s6,1,0.000869,11.088069,[136 106] ; [104  38],[151.25  90.75] ; [88.75 53.25],1
n5,1,0.002689,9.007101,[167  78] ; [119  26],[179.66666667  65.33333333] ; [106.33333333  38.66666667],0
s7,1,0.002928,8.852018,[ 84 155] ; [71 69],[ 97.74406332 141.25593668] ; [57.25593668 82.74406332],0
d3,1,0.003041,8.782548,[150  95] ; [110  35],[163.33333333  81.66666667] ; [96.66666667 48.33333333],0
n4,1,0.004191,8.199057,[169  77] ; [118  26],[181.03076923  64.96923077] ; [105.96923077  38.03076923],0
s2,1,0.007334,7.189221,[100 143] ; [79 64],[112.6865285 130.3134715] ; [66.3134715 76.6865285],0
d1,1,0.010913,6.479365,[120 126] ; [90 55],[132.12276215 113.87723785] ; [77.87723785 67.12276215],0
a5,1,0.013102,6.155244,[155  91] ; [109  36],[166.0971867  79.9028133] ; [97.9028133 47.0971867],0
d2,1,0.02417,5.082418,[100 144] ; [76 68],[110.68041237 133.31958763] ; [65.31958763 78.68041237],0
a4,1,0.028849,4.776617,[ 91 153] ; [70 74],[101.24742268 142.75257732] ; [59.75257732 84.24742268],0
p5,1,0.028853,4.776389,[  8 237] ; [ 12 132],[ 12.59640103 232.40359897] ; [  7.40359897 136.59640103],0
r1,1,0.038025,4.303921,[178  67] ; [118  26],[186.42673522  58.57326478] ; [109.57326478  34.42673522],0
