Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.003493,8.530347,[ 5 42] ; [10 15],[ 9.79166667 37.20833333] ; [ 5.20833333 19.79166667],0
a4,1,0.004616,8.024198,[13 34] ; [16 10],[18.67123288 28.32876712] ; [10.32876712 15.67123288],0
s3,1,0.008282,6.971487,[14 33] ; [16 10],[19.31506849 27.68493151] ; [10.68493151 15.31506849],0
s2,1,0.011504,6.385769,[13 34] ; [15 11],[18.02739726 28.97260274] ; [ 9.97260274 16.02739726],0
p9,1,0.019023,5.49939,[17 27] ; [17  8],[21.68115942 22.31884058] ; [12.31884058 12.68115942],0
s6,1,0.023604,5.123522,[18 29] ; [16  8],[22.50704225 24.49295775] ; [11.49295775 12.50704225],0
b1,1,0.044051,4.054624,[26 21] ; [ 8 18],[21.89041096 25.10958904] ; [12.10958904 13.89041096],0
n2,1,0.050285,3.831939,[ 9 11] ; [11  3],[11.76470588  8.23529412] ; [8.23529412 5.76470588],0
p10,1,0.067702,3.337882,[19 27] ; [16  9],[22.67605634 23.32394366] ; [12.32394366 12.67605634],0
a2,1,0.083041,3.004354,[ 4 43] ; [ 6 20],[ 6.43835616 40.56164384] ; [ 3.56164384 22.43835616],0
a5,1,0.09424,2.800407,[23 24] ; [18  8],[26.39726027 20.60273973] ; [14.60273973 11.39726027],0
p1,1,0.097343,2.748549,[ 2 45] ; [ 4 22],[ 3.8630137 43.1369863] ; [ 2.1369863 23.8630137],0
s7,1,0.099139,2.719345,[ 8 34] ; [ 9 15],[10.81818182 31.18181818] ; [ 6.18181818 17.81818182],0
u3,1,0.117852,2.445633,[11 10] ; [6 1],[12.75  8.25] ; [4.25 2.75],0
a3,1,0.135131,2.232547,[26 21] ; [19  7],[28.97260274 18.02739726] ; [16.02739726  9.97260274],0
v2,1,0.156026,2.012325,[16 28] ; [13 11],[18.76470588 25.23529412] ; [10.23529412 13.76470588],0
v4,1,0.217533,1.520574,[36 11] ; [23  3],[37.98630137  9.01369863] ; [21.01369863  4.98630137],0
p4,1,0.224572,1.474916,[13 33] ; [11 15],[15.33333333 30.66666667] ; [ 8.66666667 17.33333333],0
s5,1,0.244765,1.352941,[10 36] ; [ 8 15],[12. 34.] ; [ 6. 17.],0
d2,1,0.269909,1.21721,[19 28] ; [14 12],[21.24657534 25.75342466] ; [11.75342466 14.24657534],0
v3,1,0.284706,1.144489,[ 9 35] ; [ 8 17],[10.84057971 33.15942029] ; [ 6.15942029 18.84057971],0
r1,1,0.312846,1.018622,[25 22] ; [17  9],[27.04109589 19.95890411] ; [14.95890411 11.04109589],0
p11,1,0.332732,0.938237,[18 29] ; [13 13],[19.95890411 27.04109589] ; [11.04109589 14.95890411],0
p6,1,0.338877,0.914675,[ 7 40] ; [ 6 19],[ 8.48611111 38.51388889] ; [ 4.51388889 20.48611111],0
r3,1,0.400828,0.70584,[38  9] ; [23  3],[39.2739726  7.7260274] ; [21.7260274  4.2739726],0
s4,1,0.441971,0.591159,[ 9 38] ; [ 7 19],[10.30136986 36.69863014] ; [ 5.69863014 20.30136986],0
d3,1,0.452884,0.563425,[21 26] ; [14 12],[22.53424658 24.46575342] ; [12.46575342 13.53424658],0
b2,1,0.461743,0.541667,[ 7 19] ; [5 8],[ 8. 18.] ; [4. 9.],0
b3,1,0.461743,0.541667,[ 7 19] ; [5 8],[ 8. 18.] ; [4. 9.],0
n6,1,0.473308,0.514242,[23 24] ; [15 11],[24.46575342 22.53424658] ; [13.53424658 12.46575342],0
s1,1,0.50635,0.441603,[ 6 41] ; [ 2 24],[ 5.15068493 41.84931507] ; [ 2.84931507 23.15068493],0
d1,1,0.513573,0.42678,[18 29] ; [12 14],[19.31506849 27.68493151] ; [10.68493151 15.31506849],0
a1,1,0.536639,0.381805,[ 2 45] ; [ 2 24],[ 2.57534247 44.42465753] ; [ 1.42465753 24.57534247],0
b5,1,0.572448,0.318603,[32 15] ; [16 10],[30.90410959 16.09589041] ; [17.09589041  8.90410959],0
n1,1,0.618402,0.24812,[ 7 12] ; [ 4 10],[ 6.33333333 12.66666667] ; [4.66666667 9.33333333],0
p3,1,0.629418,0.232851,[ 9 38] ; [ 6 19],[ 9.79166667 37.20833333] ; [ 5.20833333 19.79166667],0
p8,1,0.63167,0.229803,[13 33] ; [ 6 20],[12.13888889 33.86111111] ; [ 6.86111111 19.13888889],0
p12,1,0.645328,0.211842,[ 1 46] ; [ 1 24],[ 1.30555556 45.69444444] ; [ 0.69444444 24.30555556],0
a8,1,0.645328,0.211842,[ 1 46] ; [ 1 24],[ 1.30555556 45.69444444] ; [ 0.69444444 24.30555556],0
r4,1,0.656246,0.198116,[32 15] ; [19  7],[32.83561644 14.16438356] ; [18.16438356  7.83561644],0
u1,1,0.666668,0.185525,[ 1 46] ; [ 1 25],[ 1.28767123 45.71232877] ; [ 0.71232877 25.28767123],0
