Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.006432,7.425125,[ 2 13] ; [5 2],[ 4.77272727 10.22727273] ; [2.22727273 4.77272727],0
s5,1,0.006432,7.425125,[ 2 13] ; [5 2],[ 4.77272727 10.22727273] ; [2.22727273 4.77272727],0
s6,1,0.006879,7.304396,[ 4 12] ; [6 1],[6.95652174 9.04347826] ; [3.04347826 3.95652174],0
s8,1,0.016128,5.788893,[ 5 11] ; [6 1],[7.65217391 8.34782609] ; [3.34782609 3.65217391],0
p10,1,0.033179,4.536526,[ 6 10] ; [6 1],[8.34782609 7.65217391] ; [3.65217391 3.34782609],0
a4,1,0.033179,4.536526,[10  6] ; [1 6],[7.65217391 8.34782609] ; [3.34782609 3.65217391],0
p3,1,0.035791,4.407029,[ 4 12] ; [5 2],[6.26086957 9.73913043] ; [2.73913043 4.26086957],0
a6,1,0.06176,3.489492,[7 9] ; [6 1],[9.04347826 6.95652174] ; [3.95652174 3.04347826],0
a7,1,0.06176,3.489492,[7 9] ; [6 1],[9.04347826 6.95652174] ; [3.95652174 3.04347826],0
v1,1,0.065584,3.390226,[ 3 13] ; [4 3],[ 4.86956522 11.13043478] ; [2.13043478 4.86956522],0
p11,1,0.073691,3.198832,[ 5 11] ; [5 2],[6.95652174 9.04347826] ; [3.04347826 3.95652174],0
p4,1,0.073691,3.198832,[ 5 11] ; [5 2],[6.95652174 9.04347826] ; [3.04347826 3.95652174],0
b4,1,0.106345,2.60771,[8 8] ; [6 1],[9.73913043 6.26086957] ; [4.26086957 2.73913043],0
p9,1,0.106345,2.60771,[8 8] ; [6 1],[9.73913043 6.26086957] ; [4.26086957 2.73913043],0
r1,1,0.133918,2.246483,[ 6 10] ; [5 2],[7.65217391 8.34782609] ; [3.34782609 3.65217391],0
p6,1,0.225709,1.4677,[ 3 13] ; [3 4],[ 4.17391304 11.82608696] ; [1.82608696 5.17391304],0
d4,1,0.265572,1.239477,[10  6] ; [6 1],[11.13043478  4.86956522] ; [4.86956522 2.13043478],0
d5,1,0.340144,0.90989,[8 8] ; [5 2],[9.04347826 6.95652174] ; [3.95652174 3.04347826],0
p1,1,0.349445,0.87547,[ 2 14] ; [2 5],[ 2.7826087 13.2173913] ; [1.2173913 5.7826087],0
v3,1,0.349445,0.87547,[ 2 14] ; [2 5],[ 2.7826087 13.2173913] ; [1.2173913 5.7826087],0
s7,1,0.349575,0.875,[7 7] ; [5 2],[8. 6.] ; [4. 3.],0
d1,1,0.381905,0.76456,[ 6 10] ; [4 3],[6.95652174 9.04347826] ; [3.04347826 3.95652174],0
a5,1,0.393921,0.726803,[11  5] ; [6 1],[11.82608696  4.17391304] ; [5.17391304 1.82608696],0
s4,1,0.393921,0.726803,[ 5 11] ; [1 6],[ 4.17391304 11.82608696] ; [1.82608696 5.17391304],0
a3,1,0.393921,0.726803,[11  5] ; [6 1],[11.82608696  4.17391304] ; [5.17391304 1.82608696],0
b3,1,0.41923,0.652473,[3 9] ; [3 4],[3.78947368 8.21052632] ; [2.21052632 4.78947368],0
b2,1,0.41923,0.652473,[3 9] ; [3 4],[3.78947368 8.21052632] ; [2.21052632 4.78947368],0
n3,1,0.505985,0.442361,[5 4] ; [3 1],[5.53846154 3.46153846] ; [2.46153846 1.53846154],0
u1,1,0.529138,0.396046,[ 1 15] ; [1 6],[ 1.39130435 14.60869565] ; [0.60869565 6.39130435],0
p7,1,0.750679,0.100962,[5 9] ; [3 4],[5.33333333 8.66666667] ; [2.66666667 4.33333333],0
n1,1,0.763824,0.090278,[6 3] ; [3 1],[6.23076923 2.76923077] ; [2.76923077 1.23076923],0
s1,1,0.794935,0.067552,[ 3 13] ; [1 6],[ 2.7826087 13.2173913] ; [1.2173913 5.7826087],0
d2,1,0.808605,0.058673,[10  6] ; [4 3],[9.73913043 6.26086957] ; [4.26086957 2.73913043],0
a2,1,0.906855,0.01369,[ 2 14] ; [1 6],[ 2.08695652 13.91304348] ; [0.91304348 6.08695652],0
a1,1,0.906855,0.01369,[ 2 14] ; [1 6],[ 2.08695652 13.91304348] ; [0.91304348 6.08695652],0
p5,1,0.951655,0.003676,[ 2 13] ; [1 6],[ 2.04545455 12.95454545] ; [0.95454545 6.04545455],0
d3,1,0.968296,0.00158,[9 7] ; [4 3],[9.04347826 6.95652174] ; [3.95652174 3.04347826],0
b1,1,0.968296,0.00158,[9 7] ; [4 3],[9.04347826 6.95652174] ; [3.95652174 3.04347826],0
