Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,1e-06,25.024254,[93 16] ; [1 7],[87.57264957 21.42735043] ; [6.42735043 1.57264957],1
v4,1,6e-06,20.36745,[98  9] ; [3 5],[93.97391304 13.02608696] ; [7.02608696 0.97391304],1
n6,1,5.1e-05,16.408975,[85 24] ; [1 7],[80.11965812 28.88034188] ; [5.88034188 2.11965812],1
r2,1,0.001197,10.495448,[101   6] ; [5 3],[98.62608696  8.37391304] ; [7.37391304 0.62608696],0
p11,1,0.002309,9.285908,[82 27] ; [2 6],[78.25641026 30.74358974] ; [5.74358974 2.25641026],0
a1,1,0.002674,9.017472,[  3 106] ; [2 6],[  4.65811966 104.34188034] ; [0.34188034 7.65811966],0
s6,1,0.004468,8.083139,[68 39] ; [1 7],[64.2 42.8] ; [4.8 3.2],0
a4,1,0.021331,5.299541,[37 71] ; [6 2],[40.03448276 67.96551724] ; [2.96551724 5.03448276],0
b1,1,0.032291,4.582961,[40 69] ; [6 2],[42.85470085 66.14529915] ; [3.14529915 4.85470085],0
p10,1,0.056967,3.623566,[75 32] ; [3 5],[72.57391304 34.42608696] ; [5.42608696 2.57391304],0
p8,1,0.063375,3.44677,[55 54] ; [1 6],[52.62068966 56.37931034] ; [3.37931034 3.62068966],0
d2,1,0.063425,3.445482,[45 64] ; [6 2],[47.51282051 61.48717949] ; [3.48717949 4.51282051],0
p5,1,0.075353,3.162386,[  9 100] ; [2 5],[10.3362069 98.6637931] ; [0.6637931 6.3362069],0
v1,1,0.092046,2.838225,[45 60] ; [1 7],[42.74336283 62.25663717] ; [3.25663717 4.74336283],0
a5,1,0.1288,2.306904,[66 43] ; [7 1],[68.00854701 40.99145299] ; [4.99145299 3.00854701],0
r1,1,0.161438,1.960705,[79 29] ; [4 4],[77.27586207 30.72413793] ; [5.72413793 2.27586207],0
p9,1,0.176539,1.82652,[79 30] ; [4 4],[77.32478632 31.67521368] ; [5.67521368 2.32478632],0
p7,1,0.228141,1.452412,[70 37] ; [3 4],[68.51754386 38.48245614] ; [4.48245614 2.51754386],0
s1,1,0.241127,1.373991,[  4 103] ; [1 7],[  4.65217391 102.34782609] ; [0.34782609 7.65217391],0
p4,1,0.24253,1.36583,[50 58] ; [2 6],[48.4137931 59.5862069] ; [3.5862069 4.4137931],0
n5,1,0.259067,1.273734,[74 34] ; [7 1],[75.4137931 32.5862069] ; [5.5862069 2.4137931],0
p3,1,0.262686,1.254544,[49 59] ; [2 6],[47.48275862 60.51724138] ; [3.51724138 4.48275862],0
b2,1,0.296745,1.088766,[24 39] ; [1 5],[22.82608696 40.17391304] ; [2.17391304 3.82608696],0
b3,1,0.296745,1.088766,[24 39] ; [1 5],[22.82608696 40.17391304] ; [2.17391304 3.82608696],0
d4,1,0.322452,0.978974,[77 31] ; [7 1],[78.20689655 29.79310345] ; [5.79310345 2.20689655],0
b5,1,0.336624,0.923247,[60 49] ; [3 5],[58.69230769 50.30769231] ; [4.30769231 3.69230769],0
n3,1,0.416013,0.661552,[19  8] ; [2 2],[18.29032258  8.70967742] ; [2.70967742 1.29032258],0
a3,1,0.463877,0.536524,[67 41] ; [6 2],[67.96551724 40.03448276] ; [5.03448276 2.96551724],0
n4,1,0.46496,0.533929,[81 28] ; [5 3],[80.11965812 28.88034188] ; [5.88034188 2.11965812],0
p1,1,0.59701,0.27953,[  8 101] ; [1 7],[  8.38461538 100.61538462] ; [0.61538462 7.38461538],0
d5,1,0.627351,0.23567,[77 32] ; [5 3],[76.39316239 32.60683761] ; [5.60683761 2.39316239],0
s8,1,0.676366,0.174245,[35 74] ; [2 6],[34.47008547 74.52991453] ; [2.52991453 5.47008547],0
a6,1,0.71116,0.137121,[75 34] ; [5 3],[74.52991453 34.47008547] ; [5.47008547 2.52991453],0
a8,1,0.767122,0.087699,[11 92] ; [1 6],[11.23636364 91.76363636] ; [0.76363636 6.23636364],0
d1,1,0.781986,0.076581,[49 60] ; [4 4],[49.37606838 59.62393162] ; [3.62393162 4.37606838],0
s7,1,0.821635,0.050824,[34 70] ; [2 5],[33.72972973 70.27027027] ; [2.27027027 4.72972973],0
a2,1,0.865957,0.028492,[16 93] ; [1 7],[15.83760684 93.16239316] ; [1.16239316 6.83760684],0
n2,1,0.913303,0.011853,[21  8] ; [3 1],[21.09090909  7.90909091] ; [2.90909091 1.09090909],0
s5,1,0.938664,0.005921,[14 90] ; [1 7],[13.92857143 90.07142857] ; [1.07142857 6.92857143],0
d3,1,0.963745,0.002066,[69 40] ; [5 3],[68.94017094 40.05982906] ; [5.05982906 2.94017094],0
a7,1,0.963745,0.002066,[69 40] ; [5 3],[68.94017094 40.05982906] ; [5.05982906 2.94017094],0
b4,1,0.994843,4.2e-05,[68 41] ; [5 3],[68.00854701 40.99145299] ; [4.99145299 3.00854701],0
